REF_DATE,GEO,North American Industry Classification System,Statistics,Data type,VALUE
2026-02-01,Quebec,"Information, culture and recreation",Estimate,Unadjusted,182
2026-03-01,Quebec,"Information, culture and recreation",Estimate,Unadjusted,174.5
2015-01-01,Quebec,Health care and social assistance,Estimate,Unadjusted,543.5
2015-02-01,Quebec,Health care and social assistance,Estimate,Unadjusted,558.6
2015-03-01,Quebec,Health care and social assistance,Estimate,Unadjusted,560.9
2015-04-01,Quebec,Health care and social assistance,Estimate,Unadjusted,565.6
2015-05-01,Quebec,Health care and social assistance,Estimate,Unadjusted,571
2015-06-01,Quebec,Health care and social assistance,Estimate,Unadjusted,569.9
2015-07-01,Quebec,Health care and social assistance,Estimate,Unadjusted,560.4
2015-08-01,Quebec,Health care and social assistance,Estimate,Unadjusted,562.7
2015-09-01,Quebec,Health care and social assistance,Estimate,Unadjusted,561
2015-10-01,Quebec,Health care and social assistance,Estimate,Unadjusted,560.2
2015-11-01,Quebec,Health care and social assistance,Estimate,Unadjusted,562.3
2015-12-01,Quebec,Health care and social assistance,Estimate,Unadjusted,565.6
2016-01-01,Quebec,Health care and social assistance,Estimate,Unadjusted,561.8
2016-02-01,Quebec,Health care and social assistance,Estimate,Unadjusted,551.3
2016-03-01,Quebec,Health care and social assistance,Estimate,Unadjusted,555.5
2016-04-01,Quebec,Health care and social assistance,Estimate,Unadjusted,554.7
2016-05-01,Quebec,Health care and social assistance,Estimate,Unadjusted,545.6
2016-06-01,Quebec,Health care and social assistance,Estimate,Unadjusted,552.8
2016-07-01,Quebec,Health care and social assistance,Estimate,Unadjusted,567.7
2016-08-01,Quebec,Health care and social assistance,Estimate,Unadjusted,560.3
2016-09-01,Quebec,Health care and social assistance,Estimate,Unadjusted,549.4
2016-10-01,Quebec,Health care and social assistance,Estimate,Unadjusted,550
2016-11-01,Quebec,Health care and social assistance,Estimate,Unadjusted,548.6
2016-12-01,Quebec,Health care and social assistance,Estimate,Unadjusted,553.9
2017-01-01,Quebec,Health care and social assistance,Estimate,Unadjusted,551.6
2017-02-01,Quebec,Health care and social assistance,Estimate,Unadjusted,544
2017-03-01,Quebec,Health care and social assistance,Estimate,Unadjusted,552.1
2017-04-01,Quebec,Health care and social assistance,Estimate,Unadjusted,554.1
2017-05-01,Quebec,Health care and social assistance,Estimate,Unadjusted,558.2
2017-06-01,Quebec,Health care and social assistance,Estimate,Unadjusted,574.7
2017-07-01,Quebec,Health care and social assistance,Estimate,Unadjusted,566.5
2017-08-01,Quebec,Health care and social assistance,Estimate,Unadjusted,570.2
2017-09-01,Quebec,Health care and social assistance,Estimate,Unadjusted,555.5
2017-10-01,Quebec,Health care and social assistance,Estimate,Unadjusted,554.2
2017-11-01,Quebec,Health care and social assistance,Estimate,Unadjusted,558.9
2017-12-01,Quebec,Health care and social assistance,Estimate,Unadjusted,564.5
2018-01-01,Quebec,Health care and social assistance,Estimate,Unadjusted,567.6
2018-02-01,Quebec,Health care and social assistance,Estimate,Unadjusted,568.5
2018-03-01,Quebec,Health care and social assistance,Estimate,Unadjusted,580
2018-04-01,Quebec,Health care and social assistance,Estimate,Unadjusted,582.8
2018-05-01,Quebec,Health care and social assistance,Estimate,Unadjusted,578
2018-06-01,Quebec,Health care and social assistance,Estimate,Unadjusted,575.1
2018-07-01,Quebec,Health care and social assistance,Estimate,Unadjusted,592.9
2018-08-01,Quebec,Health care and social assistance,Estimate,Unadjusted,585.9
2018-09-01,Quebec,Health care and social assistance,Estimate,Unadjusted,580.3
2018-10-01,Quebec,Health care and social assistance,Estimate,Unadjusted,585.5
2018-11-01,Quebec,Health care and social assistance,Estimate,Unadjusted,584.4
2018-12-01,Quebec,Health care and social assistance,Estimate,Unadjusted,586.3
2019-01-01,Quebec,Health care and social assistance,Estimate,Unadjusted,598.8
2019-02-01,Quebec,Health care and social assistance,Estimate,Unadjusted,592.8
2019-03-01,Quebec,Health care and social assistance,Estimate,Unadjusted,589.4
2019-04-01,Quebec,Health care and social assistance,Estimate,Unadjusted,591
2019-05-01,Quebec,Health care and social assistance,Estimate,Unadjusted,593.3
2019-06-01,Quebec,Health care and social assistance,Estimate,Unadjusted,605
2019-07-01,Quebec,Health care and social assistance,Estimate,Unadjusted,604
2019-08-01,Quebec,Health care and social assistance,Estimate,Unadjusted,614.1
2019-09-01,Quebec,Health care and social assistance,Estimate,Unadjusted,605.2
