,State,Date,value
225,Maine,2015-05-01,690812.0
226,Michigan,2015-05-01,4769372.0
227,Minnesota,2015-05-01,3017178.0
228,Missouri,2015-05-01,3052454.0
229,Mississippi,2015-05-01,1259898.0
230,Montana,2015-05-01,520065.0
231,North Carolina,2015-05-01,4706315.0
232,North Dakota,2015-05-01,412965.0
233,Nebraska,2015-05-01,1012908.0
234,New Hampshire,2015-05-01,748830.0
235,New Jersey,2015-05-01,4600754.0
236,New Mexico,2015-05-01,942410.0
237,Nevada,2015-05-01,1394779.0
238,New York,2015-05-01,9744552.0
239,Ohio,2015-05-01,5726888.0
240,Oklahoma,2015-05-01,1828834.0
241,Oregon,2015-05-01,1968414.0
242,Pennsylvania,2015-05-01,6468552.0
243,Rhode Island,2015-05-01,566373.0
244,South Carolina,2015-05-01,2241910.0
245,South Dakota,2015-05-01,449843.0
246,Tennessee,2015-05-01,3077173.0
247,Texas,2015-05-01,13004689.0
248,Utah,2015-05-01,1457187.0
249,Virginia,2015-05-01,4231145.0
250,Vermont,2015-05-01,352438.0
251,Washington,2015-05-01,3539458.0
252,Wisconsin,2015-05-01,3091078.0
253,West Virginia,2015-05-01,794426.0
254,Wyoming,2015-05-01,301027.0
255,Alaska,2015-06-01,361540.0
256,Alabama,2015-06-01,2173391.0
257,Arkansas,2015-06-01,1334831.0
258,Arizona,2015-06-01,3110554.0
259,California,2015-06-01,18848420.0
260,Colorado,2015-06-01,2815094.0
261,Connecticut,2015-06-01,1903378.0
262,District of Columbia,2015-06-01,381214.0
263,Delaware,2015-06-01,461824.0
264,Florida,2015-06-01,9586944.0
265,Georgia,2015-06-01,4734169.0
266,Hawaii,2015-06-01,682503.0
267,Iowa,2015-06-01,1702889.0
268,Idaho,2015-06-01,799382.0
269,Illinois,2015-06-01,6556268.0
270,Indiana,2015-06-01,3261547.0
271,Kansas,2015-06-01,1496942.0
272,Kentucky,2015-06-01,1978069.0
273,Louisiana,2015-06-01,2150797.0
274,Massachusetts,2015-06-01,3621649.0
275,Maryland,2015-06-01,3170663.0
276,Maine,2015-06-01,689522.0
277,Michigan,2015-06-01,4771847.0
278,Minnesota,2015-06-01,3018332.0
279,Missouri,2015-06-01,3051939.0
280,Mississippi,2015-06-01,1260610.0
281,Montana,2015-06-01,520020.0
282,North Carolina,2015-06-01,4709361.0
283,North Dakota,2015-06-01,412415.0
284,Nebraska,2015-06-01,1013724.0
