,State,Date,value
1573,Montana,2017-10-01,27.5
1574,North Carolina,2017-10-01,211.3
1575,North Dakota,2017-10-01,26.1
1576,New Hampshire,2017-10-01,26.7
1577,New Jersey,2017-10-01,156.7
1578,New Mexico,2017-10-01,45.8
1579,Nevada,2017-10-01,84.4
1580,New York,2017-10-01,391.9
1581,Ohio,2017-10-01,218.4
1582,Oklahoma,2017-10-01,78.0
1583,Oregon,2017-10-01,100.7
1584,Pennsylvania,2017-10-01,252.7
1585,Rhode Island,2017-10-01,18.4
1586,South Carolina,2017-10-01,100.3
1587,South Dakota,2017-10-01,22.4
1588,Maryland,2017-10-01,162.2
1589,Nebraska,2017-10-01,51.3
1590,Texas,2017-10-01,717.4
1591,Utah,2017-10-01,100.7
1592,Virginia,2017-10-01,195.2
1593,Vermont,2017-10-01,15.2
1594,Washington,2017-10-01,203.2
1595,Wisconsin,2017-10-01,118.5
1596,West Virginia,2017-10-01,32.2
1597,Wyoming,2017-10-01,19.3
1598,Alaska,2017-11-01,15.2
1599,Alabama,2017-11-01,86.2
1600,Arkansas,2017-11-01,51.4
1601,Arizona,2017-11-01,149.7
1602,California,2017-11-01,831.4
1603,Colorado,2017-11-01,167.5
1604,Connecticut,2017-11-01,58.1
1605,Florida,2017-11-01,517.9
1606,Georgia,2017-11-01,188.5
1607,Iowa,2017-11-01,75.3
1608,Idaho,2017-11-01,46.5
1609,Illinois,2017-11-01,222.3
1610,Indiana,2017-11-01,139.0
1611,Kansas,2017-11-01,59.8
1612,Kentucky,2017-11-01,77.9
1613,Louisiana,2017-11-01,146.0
1614,Massachusetts,2017-11-01,155.5
1615,Maine,2017-11-01,29.0
1616,Michigan,2017-11-01,164.2
1617,Minnesota,2017-11-01,119.7
1618,Missouri,2017-11-01,123.4
1619,Mississippi,2017-11-01,44.0
1620,Montana,2017-11-01,27.5
1621,North Carolina,2017-11-01,212.1
1622,North Dakota,2017-11-01,26.4
1623,New Hampshire,2017-11-01,26.8
1624,New Jersey,2017-11-01,157.2
1625,New Mexico,2017-11-01,46.1
1626,Nevada,2017-11-01,84.4
1627,New York,2017-11-01,395.0
1628,Ohio,2017-11-01,218.4
1629,Oklahoma,2017-11-01,78.0
1630,Oregon,2017-11-01,100.9
1631,Pennsylvania,2017-11-01,254.5
1632,Rhode Island,2017-11-01,18.5
1633,South Carolina,2017-11-01,100.4
1634,South Dakota,2017-11-01,22.5
1635,Maryland,2017-11-01,162.5
1636,Nebraska,2017-11-01,51.3
1637,Texas,2017-11-01,722.0
1638,Utah,2017-11-01,100.8
1639,Virginia,2017-11-01,194.9
1640,Vermont,2017-11-01,15.2
1641,Washington,2017-11-01,203.7
1642,Wisconsin,2017-11-01,119.2
1643,West Virginia,2017-11-01,32.6
1644,Wyoming,2017-11-01,19.1
1645,Alaska,2017-12-01,15.1
1646,Alabama,2017-12-01,86.1
1647,Arkansas,2017-12-01,50.9
1648,Arizona,2017-12-01,150.8
1649,California,2017-12-01,838.8
1650,Colorado,2017-12-01,168.6
1651,Connecticut,2017-12-01,57.4
1652,Florida,2017-12-01,521.1
1653,Georgia,2017-12-01,190.3
1654,Iowa,2017-12-01,75.9
1655,Idaho,2017-12-01,46.8
1656,Illinois,2017-12-01,222.5
1657,Indiana,2017-12-01,138.9
1658,Kansas,2017-12-01,60.7
1659,Kentucky,2017-12-01,77.7
1660,Louisiana,2017-12-01,147.3
1661,Massachusetts,2017-12-01,154.9
1662,Maine,2017-12-01,29.2
1663,Michigan,2017-12-01,163.6
1664,Minnesota,2017-12-01,120.9
1665,Missouri,2017-12-01,123.5
1666,Mississippi,2017-12-01,43.4
1667,Montana,2017-12-01,28.1
1668,North Carolina,2017-12-01,213.5
1669,North Dakota,2017-12-01,26.4
1670,New Hampshire,2017-12-01,26.9
1671,New Jersey,2017-12-01,157.9
1672,New Mexico,2017-12-01,46.5
1673,Nevada,2017-12-01,85.3
1674,New York,2017-12-01,394.1
1675,Ohio,2017-12-01,218.3
1676,Oklahoma,2017-12-01,78.4
1677,Oregon,2017-12-01,102.2
1678,Pennsylvania,2017-12-01,254.8
1679,Rhode Island,2017-12-01,18.6
1680,South Carolina,2017-12-01,100.9
1681,South Dakota,2017-12-01,22.9
1682,Maryland,2017-12-01,162.8
1683,Nebraska,2017-12-01,51.9
1684,Texas,2017-12-01,725.1
1685,Utah,2017-12-01,102.1
1686,Virginia,2017-12-01,196.1
1687,Vermont,2017-12-01,15.2
1688,Washington,2017-12-01,205.5
1689,Wisconsin,2017-12-01,119.7
1690,West Virginia,2017-12-01,33.5
1691,Wyoming,2017-12-01,19.4
1692,Alaska,2018-01-01,15.5
1693,Alabama,2018-01-01,86.5
1694,Arkansas,2018-01-01,50.5
1695,Arizona,2018-01-01,151.5
1696,California,2018-01-01,844.0
1697,Colorado,2018-01-01,169.8
1698,Connecticut,2018-01-01,57.8
1699,Florida,2018-01-01,524.9
1700,Georgia,2018-01-01,190.5
1701,Iowa,2018-01-01,75.8
1702,Idaho,2018-01-01,47.1
1703,Illinois,2018-01-01,223.3
1704,Indiana,2018-01-01,138.8
1705,Kansas,2018-01-01,60.4
1706,Kentucky,2018-01-01,77.0
1707,Louisiana,2018-01-01,147.7
1708,Massachusetts,2018-01-01,154.6
1709,Maine,2018-01-01,29.1
1710,Michigan,2018-01-01,165.4
1711,Minnesota,2018-01-01,120.8
1712,Missouri,2018-01-01,120.2
1713,Mississippi,2018-01-01,42.8
1714,Montana,2018-01-01,28.0
1715,North Carolina,2018-01-01,215.2
1716,North Dakota,2018-01-01,26.8
1717,New Hampshire,2018-01-01,26.7
1718,New Jersey,2018-01-01,156.1
1719,New Mexico,2018-01-01,47.0
1720,Nevada,2018-01-01,85.9
1721,New York,2018-01-01,393.3
1722,Ohio,2018-01-01,214.1
1723,Oklahoma,2018-01-01,78.3
1724,Oregon,2018-01-01,103.1
1725,Pennsylvania,2018-01-01,251.4
1726,Rhode Island,2018-01-01,18.4
1727,South Carolina,2018-01-01,104.3
1728,South Dakota,2018-01-01,23.0
1729,Maryland,2018-01-01,161.4
1730,Nebraska,2018-01-01,51.8
1731,Texas,2018-01-01,724.8
1732,Utah,2018-01-01,103.1
1733,Virginia,2018-01-01,196.0
1734,Vermont,2018-01-01,15.2
1735,Washington,2018-01-01,208.0
1736,Wisconsin,2018-01-01,120.6
1737,West Virginia,2018-01-01,34.4
1738,Wyoming,2018-01-01,19.6
1739,Alaska,2018-02-01,15.5
1740,Alabama,2018-02-01,87.6
1741,Arkansas,2018-02-01,50.8
1742,Arizona,2018-02-01,152.7
1743,California,2018-02-01,860.3
1744,Colorado,2018-02-01,171.1
1745,Connecticut,2018-02-01,58.2
1746,Florida,2018-02-01,531.2
1747,Georgia,2018-02-01,192.5
1748,Iowa,2018-02-01,76.6
1749,Idaho,2018-02-01,47.8
1750,Illinois,2018-02-01,225.1
1751,Indiana,2018-02-01,139.0
1752,Kansas,2018-02-01,60.4
1753,Kentucky,2018-02-01,77.7
1754,Louisiana,2018-02-01,149.3
1755,Massachusetts,2018-02-01,157.2
1756,Maine,2018-02-01,29.3
1757,Michigan,2018-02-01,166.9
1758,Minnesota,2018-02-01,120.9
1759,Missouri,2018-02-01,123.0
1760,Mississippi,2018-02-01,42.8
1761,Montana,2018-02-01,27.8
1762,North Carolina,2018-02-01,215.9
1763,North Dakota,2018-02-01,26.9
1764,New Hampshire,2018-02-01,26.9
1765,New Jersey,2018-02-01,158.5
1766,New Mexico,2018-02-01,47.5
1767,Nevada,2018-02-01,87.1
1768,New York,2018-02-01,396.4
1769,Ohio,2018-02-01,217.6
1770,Oklahoma,2018-02-01,78.8
1771,Oregon,2018-02-01,104.4
1772,Pennsylvania,2018-02-01,255.0
1773,Rhode Island,2018-02-01,19.3
1774,South Carolina,2018-02-01,105.3
1775,South Dakota,2018-02-01,22.9
1776,Maryland,2018-02-01,163.2
1777,Nebraska,2018-02-01,51.5
1778,Texas,2018-02-01,727.8
1779,Utah,2018-02-01,104.0
1780,Virginia,2018-02-01,196.7
1781,Vermont,2018-02-01,15.3
1782,Washington,2018-02-01,208.8
1783,Wisconsin,2018-02-01,121.1
1784,West Virginia,2018-02-01,34.9
1785,Wyoming,2018-02-01,19.5
1786,Alaska,2018-03-01,15.6
1787,Alabama,2018-03-01,87.6
1788,Arkansas,2018-03-01,50.4
1789,Arizona,2018-03-01,153.6
1790,California,2018-03-01,844.1
1791,Colorado,2018-03-01,171.9
1792,Connecticut,2018-03-01,57.9
1793,Florida,2018-03-01,534.4
1794,Georgia,2018-03-01,193.6
1795,Iowa,2018-03-01,77.2
1796,Idaho,2018-03-01,47.7
1797,Illinois,2018-03-01,228.1
1798,Indiana,2018-03-01,140.5
1799,Kansas,2018-03-01,60.7
1800,Kentucky,2018-03-01,77.7
1801,Louisiana,2018-03-01,152.8
1802,Massachusetts,2018-03-01,157.4
1803,Maine,2018-03-01,29.4
1804,Michigan,2018-03-01,168.0
1805,Minnesota,2018-03-01,120.1
1806,Missouri,2018-03-01,123.5
1807,Mississippi,2018-03-01,43.8
1808,Montana,2018-03-01,28.1
1809,North Carolina,2018-03-01,216.8
1810,North Dakota,2018-03-01,26.8
1811,New Hampshire,2018-03-01,26.8
1812,New Jersey,2018-03-01,158.2
1813,New Mexico,2018-03-01,47.5
1814,Nevada,2018-03-01,86.7
1815,New York,2018-03-01,397.6
1816,Ohio,2018-03-01,218.2
1817,Oklahoma,2018-03-01,79.2
1818,Oregon,2018-03-01,104.2
1819,Pennsylvania,2018-03-01,255.5
1820,Rhode Island,2018-03-01,19.2
1821,South Carolina,2018-03-01,105.6
1822,South Dakota,2018-03-01,22.9
1823,Maryland,2018-03-01,163.2
1824,Nebraska,2018-03-01,51.8
1825,Texas,2018-03-01,731.2
1826,Utah,2018-03-01,103.9
1827,Virginia,2018-03-01,197.1
1828,Vermont,2018-03-01,15.3
1829,Washington,2018-03-01,210.0
1830,Wisconsin,2018-03-01,122.6
1831,West Virginia,2018-03-01,35.7
1832,Wyoming,2018-03-01,19.6
1833,Alaska,2018-04-01,15.4
1834,Alabama,2018-04-01,88.0
1835,Arkansas,2018-04-01,50.4
1836,Arizona,2018-04-01,154.3
1837,California,2018-04-01,852.7
1838,Colorado,2018-04-01,171.9
1839,Connecticut,2018-04-01,57.8
1840,Florida,2018-04-01,538.0
1841,Georgia,2018-04-01,195.0
1842,Iowa,2018-04-01,76.0
1843,Idaho,2018-04-01,48.0
1844,Illinois,2018-04-01,224.5
1845,Indiana,2018-04-01,140.0
1846,Kansas,2018-04-01,60.4
1847,Kentucky,2018-04-01,77.9
1848,Louisiana,2018-04-01,152.7
1849,Massachusetts,2018-04-01,157.6
1850,Maine,2018-04-01,29.3
1851,Michigan,2018-04-01,166.0
1852,Minnesota,2018-04-01,117.8
1853,Missouri,2018-04-01,122.0
1854,Mississippi,2018-04-01,45.1
1855,Montana,2018-04-01,28.6
1856,North Carolina,2018-04-01,217.6
1857,North Dakota,2018-04-01,25.5
1858,New Hampshire,2018-04-01,26.9
1859,New Jersey,2018-04-01,157.4
1860,New Mexico,2018-04-01,47.3
1861,Nevada,2018-04-01,88.5
1862,New York,2018-04-01,396.4
1863,Ohio,2018-04-01,216.8
1864,Oklahoma,2018-04-01,79.7
1865,Oregon,2018-04-01,104.0
1866,Pennsylvania,2018-04-01,255.0
1867,Rhode Island,2018-04-01,19.0
1868,South Carolina,2018-04-01,105.8
1869,South Dakota,2018-04-01,22.7
1870,Maryland,2018-04-01,162.6
1871,Nebraska,2018-04-01,51.9
1872,Texas,2018-04-01,733.5
1873,Utah,2018-04-01,104.1
1874,Virginia,2018-04-01,197.1
1875,Vermont,2018-04-01,15.2
1876,Washington,2018-04-01,210.8
1877,Wisconsin,2018-04-01,120.5
1878,West Virginia,2018-04-01,36.2
1879,Wyoming,2018-04-01,19.6
1880,Alaska,2018-05-01,15.4
1881,Alabama,2018-05-01,88.2
1882,Arkansas,2018-05-01,50.7
1883,Arizona,2018-05-01,155.1
1884,California,2018-05-01,855.7
1885,Colorado,2018-05-01,172.4
1886,Connecticut,2018-05-01,58.3
1887,Florida,2018-05-01,538.6
1888,Georgia,2018-05-01,195.0
1889,Iowa,2018-05-01,77.2
1890,Idaho,2018-05-01,48.7
1891,Illinois,2018-05-01,226.2
1892,Indiana,2018-05-01,139.6
1893,Kansas,2018-05-01,60.8
1894,Kentucky,2018-05-01,78.1
1895,Louisiana,2018-05-01,153.0
1896,Massachusetts,2018-05-01,158.5
1897,Maine,2018-05-01,29.6
1898,Michigan,2018-05-01,168.9
1899,Minnesota,2018-05-01,120.5
1900,Missouri,2018-05-01,123.2
1901,Mississippi,2018-05-01,45.4
1902,Montana,2018-05-01,29.4
1903,North Carolina,2018-05-01,218.7
1904,North Dakota,2018-05-01,26.3
1905,New Hampshire,2018-05-01,27.0
1906,New Jersey,2018-05-01,157.8
1907,New Mexico,2018-05-01,47.2
1908,Nevada,2018-05-01,88.0
1909,New York,2018-05-01,399.4
1910,Ohio,2018-05-01,219.7
1911,Oklahoma,2018-05-01,79.9
1912,Oregon,2018-05-01,105.0
1913,Pennsylvania,2018-05-01,254.5
1914,Rhode Island,2018-05-01,19.1
1915,South Carolina,2018-05-01,106.1
1916,South Dakota,2018-05-01,23.0
1917,Maryland,2018-05-01,162.7
1918,Nebraska,2018-05-01,52.1
1919,Texas,2018-05-01,735.7
1920,Utah,2018-05-01,104.1
1921,Virginia,2018-05-01,197.4
1922,Vermont,2018-05-01,15.2
1923,Washington,2018-05-01,211.9
1924,Wisconsin,2018-05-01,121.9
1925,West Virginia,2018-05-01,37.9
1926,Wyoming,2018-05-01,19.7
1927,Alaska,2018-06-01,15.7
1928,Alabama,2018-06-01,89.0
1929,Arkansas,2018-06-01,50.6
1930,Arizona,2018-06-01,156.8
1931,California,2018-06-01,858.9
1932,Colorado,2018-06-01,173.4
1933,Connecticut,2018-06-01,58.6
1934,Florida,2018-06-01,543.1
1935,Georgia,2018-06-01,195.6
1936,Iowa,2018-06-01,77.8
1937,Idaho,2018-06-01,49.4
1938,Illinois,2018-06-01,227.5
1939,Indiana,2018-06-01,141.5
1940,Kansas,2018-06-01,61.1
1941,Kentucky,2018-06-01,78.2
1942,Louisiana,2018-06-01,154.6
1943,Massachusetts,2018-06-01,159.2
1944,Maine,2018-06-01,29.3
1945,Michigan,2018-06-01,170.4
1946,Minnesota,2018-06-01,122.5
1947,Missouri,2018-06-01,123.5
1948,Mississippi,2018-06-01,44.5
1949,Montana,2018-06-01,28.6
1950,North Carolina,2018-06-01,219.8
1951,North Dakota,2018-06-01,26.8
1952,New Hampshire,2018-06-01,27.1
1953,New Jersey,2018-06-01,158.3
1954,New Mexico,2018-06-01,47.1
1955,Nevada,2018-06-01,88.6
1956,New York,2018-06-01,400.6
1957,Ohio,2018-06-01,221.1
1958,Oklahoma,2018-06-01,80.2
1959,Oregon,2018-06-01,105.1
1960,Pennsylvania,2018-06-01,256.2
1961,Rhode Island,2018-06-01,19.2
1962,South Carolina,2018-06-01,105.9
1963,South Dakota,2018-06-01,22.8
1964,Maryland,2018-06-01,162.8
1965,Nebraska,2018-06-01,52.2
1966,Texas,2018-06-01,739.0
1967,Utah,2018-06-01,104.5
1968,Virginia,2018-06-01,198.6
1969,Vermont,2018-06-01,15.2
1970,Washington,2018-06-01,212.8
1971,Wisconsin,2018-06-01,123.3
1972,West Virginia,2018-06-01,40.3
1973,Wyoming,2018-06-01,19.9
1974,Alaska,2018-07-01,15.7
1975,Alabama,2018-07-01,89.3
1976,Arkansas,2018-07-01,51.0
1977,Arizona,2018-07-01,157.8
1978,California,2018-07-01,861.0
1979,Colorado,2018-07-01,173.6
1980,Connecticut,2018-07-01,58.7
1981,Florida,2018-07-01,544.8
1982,Georgia,2018-07-01,196.2
1983,Iowa,2018-07-01,77.8
1984,Idaho,2018-07-01,49.4
1985,Illinois,2018-07-01,226.8
1986,Indiana,2018-07-01,141.4
1987,Kansas,2018-07-01,61.6
1988,Kentucky,2018-07-01,78.1
1989,Louisiana,2018-07-01,153.5
1990,Massachusetts,2018-07-01,158.9
1991,Maine,2018-07-01,29.3
1992,Michigan,2018-07-01,170.3
1993,Minnesota,2018-07-01,123.1
1994,Missouri,2018-07-01,123.2
1995,Mississippi,2018-07-01,43.9
1996,Montana,2018-07-01,28.9
1997,North Carolina,2018-07-01,220.7
1998,North Dakota,2018-07-01,26.4
1999,New Hampshire,2018-07-01,27.1
2000,New Jersey,2018-07-01,157.9
2001,New Mexico,2018-07-01,47.0
2002,Nevada,2018-07-01,89.3
2003,New York,2018-07-01,401.8
2004,Ohio,2018-07-01,223.2
2005,Oklahoma,2018-07-01,80.0
2006,Oregon,2018-07-01,105.8
2007,Pennsylvania,2018-07-01,256.4
2008,Rhode Island,2018-07-01,19.2
2009,South Carolina,2018-07-01,105.7
2010,South Dakota,2018-07-01,22.7
2011,Maryland,2018-07-01,163.7
2012,Nebraska,2018-07-01,52.8
2013,Texas,2018-07-01,741.2
2014,Utah,2018-07-01,104.6
2015,Virginia,2018-07-01,199.3
2016,Vermont,2018-07-01,15.2
2017,Washington,2018-07-01,213.0
2018,Wisconsin,2018-07-01,122.7
2019,West Virginia,2018-07-01,42.8
2020,Wyoming,2018-07-01,20.0
2021,Alaska,2018-08-01,15.9
2022,Alabama,2018-08-01,89.8
2023,Arkansas,2018-08-01,50.9
2024,Arizona,2018-08-01,159.0
2025,California,2018-08-01,865.8
2026,Colorado,2018-08-01,174.3
2027,Connecticut,2018-08-01,59.0
2028,Florida,2018-08-01,547.7
2029,Georgia,2018-08-01,196.6
2030,Iowa,2018-08-01,77.9
2031,Idaho,2018-08-01,49.8
2032,Illinois,2018-08-01,226.6
2033,Indiana,2018-08-01,142.2
2034,Kansas,2018-08-01,62.3
2035,Kentucky,2018-08-01,78.0
2036,Louisiana,2018-08-01,152.8
2037,Massachusetts,2018-08-01,159.0
2038,Maine,2018-08-01,29.3
2039,Michigan,2018-08-01,170.5
2040,Minnesota,2018-08-01,123.0
2041,Missouri,2018-08-01,123.1
2042,Mississippi,2018-08-01,43.7
2043,Montana,2018-08-01,29.1
2044,North Carolina,2018-08-01,221.8
2045,North Dakota,2018-08-01,26.6
2046,New Hampshire,2018-08-01,27.1
2047,New Jersey,2018-08-01,157.7
2048,New Mexico,2018-08-01,47.0
2049,Nevada,2018-08-01,90.2
2050,New York,2018-08-01,402.0
2051,Ohio,2018-08-01,223.8
2052,Oklahoma,2018-08-01,81.1
2053,Oregon,2018-08-01,106.2
2054,Pennsylvania,2018-08-01,256.0
2055,Rhode Island,2018-08-01,19.3
2056,South Carolina,2018-08-01,105.7
2057,South Dakota,2018-08-01,22.9
2058,Maryland,2018-08-01,164.0
2059,Nebraska,2018-08-01,52.9
2060,Texas,2018-08-01,745.2
2061,Utah,2018-08-01,104.9
2062,Virginia,2018-08-01,199.8
2063,Vermont,2018-08-01,15.3
2064,Washington,2018-08-01,214.5
2065,Wisconsin,2018-08-01,123.2
2066,West Virginia,2018-08-01,44.1
2067,Wyoming,2018-08-01,20.4
2068,Alaska,2018-09-01,16.0
2069,Alabama,2018-09-01,90.2
2070,Arkansas,2018-09-01,51.1
2071,Arizona,2018-09-01,160.2
2072,California,2018-09-01,869.0
2073,Colorado,2018-09-01,174.7
2074,Connecticut,2018-09-01,59.4
2075,Florida,2018-09-01,550.7
2076,Georgia,2018-09-01,197.7
2077,Iowa,2018-09-01,77.9
2078,Idaho,2018-09-01,50.1
2079,Illinois,2018-09-01,227.3
2080,Indiana,2018-09-01,142.5
2081,Kansas,2018-09-01,62.9
2082,Kentucky,2018-09-01,78.3
2083,Louisiana,2018-09-01,151.8
2084,Massachusetts,2018-09-01,159.6
2085,Maine,2018-09-01,29.5
2086,Michigan,2018-09-01,169.3
2087,Minnesota,2018-09-01,123.3
2088,Missouri,2018-09-01,123.6
2089,Mississippi,2018-09-01,43.7
2090,Montana,2018-09-01,29.5
2091,North Carolina,2018-09-01,221.7
2092,North Dakota,2018-09-01,26.7
2093,New Hampshire,2018-09-01,27.0
2094,New Jersey,2018-09-01,157.9
2095,New Mexico,2018-09-01,47.2
2096,Nevada,2018-09-01,91.0
2097,New York,2018-09-01,404.2
2098,Ohio,2018-09-01,224.1
2099,Oklahoma,2018-09-01,81.7
2100,Oregon,2018-09-01,106.7
2101,Pennsylvania,2018-09-01,256.9
2102,Rhode Island,2018-09-01,19.4
2103,South Carolina,2018-09-01,105.6
2104,South Dakota,2018-09-01,23.1
2105,Maryland,2018-09-01,164.1
2106,Nebraska,2018-09-01,52.7
2107,Texas,2018-09-01,746.1
2108,Utah,2018-09-01,105.3
2109,Virginia,2018-09-01,198.4
2110,Vermont,2018-09-01,15.3
2111,Washington,2018-09-01,215.2
2112,Wisconsin,2018-09-01,123.3
2113,West Virginia,2018-09-01,45.0
2114,Wyoming,2018-09-01,20.5
2115,Alaska,2018-10-01,16.3
2116,Alabama,2018-10-01,90.8
2117,Arkansas,2018-10-01,51.1
2118,Arizona,2018-10-01,160.5
2119,California,2018-10-01,873.3
2120,Colorado,2018-10-01,174.3
2121,Connecticut,2018-10-01,59.9
2122,Florida,2018-10-01,553.1
2123,Georgia,2018-10-01,197.9
2124,Iowa,2018-10-01,77.3
2125,Idaho,2018-10-01,50.4
2126,Illinois,2018-10-01,227.1
2127,Indiana,2018-10-01,142.8
2128,Kansas,2018-10-01,63.0
2129,Kentucky,2018-10-01,78.2
2130,Louisiana,2018-10-01,152.5
2131,Massachusetts,2018-10-01,160.8
2132,Maine,2018-10-01,29.6
2133,Michigan,2018-10-01,171.3
2134,Minnesota,2018-10-01,123.3
2135,Missouri,2018-10-01,122.7
2136,Mississippi,2018-10-01,43.5
2137,Montana,2018-10-01,30.0
2138,North Carolina,2018-10-01,226.3
2139,North Dakota,2018-10-01,27.0
2140,New Hampshire,2018-10-01,27.4
2141,New Jersey,2018-10-01,158.7
2142,New Mexico,2018-10-01,47.4
2143,Nevada,2018-10-01,91.6
2144,New York,2018-10-01,407.1
2145,Ohio,2018-10-01,224.4
2146,Oklahoma,2018-10-01,81.9
2147,Oregon,2018-10-01,107.1
2148,Pennsylvania,2018-10-01,259.1
2149,Rhode Island,2018-10-01,19.5
2150,South Carolina,2018-10-01,106.0
2151,South Dakota,2018-10-01,23.2
2152,Maryland,2018-10-01,164.4
2153,Nebraska,2018-10-01,52.6
2154,Texas,2018-10-01,748.3
2155,Utah,2018-10-01,105.1
2156,Virginia,2018-10-01,199.6
2157,Vermont,2018-10-01,15.4
2158,Washington,2018-10-01,216.8
2159,Wisconsin,2018-10-01,122.8
2160,West Virginia,2018-10-01,45.2
2161,Wyoming,2018-10-01,20.9
2162,Alaska,2018-11-01,16.4
2163,Alabama,2018-11-01,90.9
2164,Arkansas,2018-11-01,51.0
2165,Arizona,2018-11-01,162.4
2166,California,2018-11-01,873.6
2167,Colorado,2018-11-01,175.2
2168,Connecticut,2018-11-01,59.9
2169,Florida,2018-11-01,554.4
2170,Georgia,2018-11-01,196.8
2171,Iowa,2018-11-01,78.0
2172,Idaho,2018-11-01,50.6
2173,Illinois,2018-11-01,226.1
2174,Indiana,2018-11-01,142.0
2175,Kansas,2018-11-01,63.0
2176,Kentucky,2018-11-01,78.1
2177,Louisiana,2018-11-01,151.2
2178,Massachusetts,2018-11-01,159.8
2179,Maine,2018-11-01,29.5
2180,Michigan,2018-11-01,171.2
2181,Minnesota,2018-11-01,124.4
2182,Missouri,2018-11-01,121.6
2183,Mississippi,2018-11-01,43.2
2184,Montana,2018-11-01,30.5
2185,North Carolina,2018-11-01,226.3
2186,North Dakota,2018-11-01,27.2
2187,New Hampshire,2018-11-01,27.3
2188,New Jersey,2018-11-01,158.5
2189,New Mexico,2018-11-01,47.5
2190,Nevada,2018-11-01,92.3
2191,New York,2018-11-01,407.0
2192,Ohio,2018-11-01,223.8
2193,Oklahoma,2018-11-01,82.2
2194,Oregon,2018-11-01,107.2
2195,Pennsylvania,2018-11-01,258.4
2196,Rhode Island,2018-11-01,19.4
2197,South Carolina,2018-11-01,106.0
2198,South Dakota,2018-11-01,23.3
2199,Maryland,2018-11-01,164.2
2200,Nebraska,2018-11-01,52.8
2201,Texas,2018-11-01,750.3
2202,Utah,2018-11-01,105.6
2203,Virginia,2018-11-01,200.5
2204,Vermont,2018-11-01,15.4
2205,Washington,2018-11-01,217.5
2206,Wisconsin,2018-11-01,123.0
2207,West Virginia,2018-11-01,43.3
2208,Wyoming,2018-11-01,21.7
2209,Alaska,2018-12-01,16.6
2210,Alabama,2018-12-01,90.9
2211,Arkansas,2018-12-01,51.4
2212,Arizona,2018-12-01,163.8
2213,California,2018-12-01,876.0
2214,Colorado,2018-12-01,175.7
2215,Connecticut,2018-12-01,60.0
2216,Florida,2018-12-01,556.2
2217,Georgia,2018-12-01,198.7
2218,Iowa,2018-12-01,77.6
2219,Idaho,2018-12-01,50.4
2220,Illinois,2018-12-01,226.8
2221,Indiana,2018-12-01,142.4
2222,Kansas,2018-12-01,62.9
2223,Kentucky,2018-12-01,78.7
2224,Louisiana,2018-12-01,150.7
2225,Massachusetts,2018-12-01,161.1
2226,Maine,2018-12-01,29.5
2227,Michigan,2018-12-01,171.4
2228,Minnesota,2018-12-01,124.2
2229,Missouri,2018-12-01,122.9
2230,Mississippi,2018-12-01,43.5
2231,Montana,2018-12-01,30.6
2232,North Carolina,2018-12-01,226.3
2233,North Dakota,2018-12-01,27.6
2234,New Hampshire,2018-12-01,27.4
2235,New Jersey,2018-12-01,159.2
2236,New Mexico,2018-12-01,47.8
2237,Nevada,2018-12-01,93.2
2238,New York,2018-12-01,408.2
2239,Ohio,2018-12-01,224.2
2240,Oklahoma,2018-12-01,82.0
2241,Oregon,2018-12-01,107.7
2242,Pennsylvania,2018-12-01,258.9
2243,Rhode Island,2018-12-01,19.6
2244,South Carolina,2018-12-01,106.0
2245,South Dakota,2018-12-01,23.3
2246,Maryland,2018-12-01,164.2
2247,Nebraska,2018-12-01,52.4
2248,Texas,2018-12-01,756.3
2249,Utah,2018-12-01,105.9
2250,Virginia,2018-12-01,200.2
2251,Vermont,2018-12-01,15.3
2252,Washington,2018-12-01,218.5
2253,Wisconsin,2018-12-01,123.4
2254,West Virginia,2018-12-01,41.3
2255,Wyoming,2018-12-01,22.2
2256,Alaska,2019-01-01,16.3
2257,Alabama,2019-01-01,91.0
2258,Arkansas,2019-01-01,52.0
2259,Arizona,2019-01-01,164.9
2260,California,2019-01-01,877.9
2261,Colorado,2019-01-01,176.8
2262,Connecticut,2019-01-01,60.0
2263,Florida,2019-01-01,557.7
2264,Georgia,2019-01-01,202.6
2265,Iowa,2019-01-01,78.9
2266,Idaho,2019-01-01,51.7
2267,Illinois,2019-01-01,227.7
2268,Indiana,2019-01-01,146.5
2269,Kansas,2019-01-01,63.3
2270,Kentucky,2019-01-01,79.8
2271,Louisiana,2019-01-01,149.8
2272,Massachusetts,2019-01-01,161.7
2273,Maine,2019-01-01,29.8
2274,Michigan,2019-01-01,172.8
2275,Minnesota,2019-01-01,124.7
2276,Missouri,2019-01-01,125.1
2277,Mississippi,2019-01-01,43.8
2278,Montana,2019-01-01,30.7
2279,North Carolina,2019-01-01,231.2
2280,North Dakota,2019-01-01,28.2
2281,New Hampshire,2019-01-01,27.6
2282,New Jersey,2019-01-01,159.5
2283,New Mexico,2019-01-01,47.8
2284,Nevada,2019-01-01,93.5
2285,New York,2019-01-01,409.8
2286,Ohio,2019-01-01,224.9
2287,Oklahoma,2019-01-01,82.3
2288,Oregon,2019-01-01,108.5
2289,Pennsylvania,2019-01-01,260.0
2290,Rhode Island,2019-01-01,20.0
2291,South Carolina,2019-01-01,106.5
2292,South Dakota,2019-01-01,23.6
2293,Maryland,2019-01-01,166.8
2294,Nebraska,2019-01-01,53.7
