REF_DATE,GEO,Estimate,UOM,VALUE
2024-03-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,868.62
2024-04-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,875.36
2024-05-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,887.27
2024-06-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,874.34
2024-07-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,889.25
2024-08-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,894.91
2024-09-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,858.25
2024-10-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,868.73
2024-11-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,873.6
2024-12-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,868.59
2025-01-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,872.74
2025-02-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,870.48
2025-03-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,882.93
2025-04-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,895.32
2025-05-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,901.18
2025-06-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,908.05
2025-07-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,907.35
2025-08-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,911.09
2025-09-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,916.91
2025-10-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,912.42
2025-11-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,911.51
2025-12-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,844.23
2026-01-01,Manitoba,Average weekly earnings including overtime for hourly employees,Dollars,928.92
2015-01-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,697.03
2015-02-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,692.87
2015-03-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,696.33
2015-04-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,709.73
2015-05-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,704.59
2015-06-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,702.76
2015-07-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,718.49
2015-08-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,697.77
2015-09-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,715.52
2015-10-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,703.9
2015-11-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,709.64
2015-12-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,712.58
2016-01-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,709.82
2016-02-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,717.04
2016-03-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,719.4
2016-04-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,714.73
2016-05-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,711.04
2016-06-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,717.5
2016-07-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,713.51
2016-08-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,719.43
2016-09-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,712.69
2016-10-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,722.55
2016-11-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,716.69
2016-12-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,724.03
2017-01-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,716.34
2017-02-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,714.56
2017-03-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,711.8
2017-04-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,720.56
2017-05-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,720.21
2017-06-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,718.53
2017-07-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,709.65
2017-08-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,711.83
2017-09-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,719.72
2017-10-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,720.38
2017-11-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,735.09
2017-12-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,733.73
2018-01-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,735.81
2018-02-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,738
2018-03-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,741.21
2018-04-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,734.35
2018-05-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,741.35
2018-06-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,747.65
2018-07-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,749.46
2018-08-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,752.66
2018-09-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,751.45
2018-10-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,748.76
2018-11-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,753.73
2018-12-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,742.67
2019-01-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,744.64
2019-02-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,751.77
2019-03-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,754.51
2019-04-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,756.28
2019-05-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,762.48
2019-06-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,751.05
2019-07-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,764.18
2019-08-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,770.48
2019-09-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,771.16
2019-10-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,780.97
2019-11-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,777.8
2019-12-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,779.62
2020-01-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,781.41
2020-02-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,783.21
2020-03-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,763.43
2020-04-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,831.27
2020-05-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,880.4
2020-06-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,861.65
2020-07-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,852.94
2020-08-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,852.24
2020-09-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,853.27
2020-10-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,850.3
2020-11-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,849.48
2020-12-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,861.99
2021-01-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,875.39
2021-02-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,887.73
2021-03-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,862.63
2021-04-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,864.96
2021-05-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,876.25
2021-06-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,848.7
2021-07-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,858.35
2021-08-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,854.12
2021-09-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,846.8
2021-10-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,855.59
2021-11-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,856.96
2021-12-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,877.22
2022-01-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,875.62
2022-02-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,869.55
2022-03-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,873.68
2022-04-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,866.94
2022-05-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,866.89
2022-06-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,875.2
2022-07-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,876.44
2022-08-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,885.32
2022-09-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,890.51
2022-10-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,879.22
2022-11-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,889.45
2022-12-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,878.69
2023-01-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,892.15
2023-02-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,888.93
2023-03-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,901.98
2023-04-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,897.14
2023-05-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,907.92
2023-06-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,910.53
2023-07-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,915.94
2023-08-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,912.81
2023-09-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,919.29
2023-10-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,931.58
2023-11-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,920.96
2023-12-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,927.21
2024-01-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,932.73
2024-02-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,947.79
2024-03-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,942.99
2024-04-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,957.14
2024-05-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,959.19
2024-06-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,965.43
2024-07-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,958.25
2024-08-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,965.96
2024-09-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,965.98
2024-10-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,960.59
2024-11-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,964.97
2024-12-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,957.44
2025-01-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,967.01
2025-02-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,963.06
2025-03-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,951.4
2025-04-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,966.94
2025-05-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,966.57
2025-06-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,962.97
2025-07-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,976.08
2025-08-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,974.29
2025-09-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,982.94
2025-10-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,996.8
2025-11-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,1003.27
2025-12-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,1005.59
2026-01-01,Ontario,Average weekly earnings including overtime for hourly employees,Dollars,997.19
2015-01-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,685.15
2015-02-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,683.29
2015-03-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,688.81
2015-04-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,691.45
2015-05-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,681.51
2015-06-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,685.71
2015-07-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,691.11
2015-08-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,691.05
2015-09-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,689.83
2015-10-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,688.36
2015-11-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,685.97
2015-12-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,676.56
2016-01-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,698.19
2016-02-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,692.18
2016-03-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,690.43
2016-04-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,686.16
2016-05-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,693.17
2016-06-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,690.69
2016-07-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,691.26
2016-08-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,692.89
2016-09-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,697.19
2016-10-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,704.94
2016-11-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,704.88
2016-12-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,703.12
2017-01-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,705.01
2017-02-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,704.11
2017-03-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,713.31
2017-04-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,718.02
2017-05-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,716.74
2017-06-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,719.06
2017-07-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,713.31
2017-08-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,715.78
2017-09-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,721.15
2017-10-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,720.71
2017-11-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,723.19
2017-12-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,728.33
2018-01-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,722.85
2018-02-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,728.87
2018-03-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,744.65
2018-04-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,737.13
2018-05-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,737.7
2018-06-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,737.73
2018-07-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,743.28
2018-08-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,745.89
2018-09-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,740.42
2018-10-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,739.67
2018-11-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,747.66
2018-12-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,744.16
2019-01-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,747.84
2019-02-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,755.72
2019-03-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,752.13
2019-04-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,754.68
2019-05-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,756.71
2019-06-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,772.06
2019-07-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,778.58
2019-08-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,775.51
2019-09-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,783.24
2019-10-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,785.61
2019-11-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,789.82
2019-12-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,793.03
2020-01-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,803.37
2020-02-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,796.73
2020-03-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,799.46
2020-04-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,838.7
2020-05-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,883.93
2020-06-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,871.16
2020-07-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,845.39
2020-08-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,855.05
2020-09-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,850.14
2020-10-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,857.6
2020-11-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,860.65
2020-12-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,846.85
2021-01-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,879.8
2021-02-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,878.62
2021-03-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,868
2021-04-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,870.71
2021-05-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,876.11
2021-06-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,863.31
2021-07-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,858.82
2021-08-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,864.99
2021-09-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,869.9
2021-10-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,874.46
2021-11-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,886.98
2021-12-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,896.68
2022-01-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,894.55
2022-02-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,901.16
2022-03-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,911.45
2022-04-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,910.43
2022-05-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,903.4
2022-06-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,890.73
2022-07-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,905.36
2022-08-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,904.86
2022-09-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,904.19
2022-10-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,911.16
2022-11-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,906.23
2022-12-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,905.68
2023-01-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,917.56
2023-02-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,912.55
2023-03-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,916.22
2023-04-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,921.29
2023-05-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,931.02
2023-06-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,941.03
2023-07-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,943.6
2023-08-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,931.05
2023-09-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,942.47
2023-10-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,952.02
2023-11-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,949.3
2023-12-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,945.89
2024-01-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,954.41
2024-02-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,948.96
2024-03-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,959.44
2024-04-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,966.28
2024-05-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,956.38
2024-06-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,973.37
2024-07-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,984.6
2024-08-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,993.19
2024-09-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,992.54
2024-10-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,1074.62
2024-11-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,979.27
2024-12-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,986.52
2025-01-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,987.93
2025-02-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,1002.24
2025-03-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,1001.73
2025-04-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,1007.48
2025-05-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,1018.99
2025-06-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,1017.25
2025-07-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,1014.28
2025-08-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,1025.31
2025-09-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,1031.05
2025-10-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,1024
2025-11-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,1037.15
2025-12-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,1035.76
2026-01-01,Quebec,Average weekly earnings including overtime for hourly employees,Dollars,1025.49
2015-01-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,661.99
2015-02-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,652.84
2015-03-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,651.22
2015-04-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,658.64
2015-05-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,646.68
2015-06-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,648.07
2015-07-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,655.84
2015-08-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,659.35
2015-09-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,665.45
2015-10-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,663.25
2015-11-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,662.53
2015-12-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,665.65
2016-01-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,662.43
2016-02-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,676.55
2016-03-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,672.39
2016-04-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,671.45
2016-05-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,680.53
2016-06-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,689.48
2016-07-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,680.66
2016-08-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,672.09
2016-09-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,673.68
2016-10-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,687.96
2016-11-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,677.75
2016-12-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,686.71
2017-01-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,691.24
2017-02-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,671.02
2017-03-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,685.62
2017-04-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,679.02
2017-05-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,688.17
2017-06-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,689.86
2017-07-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,687.02
2017-08-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,698.35
2017-09-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,699.97
2017-10-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,702.66
2017-11-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,710.51
2017-12-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,698.56
2018-01-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,700.79
2018-02-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,713.39
2018-03-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,715.75
2018-04-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,706.54
2018-05-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,702.44
2018-06-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,694.31
2018-07-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,711.49
2018-08-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,714.02
2018-09-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,707.53
2018-10-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,707.9
2018-11-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,723.23
2018-12-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,713.61
2019-01-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,712.13
2019-02-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,715.67
2019-03-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,723.18
2019-04-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,732.48
2019-05-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,738.15
2019-06-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,735.57
2019-07-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,743.89
2019-08-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,744.83
