REF_DATE,GEO,Estimate,UOM,VALUE
2015-01-01,Canada,Average weekly earnings including overtime for all employees,Dollars,948.5
2015-02-01,Canada,Average weekly earnings including overtime for all employees,Dollars,949.46
2015-03-01,Canada,Average weekly earnings including overtime for all employees,Dollars,951.71
2015-04-01,Canada,Average weekly earnings including overtime for all employees,Dollars,954.11
2015-05-01,Canada,Average weekly earnings including overtime for all employees,Dollars,948.27
2015-06-01,Canada,Average weekly earnings including overtime for all employees,Dollars,953.22
2015-07-01,Canada,Average weekly earnings including overtime for all employees,Dollars,957.59
2015-08-01,Canada,Average weekly earnings including overtime for all employees,Dollars,944.6
2015-09-01,Canada,Average weekly earnings including overtime for all employees,Dollars,954.06
2015-10-01,Canada,Average weekly earnings including overtime for all employees,Dollars,955.52
2015-11-01,Canada,Average weekly earnings including overtime for all employees,Dollars,951.46
2015-12-01,Canada,Average weekly earnings including overtime for all employees,Dollars,954.88
2016-01-01,Canada,Average weekly earnings including overtime for all employees,Dollars,949.76
2016-02-01,Canada,Average weekly earnings including overtime for all employees,Dollars,953.9
2016-03-01,Canada,Average weekly earnings including overtime for all employees,Dollars,955.46
2016-04-01,Canada,Average weekly earnings including overtime for all employees,Dollars,953.17
2016-05-01,Canada,Average weekly earnings including overtime for all employees,Dollars,954.67
2016-06-01,Canada,Average weekly earnings including overtime for all employees,Dollars,956.87
2016-07-01,Canada,Average weekly earnings including overtime for all employees,Dollars,957.51
2016-08-01,Canada,Average weekly earnings including overtime for all employees,Dollars,958.3
2016-09-01,Canada,Average weekly earnings including overtime for all employees,Dollars,955.66
2016-10-01,Canada,Average weekly earnings including overtime for all employees,Dollars,955.17
2016-11-01,Canada,Average weekly earnings including overtime for all employees,Dollars,960
2016-12-01,Canada,Average weekly earnings including overtime for all employees,Dollars,968.34
2017-01-01,Canada,Average weekly earnings including overtime for all employees,Dollars,967
2017-02-01,Canada,Average weekly earnings including overtime for all employees,Dollars,964.5
2017-03-01,Canada,Average weekly earnings including overtime for all employees,Dollars,967.02
2017-04-01,Canada,Average weekly earnings including overtime for all employees,Dollars,971.07
2017-05-01,Canada,Average weekly earnings including overtime for all employees,Dollars,970.15
2017-06-01,Canada,Average weekly earnings including overtime for all employees,Dollars,971.94
2017-07-01,Canada,Average weekly earnings including overtime for all employees,Dollars,970.07
2017-08-01,Canada,Average weekly earnings including overtime for all employees,Dollars,976.45
2017-09-01,Canada,Average weekly earnings including overtime for all employees,Dollars,985.54
2017-10-01,Canada,Average weekly earnings including overtime for all employees,Dollars,983.54
2017-11-01,Canada,Average weekly earnings including overtime for all employees,Dollars,990.93
2017-12-01,Canada,Average weekly earnings including overtime for all employees,Dollars,991.96
2018-01-01,Canada,Average weekly earnings including overtime for all employees,Dollars,991.47
2018-02-01,Canada,Average weekly earnings including overtime for all employees,Dollars,998.68
2018-03-01,Canada,Average weekly earnings including overtime for all employees,Dollars,997.53
2018-04-01,Canada,Average weekly earnings including overtime for all employees,Dollars,993.11
2018-05-01,Canada,Average weekly earnings including overtime for all employees,Dollars,994.78
2018-06-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1001.65
2018-07-01,Canada,Average weekly earnings including overtime for all employees,Dollars,999.89
2018-08-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1005.43
2018-09-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1000.53
2018-10-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1007.51
2018-11-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1011.43
2018-12-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1009.66
2019-01-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1009.29
2019-02-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1009.37
2019-03-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1014.84
2019-04-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1016.98
2019-05-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1030.54
2019-06-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1022.02
2019-07-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1027.69
2019-08-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1031.71
2019-09-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1038.63
2019-10-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1046.38
2019-11-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1042.76
2019-12-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1046.2
2020-01-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1046.42
2020-02-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1045.5
2020-03-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1047.06
2020-04-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1112.45
2020-05-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1134.87
2020-06-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1116.38
2020-07-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1111.9
2020-08-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1108.21
2020-09-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1107.12
2020-10-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1107.5
2020-11-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1112.71
2020-12-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1119.5
2021-01-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1129.25
2021-02-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1134.55
2021-03-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1119.47
2021-04-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1123.45
2021-05-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1130.3
2021-06-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1122.22
2021-07-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1127.99
2021-08-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1131.39
2021-09-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1134.34
2021-10-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1133.31
2021-11-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1132.67
2021-12-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1141.53
2022-01-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1151.01
2022-02-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1159.84
2022-03-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1168.29
2022-04-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1160.49
2022-05-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1159.93
2022-06-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1162.39
2022-07-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1161.84
2022-08-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1165.97
2022-09-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1169.01
2022-10-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1172.4
2022-11-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1176.99
2022-12-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1173.83
2023-01-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1182.47
2023-02-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1180.47
2023-03-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1189.47
2023-04-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1197.61
2023-05-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1203.01
2023-06-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1206.25
2023-07-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1211.39
2023-08-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1211.81
2023-09-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1214.71
2023-10-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1218.02
2023-11-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1222.57
2023-12-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1219.55
2024-01-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1225.25
2024-02-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1231.12
2024-03-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1239.28
2024-04-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1242.86
2024-05-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1254.01
2024-06-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1255.72
2024-07-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1264.48
2024-08-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1273
2024-09-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1275.17
2024-10-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1283.79
2024-11-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1283.9
2024-12-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1291.58
2025-01-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1294.3
2025-02-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1294.74
2025-03-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1288.12
2025-04-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1295.9
2025-05-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1293.19
2025-06-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1299.68
2025-07-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1305.63
2025-08-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1306.43
2025-09-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1314.65
2025-10-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1309.49
2025-11-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1315.19
2025-12-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1316.48
2026-01-01,Canada,Average weekly earnings including overtime for all employees,Dollars,1320.46
2015-01-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1014.47
2015-02-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1011.43
2015-03-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1016.58
2015-04-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1016.62
2015-05-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1030.48
2015-06-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1019.47
2015-07-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1021.29
2015-08-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1006.08
2015-09-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1014.71
2015-10-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1018.84
2015-11-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1023.42
2015-12-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1035.03
2016-01-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1015.59
2016-02-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1003.57
2016-03-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1006.15
2016-04-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1001.83
2016-05-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1014.48
2016-06-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1018.11
2016-07-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1021.59
2016-08-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1013.25
2016-09-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1012.47
2016-10-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1023.14
2016-11-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1030.24
2016-12-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1025.18
2017-01-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1030.57
2017-02-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1041.24
2017-03-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1036.53
2017-04-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1033.71
2017-05-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1029.25
2017-06-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1027.08
2017-07-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1017.02
2017-08-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1028.16
2017-09-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1040.64
2017-10-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1034.63
2017-11-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1049.21
2017-12-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1035.79
2018-01-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1033.7
2018-02-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1038.67
2018-03-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1026.93
2018-04-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1029.3
2018-05-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1044.97
2018-06-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1047.27
2018-07-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1025.34
2018-08-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1022.72
2018-09-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1038.19
2018-10-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1038.98
2018-11-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1039.35
2018-12-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1056.08
2019-01-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1041.14
2019-02-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1037.13
2019-03-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1059.04
2019-04-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1066.16
2019-05-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1051.13
2019-06-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1064.48
2019-07-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1057.84
2019-08-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1068.51
2019-09-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1055.14
2019-10-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1073.47
2019-11-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1060.95
2019-12-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1071.23
2020-01-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1068.87
2020-02-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1056.71
2020-03-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1088.34
2020-04-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1125.51
2020-05-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1140.77
2020-06-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1117.29
2020-07-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1115.78
2020-08-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1102.79
2020-09-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1094.62
2020-10-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1093.9
2020-11-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1077.97
2020-12-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1084.06
2021-01-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1083.45
2021-02-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1076.85
2021-03-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1104.74
2021-04-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1089.04
2021-05-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1081.59
2021-06-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1088.49
2021-07-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1102.51
2021-08-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1118.89
2021-09-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1123.5
2021-10-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1102.47
2021-11-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1106.37
2021-12-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1104.43
2022-01-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1112.6
2022-02-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1139.63
2022-03-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1142.22
2022-04-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1140.64
2022-05-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1152.57
2022-06-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1146.5
2022-07-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1145.22
2022-08-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1145.7
2022-09-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1155.84
2022-10-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1168.66
2022-11-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1182.48
2022-12-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1174.59
2023-01-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1183.16
2023-02-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1153.48
2023-03-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1172.87
2023-04-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1182.05
2023-05-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1194.21
2023-06-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1208.56
2023-07-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1202.87
2023-08-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1205.49
2023-09-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1217.29
2023-10-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1223.39
2023-11-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1211.47
2023-12-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1221.1
2024-01-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1218.78
2024-02-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1226.35
2024-03-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1223.11
2024-04-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1231.64
2024-05-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1239.24
2024-06-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1238.17
2024-07-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1243.48
2024-08-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1253.94
2024-09-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1251.04
2024-10-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1244.65
2024-11-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1273.29
2024-12-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1273.38
2025-01-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1275.14
2025-02-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1266.43
2025-03-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1274.73
2025-04-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1274.06
2025-05-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1283.06
2025-06-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1276.08
2025-07-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1296.3
2025-08-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1291.21
2025-09-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1289.03
2025-10-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1284.36
2025-11-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1283.59
2025-12-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1292.09
2026-01-01,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Dollars,1314.24
2015-01-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,792.25
2015-02-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,789.81
2015-03-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,784.86
2015-04-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,805.28
2015-05-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,806.85
2015-06-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,808.48
2015-07-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,799.95
2015-08-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,791.49
2015-09-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,804.06
2015-10-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,814.68
2015-11-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,802.66
2015-12-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,801.87
2016-01-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,803.29
2016-02-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,811.85
2016-03-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,814.06
2016-04-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,808.62
2016-05-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,815.72
2016-06-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,823.97
2016-07-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,821.54
2016-08-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,821.76
2016-09-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,833.02
2016-10-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,817.71
2016-11-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,816.6
2016-12-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,824.74
2017-01-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,822.47
2017-02-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,814.5
2017-03-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,821
2017-04-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,818.37
2017-05-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,818.72
2017-06-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,819.16
2017-07-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,816.35
2017-08-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,816.11
2017-09-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,817.53
2017-10-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,813.39
2017-11-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,833.77
2017-12-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,848.22
2018-01-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,834.36
2018-02-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,847.38
2018-03-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,842.79
2018-04-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,840.48
2018-05-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,826.94
2018-06-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,819.46
2018-07-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,826.28
2018-08-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,851.03
2018-09-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,844.18
2018-10-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,858.97
2018-11-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,853.72
2018-12-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,852.59
2019-01-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,852.41
2019-02-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,849.64
2019-03-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,851.71
2019-04-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,855.01
2019-05-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,857.82
2019-06-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,856.37
2019-07-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,877.41
2019-08-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,873.5
2019-09-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,879.06
2019-10-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,888.27
2019-11-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,884.26
2019-12-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,877.72
2020-01-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,877.78
2020-02-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,892.76
2020-03-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,896.97
2020-04-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,970.65
2020-05-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,989.92
2020-06-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,980.88
2020-07-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,957.52
