,variable,value
Ohio,1991-05-01,1019.0
Oklahoma,1991-05-01,162.7
Oregon,1991-05-01,195.7
Pennsylvania,1991-05-01,912.4
Rhode Island,1991-05-01,87.3
South Carolina,1991-05-01,331.0
South Dakota,1991-05-01,33.9
District of Columbia,1991-05-01,6.3
Alabama,1991-05-01,353.8
Tennessee,1991-05-01,482.7
Texas,1991-05-01,936.0
Utah,1991-05-01,102.6
Virginia,1991-05-01,375.0
Vermont,1991-05-01,39.9
Washington,1991-05-01,328.0
Wisconsin,1991-05-01,512.2
West Virginia,1991-05-01,78.9
Wyoming,1991-05-01,9.2
Alaska,1991-06-01,15.1
Arkansas,1991-06-01,218.1
Arizona,1991-06-01,169.9
California,1991-06-01,1891.7
Colorado,1991-06-01,164.0
Connecticut,1991-06-01,285.2
Delaware,1991-06-01,47.5
Florida,1991-06-01,477.7
Georgia,1991-06-01,496.0
Hawaii,1991-06-01,19.9
Iowa,1991-06-01,215.9
Idaho,1991-06-01,55.3
Illinois,1991-06-01,877.6
Indiana,1991-06-01,586.0
Kansas,1991-06-01,173.6
Kentucky,1991-06-01,265.7
Louisiana,1991-06-01,178.6
Massachusetts,1991-06-01,447.6
Maryland,1991-06-01,189.0
Maine,1991-06-01,87.6
Michigan,1991-06-01,782.3
Minnesota,1991-06-01,338.9
Missouri,1991-06-01,371.2
Mississippi,1991-06-01,229.6
Montana,1991-06-01,19.2
North Carolina,1991-06-01,786.4
North Dakota,1991-06-01,15.8
Nebraska,1991-06-01,96.4
New Hampshire,1991-06-01,92.1
New Jersey,1991-06-01,497.5
New Mexico,1991-06-01,37.9
Nevada,1991-06-01,24.4
New York,1991-06-01,910.0
Ohio,1991-06-01,1021.0
Oklahoma,1991-06-01,163.1
Oregon,1991-06-01,195.0
Pennsylvania,1991-06-01,911.5
Rhode Island,1991-06-01,86.9
South Carolina,1991-06-01,331.7
South Dakota,1991-06-01,33.8
District of Columbia,1991-06-01,6.2
Alabama,1991-06-01,354.1
Tennessee,1991-06-01,484.1
Texas,1991-06-01,936.0
Utah,1991-06-01,102.1
Virginia,1991-06-01,375.5
Vermont,1991-06-01,39.8
Washington,1991-06-01,328.4
Wisconsin,1991-06-01,515.1
West Virginia,1991-06-01,79.4
Wyoming,1991-06-01,9.1
Alaska,1991-07-01,15.5
Arkansas,1991-07-01,218.3
Arizona,1991-07-01,169.8
California,1991-07-01,1879.4
Colorado,1991-07-01,164.1
Connecticut,1991-07-01,281.2
Delaware,1991-07-01,46.9
Florida,1991-07-01,475.3
Georgia,1991-07-01,494.3
Hawaii,1991-07-01,19.8
Iowa,1991-07-01,218.0
Idaho,1991-07-01,55.6
Illinois,1991-07-01,875.7
Indiana,1991-07-01,588.6
Kansas,1991-07-01,174.1
Kentucky,1991-07-01,265.6
Louisiana,1991-07-01,178.5
Massachusetts,1991-07-01,443.9
Maryland,1991-07-01,185.0
Maine,1991-07-01,87.3
Michigan,1991-07-01,790.3
Minnesota,1991-07-01,339.7
Missouri,1991-07-01,373.5
Mississippi,1991-07-01,231.5
Montana,1991-07-01,19.2
North Carolina,1991-07-01,788.9
North Dakota,1991-07-01,15.9
Nebraska,1991-07-01,96.1
New Hampshire,1991-07-01,91.1
New Jersey,1991-07-01,495.6
New Mexico,1991-07-01,37.8
Nevada,1991-07-01,24.6
New York,1991-07-01,905.0
Ohio,1991-07-01,1018.1
Oklahoma,1991-07-01,161.7
Oregon,1991-07-01,195.2
Pennsylvania,1991-07-01,907.2
Rhode Island,1991-07-01,85.5
South Carolina,1991-07-01,332.5
South Dakota,1991-07-01,34.0
District of Columbia,1991-07-01,5.9
Alabama,1991-07-01,354.8
Tennessee,1991-07-01,483.4
Texas,1991-07-01,931.5
Utah,1991-07-01,102.0
Virginia,1991-07-01,374.8
Vermont,1991-07-01,40.1
Washington,1991-07-01,328.2
Wisconsin,1991-07-01,514.8
West Virginia,1991-07-01,79.0
Wyoming,1991-07-01,9.1
Alaska,1991-08-01,15.6
Arkansas,1991-08-01,221.0
Arizona,1991-08-01,170.4
California,1991-08-01,1880.4
Colorado,1991-08-01,164.3
Connecticut,1991-08-01,279.3
Delaware,1991-08-01,46.4
Florida,1991-08-01,476.1
Georgia,1991-08-01,495.5
Hawaii,1991-08-01,19.7
Iowa,1991-08-01,215.6
Idaho,1991-08-01,56.0
Illinois,1991-08-01,870.1
Indiana,1991-08-01,588.7
Kansas,1991-08-01,174.2
Kentucky,1991-08-01,266.7
Louisiana,1991-08-01,178.5
Massachusetts,1991-08-01,444.5
Maryland,1991-08-01,187.5
Maine,1991-08-01,87.0
Michigan,1991-08-01,784.8
Minnesota,1991-08-01,340.3
Missouri,1991-08-01,375.0
Mississippi,1991-08-01,232.2
Montana,1991-08-01,19.2
North Carolina,1991-08-01,792.0
North Dakota,1991-08-01,15.9
Nebraska,1991-08-01,96.7
New Hampshire,1991-08-01,91.3
New Jersey,1991-08-01,493.1
New Mexico,1991-08-01,37.1
Nevada,1991-08-01,24.8
New York,1991-08-01,902.9
Ohio,1991-08-01,1019.2
Oklahoma,1991-08-01,161.5
Oregon,1991-08-01,196.4
Pennsylvania,1991-08-01,909.9
Rhode Island,1991-08-01,87.0
South Carolina,1991-08-01,333.3
South Dakota,1991-08-01,34.2
District of Columbia,1991-08-01,6.0
Alabama,1991-08-01,356.2
Tennessee,1991-08-01,485.8
Texas,1991-08-01,930.2
Utah,1991-08-01,101.7
Virginia,1991-08-01,375.6
Vermont,1991-08-01,39.9
Washington,1991-08-01,328.5
Wisconsin,1991-08-01,514.7
West Virginia,1991-08-01,78.8
Wyoming,1991-08-01,9.0
Alaska,1991-09-01,15.6
Arkansas,1991-09-01,220.9
Arizona,1991-09-01,169.5
California,1991-09-01,1875.3
Colorado,1991-09-01,164.5
Connecticut,1991-09-01,281.0
Delaware,1991-09-01,44.7
Florida,1991-09-01,476.6
Georgia,1991-09-01,496.1
Hawaii,1991-09-01,19.8
Iowa,1991-09-01,217.6
Idaho,1991-09-01,56.5
Illinois,1991-09-01,871.9
Indiana,1991-09-01,589.3
Kansas,1991-09-01,174.4
Kentucky,1991-09-01,267.0
Louisiana,1991-09-01,178.0
Massachusetts,1991-09-01,443.1
Maryland,1991-09-01,186.8
Maine,1991-09-01,86.6
Michigan,1991-09-01,791.1
Minnesota,1991-09-01,339.5
Missouri,1991-09-01,374.3
Mississippi,1991-09-01,233.4
Montana,1991-09-01,19.2
North Carolina,1991-09-01,792.0
North Dakota,1991-09-01,16.3
Nebraska,1991-09-01,97.2
New Hampshire,1991-09-01,91.6
New Jersey,1991-09-01,491.7
New Mexico,1991-09-01,37.1
Nevada,1991-09-01,24.9
New York,1991-09-01,901.0
Ohio,1991-09-01,1016.6
Oklahoma,1991-09-01,160.9
Oregon,1991-09-01,196.5
Pennsylvania,1991-09-01,908.0
Rhode Island,1991-09-01,87.1
South Carolina,1991-09-01,333.6
South Dakota,1991-09-01,34.3
District of Columbia,1991-09-01,5.9
Alabama,1991-09-01,355.1
Tennessee,1991-09-01,487.5
Texas,1991-09-01,928.8
Utah,1991-09-01,103.0
Virginia,1991-09-01,375.1
Vermont,1991-09-01,39.9
Washington,1991-09-01,328.6
Wisconsin,1991-09-01,515.4
West Virginia,1991-09-01,78.6
Wyoming,1991-09-01,8.9
Alaska,1991-10-01,13.3
Arkansas,1991-10-01,221.2
Arizona,1991-10-01,169.6
California,1991-10-01,1876.4
Colorado,1991-10-01,163.4
Connecticut,1991-10-01,281.7
Delaware,1991-10-01,46.0
Florida,1991-10-01,475.4
Georgia,1991-10-01,497.8
Hawaii,1991-10-01,19.7
Iowa,1991-10-01,216.1
Idaho,1991-10-01,56.6
Illinois,1991-10-01,875.7
Indiana,1991-10-01,591.1
Kansas,1991-10-01,175.8
Kentucky,1991-10-01,267.9
Louisiana,1991-10-01,178.3
Massachusetts,1991-10-01,440.9
Maryland,1991-10-01,185.1
Maine,1991-10-01,86.6
Michigan,1991-10-01,792.4
Minnesota,1991-10-01,340.1
Missouri,1991-10-01,372.9
Mississippi,1991-10-01,234.6
Montana,1991-10-01,19.3
North Carolina,1991-10-01,792.9
North Dakota,1991-10-01,16.2
Nebraska,1991-10-01,96.4
New Hampshire,1991-10-01,92.0
New Jersey,1991-10-01,491.4
New Mexico,1991-10-01,36.7
Nevada,1991-10-01,24.6
New York,1991-10-01,900.1
Ohio,1991-10-01,1014.0
Oklahoma,1991-10-01,160.2
Oregon,1991-10-01,196.7
Pennsylvania,1991-10-01,907.3
Rhode Island,1991-10-01,86.8
South Carolina,1991-10-01,334.6
South Dakota,1991-10-01,34.6
District of Columbia,1991-10-01,5.7
Alabama,1991-10-01,355.5
Tennessee,1991-10-01,489.6
Texas,1991-10-01,921.5
Utah,1991-10-01,102.6
Virginia,1991-10-01,375.8
Vermont,1991-10-01,39.9
Washington,1991-10-01,329.7
Wisconsin,1991-10-01,514.4
West Virginia,1991-10-01,78.5
Wyoming,1991-10-01,9.1
Alaska,1991-11-01,15.6
Arkansas,1991-11-01,221.1
Arizona,1991-11-01,169.3
California,1991-11-01,1862.5
Colorado,1991-11-01,163.2
Connecticut,1991-11-01,281.4
Delaware,1991-11-01,46.2
Florida,1991-11-01,475.3
Georgia,1991-11-01,498.7
Hawaii,1991-11-01,19.6
Iowa,1991-11-01,215.5
Idaho,1991-11-01,56.8
Illinois,1991-11-01,873.6
Indiana,1991-11-01,590.7
Kansas,1991-11-01,175.0
Kentucky,1991-11-01,269.1
Louisiana,1991-11-01,178.4
Massachusetts,1991-11-01,439.3
Maryland,1991-11-01,184.3
Maine,1991-11-01,86.9
Michigan,1991-11-01,791.9
Minnesota,1991-11-01,339.1
Missouri,1991-11-01,372.5
Mississippi,1991-11-01,235.5
Montana,1991-11-01,19.4
North Carolina,1991-11-01,793.6
North Dakota,1991-11-01,16.2
Nebraska,1991-11-01,96.6
New Hampshire,1991-11-01,92.2
New Jersey,1991-11-01,489.9
New Mexico,1991-11-01,36.9
Nevada,1991-11-01,25.0
New York,1991-11-01,896.7
Ohio,1991-11-01,1012.6
Oklahoma,1991-11-01,160.2
Oregon,1991-11-01,195.3
Pennsylvania,1991-11-01,906.0
Rhode Island,1991-11-01,87.6
South Carolina,1991-11-01,336.5
South Dakota,1991-11-01,34.8
District of Columbia,1991-11-01,5.7
Alabama,1991-11-01,355.9
Tennessee,1991-11-01,490.6
Texas,1991-11-01,922.9
Utah,1991-11-01,103.0
Virginia,1991-11-01,375.7
Vermont,1991-11-01,40.1
Washington,1991-11-01,328.3
Wisconsin,1991-11-01,514.2
West Virginia,1991-11-01,78.2
Wyoming,1991-11-01,9.0
Alaska,1991-12-01,16.5
Arkansas,1991-12-01,221.1
Arizona,1991-12-01,169.4
California,1991-12-01,1846.3
Colorado,1991-12-01,162.9
Connecticut,1991-12-01,280.1
Delaware,1991-12-01,46.0
Florida,1991-12-01,472.6
Georgia,1991-12-01,499.3
Hawaii,1991-12-01,19.3
Iowa,1991-12-01,215.9
Idaho,1991-12-01,56.6
Illinois,1991-12-01,862.7
Indiana,1991-12-01,591.3
Kansas,1991-12-01,175.2
Kentucky,1991-12-01,268.8
Louisiana,1991-12-01,175.3
Massachusetts,1991-12-01,437.4
Maryland,1991-12-01,183.4
Maine,1991-12-01,86.5
Michigan,1991-12-01,787.6
Minnesota,1991-12-01,339.9
Missouri,1991-12-01,372.8
Mississippi,1991-12-01,236.2
Montana,1991-12-01,19.8
North Carolina,1991-12-01,794.0
North Dakota,1991-12-01,16.2
Nebraska,1991-12-01,96.5
New Hampshire,1991-12-01,91.1
New Jersey,1991-12-01,487.3
New Mexico,1991-12-01,37.1
Nevada,1991-12-01,25.1
New York,1991-12-01,887.7
Ohio,1991-12-01,1009.5
Oklahoma,1991-12-01,159.9
Oregon,1991-12-01,194.0
Pennsylvania,1991-12-01,902.8
Rhode Island,1991-12-01,87.1
South Carolina,1991-12-01,336.2
South Dakota,1991-12-01,34.9
District of Columbia,1991-12-01,5.6
Alabama,1991-12-01,355.5
Tennessee,1991-12-01,489.0
Texas,1991-12-01,920.5
Utah,1991-12-01,102.9
Virginia,1991-12-01,375.7
Vermont,1991-12-01,40.1
Washington,1991-12-01,327.6
Wisconsin,1991-12-01,512.6
West Virginia,1991-12-01,78.3
Wyoming,1991-12-01,9.2
Alaska,1992-01-01,15.5
Arkansas,1992-01-01,222.0
Arizona,1992-01-01,167.3
California,1992-01-01,1841.8
Colorado,1992-01-01,163.4
Connecticut,1992-01-01,277.9
Delaware,1992-01-01,45.1
Florida,1992-01-01,472.5
Georgia,1992-01-01,499.8
Hawaii,1992-01-01,18.9
Iowa,1992-01-01,212.9
Idaho,1992-01-01,56.7
Illinois,1992-01-01,846.2
Indiana,1992-01-01,589.3
Kansas,1992-01-01,175.4
Kentucky,1992-01-01,268.5
Louisiana,1992-01-01,176.9
Massachusetts,1992-01-01,436.2
Maryland,1992-01-01,182.4
Maine,1992-01-01,85.3
Michigan,1992-01-01,771.7
Minnesota,1992-01-01,340.0
Missouri,1992-01-01,368.1
Mississippi,1992-01-01,234.7
Montana,1992-01-01,19.6
North Carolina,1992-01-01,793.3
North Dakota,1992-01-01,16.1
Nebraska,1992-01-01,97.0
New Hampshire,1992-01-01,89.9
New Jersey,1992-01-01,480.8
New Mexico,1992-01-01,36.8
Nevada,1992-01-01,25.0
New York,1992-01-01,884.6
Ohio,1992-01-01,1004.4
Oklahoma,1992-01-01,159.7
Oregon,1992-01-01,192.1
Pennsylvania,1992-01-01,899.4
Rhode Island,1992-01-01,86.4
South Carolina,1992-01-01,336.5
South Dakota,1992-01-01,35.1
District of Columbia,1992-01-01,5.8
Alabama,1992-01-01,356.8
Tennessee,1992-01-01,492.9
Texas,1992-01-01,922.9
Utah,1992-01-01,102.7
Virginia,1992-01-01,375.6
Vermont,1992-01-01,39.6
Washington,1992-01-01,327.0
Wisconsin,1992-01-01,514.7
West Virginia,1992-01-01,78.3
Wyoming,1992-01-01,9.1
Alaska,1992-02-01,16.4
Arkansas,1992-02-01,221.7
Arizona,1992-02-01,167.9
California,1992-02-01,1828.8
Colorado,1992-02-01,163.6
Connecticut,1992-02-01,278.0
Delaware,1992-02-01,45.1
Florida,1992-02-01,471.4
Georgia,1992-02-01,498.5
Hawaii,1992-02-01,19.0
Iowa,1992-02-01,215.6
Idaho,1992-02-01,56.9
Illinois,1992-02-01,847.4
Indiana,1992-02-01,590.6
Kansas,1992-02-01,174.6
Kentucky,1992-02-01,270.1
Louisiana,1992-02-01,174.7
Massachusetts,1992-02-01,435.0
Maryland,1992-02-01,181.4
Maine,1992-02-01,84.7
Michigan,1992-02-01,781.8
Minnesota,1992-02-01,340.0
Missouri,1992-02-01,368.6
Mississippi,1992-02-01,234.7
Montana,1992-02-01,19.6
North Carolina,1992-02-01,793.7
North Dakota,1992-02-01,16.2
Nebraska,1992-02-01,97.3
New Hampshire,1992-02-01,89.8
New Jersey,1992-02-01,478.6
New Mexico,1992-02-01,36.6
Nevada,1992-02-01,25.4
New York,1992-02-01,879.5
Ohio,1992-02-01,1002.8
Oklahoma,1992-02-01,154.8
Oregon,1992-02-01,192.9
Pennsylvania,1992-02-01,896.3
Rhode Island,1992-02-01,85.9
South Carolina,1992-02-01,336.8
South Dakota,1992-02-01,35.0
District of Columbia,1992-02-01,5.6
Alabama,1992-02-01,356.3
Tennessee,1992-02-01,493.5
Texas,1992-02-01,921.2
Utah,1992-02-01,102.4
Virginia,1992-02-01,375.4
Vermont,1992-02-01,39.9
Washington,1992-02-01,325.9
Wisconsin,1992-02-01,514.6
West Virginia,1992-02-01,78.1
Wyoming,1992-02-01,9.3
Alaska,1992-03-01,16.3
Arkansas,1992-03-01,222.4
Arizona,1992-03-01,166.1
California,1992-03-01,1830.6
Colorado,1992-03-01,163.9
Connecticut,1992-03-01,276.8
Delaware,1992-03-01,44.7
Florida,1992-03-01,471.3
Georgia,1992-03-01,501.6
Hawaii,1992-03-01,18.8
Iowa,1992-03-01,215.4
Idaho,1992-03-01,56.9
Illinois,1992-03-01,846.2
Indiana,1992-03-01,592.4
Kansas,1992-03-01,174.5
Kentucky,1992-03-01,270.8
Louisiana,1992-03-01,176.4
Massachusetts,1992-03-01,433.8
Maryland,1992-03-01,181.0
Maine,1992-03-01,84.5
Michigan,1992-03-01,784.9
Minnesota,1992-03-01,340.7
Missouri,1992-03-01,368.1
Mississippi,1992-03-01,234.3
Montana,1992-03-01,19.8
North Carolina,1992-03-01,795.5
North Dakota,1992-03-01,16.3
Nebraska,1992-03-01,97.0
New Hampshire,1992-03-01,89.6
New Jersey,1992-03-01,475.4
New Mexico,1992-03-01,36.9
Nevada,1992-03-01,25.5
New York,1992-03-01,875.3
Ohio,1992-03-01,996.6
Oklahoma,1992-03-01,153.9
Oregon,1992-03-01,191.7
Pennsylvania,1992-03-01,894.5
Rhode Island,1992-03-01,85.8
South Carolina,1992-03-01,337.4
South Dakota,1992-03-01,35.4
District of Columbia,1992-03-01,5.5
Alabama,1992-03-01,356.6
Tennessee,1992-03-01,495.2
Texas,1992-03-01,918.7
Utah,1992-03-01,102.2
Virginia,1992-03-01,375.7
Vermont,1992-03-01,39.8
Washington,1992-03-01,326.0
Wisconsin,1992-03-01,514.3
West Virginia,1992-03-01,78.4
Wyoming,1992-03-01,9.2
Alaska,1992-04-01,16.6
Arkansas,1992-04-01,222.7
Arizona,1992-04-01,167.7
California,1992-04-01,1814.2
Colorado,1992-04-01,163.7
Connecticut,1992-04-01,275.4
Delaware,1992-04-01,44.5
Florida,1992-04-01,471.9
Georgia,1992-04-01,504.4
Hawaii,1992-04-01,18.8
Iowa,1992-04-01,215.9
Idaho,1992-04-01,57.2
Illinois,1992-04-01,854.7
Indiana,1992-04-01,595.6
Kansas,1992-04-01,174.6
Kentucky,1992-04-01,271.7
Louisiana,1992-04-01,177.5
Massachusetts,1992-04-01,434.5
Maryland,1992-04-01,180.9
Maine,1992-04-01,84.5
Michigan,1992-04-01,792.4
Minnesota,1992-04-01,340.6
Missouri,1992-04-01,367.9
Mississippi,1992-04-01,236.6
Montana,1992-04-01,20.1
North Carolina,1992-04-01,799.5
North Dakota,1992-04-01,16.4
Nebraska,1992-04-01,96.7
New Hampshire,1992-04-01,90.0
New Jersey,1992-04-01,475.9
New Mexico,1992-04-01,36.9
Nevada,1992-04-01,25.5
New York,1992-04-01,874.9
Ohio,1992-04-01,1000.8
Oklahoma,1992-04-01,156.7
Oregon,1992-04-01,193.5
Pennsylvania,1992-04-01,896.6
Rhode Island,1992-04-01,85.7
South Carolina,1992-04-01,337.5
South Dakota,1992-04-01,35.6
District of Columbia,1992-04-01,5.5
Alabama,1992-04-01,355.3
Tennessee,1992-04-01,496.7
Texas,1992-04-01,922.9
Utah,1992-04-01,101.6
Virginia,1992-04-01,374.6
Vermont,1992-04-01,39.8
Washington,1992-04-01,326.8
Wisconsin,1992-04-01,516.3
West Virginia,1992-04-01,78.4
Wyoming,1992-04-01,9.2
Alaska,1992-05-01,16.1
Arkansas,1992-05-01,223.4
Arizona,1992-05-01,167.4
California,1992-05-01,1802.0
Colorado,1992-05-01,163.7
Connecticut,1992-05-01,274.3
Delaware,1992-05-01,44.4
Florida,1992-05-01,471.7
Georgia,1992-05-01,505.2
Hawaii,1992-05-01,18.8
Iowa,1992-05-01,216.5
Idaho,1992-05-01,57.5
Illinois,1992-05-01,857.2
Indiana,1992-05-01,597.8
Kansas,1992-05-01,174.4
Kentucky,1992-05-01,272.4
Louisiana,1992-05-01,178.1
Massachusetts,1992-05-01,434.1
Maryland,1992-05-01,180.7
Maine,1992-05-01,84.2
Michigan,1992-05-01,792.3
Minnesota,1992-05-01,341.3
Missouri,1992-05-01,368.5
Mississippi,1992-05-01,236.7
Montana,1992-05-01,20.1
North Carolina,1992-05-01,802.8
North Dakota,1992-05-01,16.5
Nebraska,1992-05-01,97.5
New Hampshire,1992-05-01,89.9
New Jersey,1992-05-01,474.1
New Mexico,1992-05-01,36.8
Nevada,1992-05-01,25.9
New York,1992-05-01,873.0
Ohio,1992-05-01,998.9
Oklahoma,1992-05-01,157.1
Oregon,1992-05-01,194.0
Pennsylvania,1992-05-01,896.4
Rhode Island,1992-05-01,85.2
South Carolina,1992-05-01,338.1
South Dakota,1992-05-01,35.8
District of Columbia,1992-05-01,5.5
Alabama,1992-05-01,355.7
Tennessee,1992-05-01,497.8
Texas,1992-05-01,926.1
Utah,1992-05-01,102.5
Virginia,1992-05-01,374.2
Vermont,1992-05-01,39.7
Washington,1992-05-01,326.8
Wisconsin,1992-05-01,517.1
West Virginia,1992-05-01,77.9
Wyoming,1992-05-01,9.4
Alaska,1992-06-01,16.0
Arkansas,1992-06-01,224.2
Arizona,1992-06-01,167.4
California,1992-06-01,1791.5
Colorado,1992-06-01,163.0
Connecticut,1992-06-01,273.1
Delaware,1992-06-01,44.4
Florida,1992-06-01,471.9
Georgia,1992-06-01,506.3
Hawaii,1992-06-01,18.9
Iowa,1992-06-01,216.7
Idaho,1992-06-01,57.8
Illinois,1992-06-01,856.5
Indiana,1992-06-01,598.5
Kansas,1992-06-01,173.7
Kentucky,1992-06-01,272.8
Louisiana,1992-06-01,177.9
Massachusetts,1992-06-01,432.9
Maryland,1992-06-01,180.5
Maine,1992-06-01,83.6
Michigan,1992-06-01,791.0
Minnesota,1992-06-01,341.5
Missouri,1992-06-01,366.8
Mississippi,1992-06-01,235.8
Montana,1992-06-01,20.1
North Carolina,1992-06-01,804.3
North Dakota,1992-06-01,16.6
Nebraska,1992-06-01,97.4
New Hampshire,1992-06-01,89.5
New Jersey,1992-06-01,473.2
New Mexico,1992-06-01,36.8
Nevada,1992-06-01,26.1
New York,1992-06-01,869.1
Ohio,1992-06-01,994.6
Oklahoma,1992-06-01,157.1
Oregon,1992-06-01,194.1
Pennsylvania,1992-06-01,894.0
Rhode Island,1992-06-01,84.9
South Carolina,1992-06-01,337.4
South Dakota,1992-06-01,36.0
District of Columbia,1992-06-01,5.5
Alabama,1992-06-01,356.3
Tennessee,1992-06-01,497.5
Texas,1992-06-01,926.4
Utah,1992-06-01,102.9
Virginia,1992-06-01,373.5
Vermont,1992-06-01,39.8
Washington,1992-06-01,325.9
Wisconsin,1992-06-01,516.9
West Virginia,1992-06-01,78.1
Wyoming,1992-06-01,9.3
Alaska,1992-07-01,15.7
Arkansas,1992-07-01,224.3
Arizona,1992-07-01,166.6
California,1992-07-01,1792.6
Colorado,1992-07-01,163.7
Connecticut,1992-07-01,273.2
Delaware,1992-07-01,44.5
Florida,1992-07-01,474.9
Georgia,1992-07-01,506.4
Hawaii,1992-07-01,19.3
Iowa,1992-07-01,217.2
Idaho,1992-07-01,58.1
Illinois,1992-07-01,869.0
Indiana,1992-07-01,597.9
Kansas,1992-07-01,173.2
Kentucky,1992-07-01,272.1
Louisiana,1992-07-01,177.1
Massachusetts,1992-07-01,432.4
Maryland,1992-07-01,180.1
Maine,1992-07-01,84.2
Michigan,1992-07-01,793.8
Minnesota,1992-07-01,342.1
Missouri,1992-07-01,365.9
Mississippi,1992-07-01,235.7
Montana,1992-07-01,20.2
North Carolina,1992-07-01,806.0
North Dakota,1992-07-01,16.9
Nebraska,1992-07-01,97.5
New Hampshire,1992-07-01,90.4
New Jersey,1992-07-01,471.1
New Mexico,1992-07-01,37.1
Nevada,1992-07-01,26.5
New York,1992-07-01,869.2
Ohio,1992-07-01,993.9
Oklahoma,1992-07-01,157.1
Oregon,1992-07-01,194.9
Pennsylvania,1992-07-01,891.9
Rhode Island,1992-07-01,85.3
South Carolina,1992-07-01,336.8
South Dakota,1992-07-01,36.1
District of Columbia,1992-07-01,5.6
Alabama,1992-07-01,355.3
Tennessee,1992-07-01,500.2
Texas,1992-07-01,928.4
Utah,1992-07-01,103.2
Virginia,1992-07-01,371.9
Vermont,1992-07-01,39.6
Washington,1992-07-01,326.5
Wisconsin,1992-07-01,520.5
West Virginia,1992-07-01,78.5
Wyoming,1992-07-01,9.4
Alaska,1992-08-01,15.5
Arkansas,1992-08-01,224.0
Arizona,1992-08-01,166.3
California,1992-08-01,1776.7
Colorado,1992-08-01,163.2
Connecticut,1992-08-01,271.0
Delaware,1992-08-01,44.6
Florida,1992-08-01,472.9
Georgia,1992-08-01,504.9
Hawaii,1992-08-01,19.1
Iowa,1992-08-01,218.1
Idaho,1992-08-01,58.3
Illinois,1992-08-01,867.6
Indiana,1992-08-01,598.5
Kansas,1992-08-01,172.9
Kentucky,1992-08-01,272.0
Louisiana,1992-08-01,176.8
Massachusetts,1992-08-01,429.6
Maryland,1992-08-01,180.3
Maine,1992-08-01,84.1
Michigan,1992-08-01,791.4
Minnesota,1992-08-01,343.1
Missouri,1992-08-01,365.8
Mississippi,1992-08-01,236.0
Montana,1992-08-01,20.0
North Carolina,1992-08-01,808.1
North Dakota,1992-08-01,16.7
Nebraska,1992-08-01,97.7
New Hampshire,1992-08-01,89.4
New Jersey,1992-08-01,470.6
New Mexico,1992-08-01,37.2
Nevada,1992-08-01,26.4
New York,1992-08-01,865.4
Ohio,1992-08-01,987.8
Oklahoma,1992-08-01,157.2
Oregon,1992-08-01,194.0
Pennsylvania,1992-08-01,888.7
Rhode Island,1992-08-01,84.1
South Carolina,1992-08-01,337.8
South Dakota,1992-08-01,36.2
District of Columbia,1992-08-01,5.4
Alabama,1992-08-01,357.0
Tennessee,1992-08-01,499.6
Texas,1992-08-01,927.7
Utah,1992-08-01,103.4
Virginia,1992-08-01,372.1
Vermont,1992-08-01,39.8
Washington,1992-08-01,324.6
Wisconsin,1992-08-01,519.3
West Virginia,1992-08-01,78.6
Wyoming,1992-08-01,9.5
Alaska,1992-09-01,15.6
Arkansas,1992-09-01,223.7
Arizona,1992-09-01,166.7
California,1992-09-01,1764.5
Colorado,1992-09-01,163.2
Connecticut,1992-09-01,269.8
Delaware,1992-09-01,44.3
Florida,1992-09-01,473.3
Georgia,1992-09-01,507.8
Hawaii,1992-09-01,18.7
Iowa,1992-09-01,217.3
Idaho,1992-09-01,58.3
Illinois,1992-09-01,864.5
Indiana,1992-09-01,598.6
Kansas,1992-09-01,172.9
Kentucky,1992-09-01,272.2
Louisiana,1992-09-01,177.4
Massachusetts,1992-09-01,428.7
Maryland,1992-09-01,180.0
Maine,1992-09-01,84.3
Michigan,1992-09-01,789.5
Minnesota,1992-09-01,344.5
Missouri,1992-09-01,366.7
Mississippi,1992-09-01,236.1
Montana,1992-09-01,20.0
North Carolina,1992-09-01,807.8
North Dakota,1992-09-01,16.9
Nebraska,1992-09-01,97.6
New Hampshire,1992-09-01,89.5
New Jersey,1992-09-01,464.8
New Mexico,1992-09-01,37.9
Nevada,1992-09-01,26.6
New York,1992-09-01,860.6
Ohio,1992-09-01,984.4
Oklahoma,1992-09-01,157.9
Oregon,1992-09-01,192.5
Pennsylvania,1992-09-01,887.2
Rhode Island,1992-09-01,83.7
South Carolina,1992-09-01,338.2
South Dakota,1992-09-01,36.5
District of Columbia,1992-09-01,5.4
Alabama,1992-09-01,356.9
Tennessee,1992-09-01,499.8
Texas,1992-09-01,926.3
Utah,1992-09-01,103.0
Virginia,1992-09-01,371.5
Vermont,1992-09-01,39.9
Washington,1992-09-01,323.0
Wisconsin,1992-09-01,520.4
West Virginia,1992-09-01,78.4
Wyoming,1992-09-01,9.6
Alaska,1992-10-01,15.0
Arkansas,1992-10-01,224.0
Arizona,1992-10-01,166.5
California,1992-10-01,1774.9
Colorado,1992-10-01,163.9
Connecticut,1992-10-01,266.3
Delaware,1992-10-01,40.5
Florida,1992-10-01,474.2
Georgia,1992-10-01,508.9
Hawaii,1992-10-01,18.7
Iowa,1992-10-01,216.9
Idaho,1992-10-01,58.8
Illinois,1992-10-01,860.7
Indiana,1992-10-01,598.4
Kansas,1992-10-01,172.9
Kentucky,1992-10-01,272.3
Louisiana,1992-10-01,177.6
