,variable,value
Maine,2023-04-01,691300.0
Michigan,2023-04-01,4982002.0
Minnesota,2023-04-01,3109077.0
Missouri,2023-04-01,3098680.0
Mississippi,2023-04-01,1250752.0
Montana,2023-04-01,571271.0
North Carolina,2023-04-01,5262555.0
North Dakota,2023-04-01,417609.0
Nebraska,2023-04-01,1063624.0
New Hampshire,2023-04-01,761262.0
New Jersey,2023-04-01,4878412.0
New Mexico,2023-04-01,964021.0
Nevada,2023-04-01,1600859.0
New York,2023-04-01,9825999.0
Ohio,2023-04-01,5826255.0
Oklahoma,2023-04-01,1953808.0
Oregon,2023-04-01,2163329.0
Pennsylvania,2023-04-01,6533104.0
Rhode Island,2023-04-01,577829.0
South Carolina,2023-04-01,2482090.0
South Dakota,2023-04-01,478857.0
Tennessee,2023-04-01,3392731.0
Texas,2023-04-01,15185791.0
Utah,2023-04-01,1790471.0
Virginia,2023-04-01,4543829.0
Vermont,2023-04-01,348085.0
Washington,2023-04-01,4021858.0
Wisconsin,2023-04-01,3118367.0
West Virginia,2023-04-01,786987.0
Wyoming,2023-04-01,294143.0
Alaska,2023-05-01,357518.0
Alabama,2023-05-01,2310109.0
Arkansas,2023-05-01,1382999.0
Arizona,2023-05-01,3674189.0
California,2023-05-01,19497204.0
Colorado,2023-05-01,3228455.0
Connecticut,2023-05-01,1905950.0
District of Columbia,2023-05-01,402870.0
Delaware,2023-05-01,509958.0
Florida,2023-05-01,11009242.0
Georgia,2023-05-01,5364469.0
Hawaii,2023-05-01,681405.0
Iowa,2023-05-01,1709645.0
Idaho,2023-05-01,969348.0
Illinois,2023-05-01,6501994.0
Indiana,2023-05-01,3424666.0
Kansas,2023-05-01,1527100.0
Kentucky,2023-05-01,2055157.0
Louisiana,2023-05-01,2078863.0
Massachusetts,2023-05-01,3806888.0
Maryland,2023-05-01,3195699.0
Maine,2023-05-01,692821.0
Michigan,2023-05-01,4997528.0
Minnesota,2023-05-01,3111989.0
Missouri,2023-05-01,3104914.0
Mississippi,2023-05-01,1250869.0
Montana,2023-05-01,571532.0
North Carolina,2023-05-01,5268180.0
North Dakota,2023-05-01,417707.0
Nebraska,2023-05-01,1064667.0
New Hampshire,2023-05-01,761154.0
New Jersey,2023-05-01,4882307.0
New Mexico,2023-05-01,965856.0
Nevada,2023-05-01,1603677.0
New York,2023-05-01,9842980.0
Ohio,2023-05-01,5832453.0
Oklahoma,2023-05-01,1959533.0
Oregon,2023-05-01,2164413.0
Pennsylvania,2023-05-01,6539628.0
Rhode Island,2023-05-01,578723.0
South Carolina,2023-05-01,2487384.0
South Dakota,2023-05-01,479482.0
Tennessee,2023-05-01,3397770.0
Texas,2023-05-01,15217003.0
Utah,2023-05-01,1794284.0
Virginia,2023-05-01,4545851.0
Vermont,2023-05-01,348664.0
Washington,2023-05-01,4025537.0
Wisconsin,2023-05-01,3124173.0
West Virginia,2023-05-01,787999.0
Wyoming,2023-05-01,293965.0
Alaska,2023-06-01,357944.0
Alabama,2023-06-01,2313985.0
Arkansas,2023-06-01,1385367.0
Arizona,2023-06-01,3682825.0
California,2023-06-01,19518556.0
Colorado,2023-06-01,3231074.0
Connecticut,2023-06-01,1907979.0
District of Columbia,2023-06-01,404211.0
Delaware,2023-06-01,510760.0
Florida,2023-06-01,11031953.0
Georgia,2023-06-01,5373837.0
Hawaii,2023-06-01,681185.0
Iowa,2023-06-01,1710012.0
Idaho,2023-06-01,971413.0
Illinois,2023-06-01,6512541.0
Indiana,2023-06-01,3424446.0
Kansas,2023-06-01,1527209.0
Kentucky,2023-06-01,2055532.0
Louisiana,2023-06-01,2077071.0
Massachusetts,2023-06-01,3811789.0
Maryland,2023-06-01,3197822.0
Maine,2023-06-01,694347.0
Michigan,2023-06-01,5011754.0
Minnesota,2023-06-01,3113646.0
Missouri,2023-06-01,3110173.0
Mississippi,2023-06-01,1250936.0
Montana,2023-06-01,571651.0
North Carolina,2023-06-01,5272755.0
North Dakota,2023-06-01,417784.0
Nebraska,2023-06-01,1065528.0
New Hampshire,2023-06-01,761245.0
New Jersey,2023-06-01,4884148.0
New Mexico,2023-06-01,967165.0
Nevada,2023-06-01,1606704.0
New York,2023-06-01,9857028.0
Ohio,2023-06-01,5838462.0
Oklahoma,2023-06-01,1965162.0
Oregon,2023-06-01,2165743.0
Pennsylvania,2023-06-01,6547562.0
Rhode Island,2023-06-01,579651.0
South Carolina,2023-06-01,2492237.0
South Dakota,2023-06-01,479987.0
Tennessee,2023-06-01,3402132.0
Texas,2023-06-01,15244901.0
Utah,2023-06-01,1797821.0
Virginia,2023-06-01,4546634.0
Vermont,2023-06-01,349233.0
Washington,2023-06-01,4028298.0
Wisconsin,2023-06-01,3128825.0
West Virginia,2023-06-01,788969.0
Wyoming,2023-06-01,293777.0
Alaska,2023-07-01,358370.0
Alabama,2023-07-01,2318367.0
Arkansas,2023-07-01,1387843.0
Arizona,2023-07-01,3690984.0
California,2023-07-01,19531760.0
Colorado,2023-07-01,3233389.0
Connecticut,2023-07-01,1910338.0
District of Columbia,2023-07-01,405769.0
Delaware,2023-07-01,511389.0
Florida,2023-07-01,11052215.0
Georgia,2023-07-01,5382888.0
Hawaii,2023-07-01,680780.0
Iowa,2023-07-01,1710313.0
Idaho,2023-07-01,973731.0
Illinois,2023-07-01,6526175.0
Indiana,2023-07-01,3424585.0
Kansas,2023-07-01,1527410.0
Kentucky,2023-07-01,2056351.0
Louisiana,2023-07-01,2076816.0
Massachusetts,2023-07-01,3819263.0
Maryland,2023-07-01,3199369.0
Maine,2023-07-01,695822.0
Michigan,2023-07-01,5024238.0
Minnesota,2023-07-01,3114079.0
Missouri,2023-07-01,3113983.0
Mississippi,2023-07-01,1250643.0
Montana,2023-07-01,572044.0
North Carolina,2023-07-01,5277884.0
North Dakota,2023-07-01,417976.0
Nebraska,2023-07-01,1066296.0
New Hampshire,2023-07-01,761624.0
New Jersey,2023-07-01,4885306.0
New Mexico,2023-07-01,968281.0
Nevada,2023-07-01,1610161.0
New York,2023-07-01,9869841.0
Ohio,2023-07-01,5845230.0
Oklahoma,2023-07-01,1971059.0
Oregon,2023-07-01,2168477.0
Pennsylvania,2023-07-01,6559103.0
Rhode Island,2023-07-01,580924.0
South Carolina,2023-07-01,2497733.0
South Dakota,2023-07-01,480399.0
Tennessee,2023-07-01,3407538.0
Texas,2023-07-01,15272807.0
Utah,2023-07-01,1801357.0
Virginia,2023-07-01,4548081.0
Vermont,2023-07-01,349841.0
Washington,2023-07-01,4030506.0
Wisconsin,2023-07-01,3132664.0
West Virginia,2023-07-01,789859.0
Wyoming,2023-07-01,293633.0
Alaska,2023-08-01,358693.0
Alabama,2023-08-01,2322522.0
Arkansas,2023-08-01,1390261.0
Arizona,2023-08-01,3698145.0
California,2023-08-01,19546854.0
Colorado,2023-08-01,3235781.0
Connecticut,2023-08-01,1912325.0
District of Columbia,2023-08-01,407401.0
Delaware,2023-08-01,511744.0
Florida,2023-08-01,11070672.0
Georgia,2023-08-01,5390989.0
Hawaii,2023-08-01,680419.0
Iowa,2023-08-01,1710096.0
Idaho,2023-08-01,976205.0
Illinois,2023-08-01,6541323.0
Indiana,2023-08-01,3425609.0
Kansas,2023-08-01,1527689.0
Kentucky,2023-08-01,2057641.0
Louisiana,2023-08-01,2078287.0
Massachusetts,2023-08-01,3831242.0
Maryland,2023-08-01,3203608.0
Maine,2023-08-01,697017.0
Michigan,2023-08-01,5033232.0
Minnesota,2023-08-01,3113138.0
Missouri,2023-08-01,3116709.0
Mississippi,2023-08-01,1250444.0
Montana,2023-08-01,572723.0
North Carolina,2023-08-01,5283163.0
North Dakota,2023-08-01,418362.0
Nebraska,2023-08-01,1066957.0
New Hampshire,2023-08-01,762105.0
New Jersey,2023-08-01,4885787.0
New Mexico,2023-08-01,969266.0
Nevada,2023-08-01,1613655.0
New York,2023-08-01,9880115.0
Ohio,2023-08-01,5852110.0
Oklahoma,2023-08-01,1976843.0
Oregon,2023-08-01,2171937.0
Pennsylvania,2023-08-01,6572672.0
Rhode Island,2023-08-01,582589.0
South Carolina,2023-08-01,2503765.0
South Dakota,2023-08-01,480739.0
Tennessee,2023-08-01,3413680.0
Texas,2023-08-01,15300049.0
Utah,2023-08-01,1804589.0
Virginia,2023-08-01,4550512.0
Vermont,2023-08-01,350471.0
Washington,2023-08-01,4033087.0
Wisconsin,2023-08-01,3135455.0
West Virginia,2023-08-01,790617.0
Wyoming,2023-08-01,293469.0
Alaska,2023-09-01,358801.0
Alabama,2023-09-01,2326517.0
Arkansas,2023-09-01,1392378.0
Arizona,2023-09-01,3704072.0
California,2023-09-01,19559854.0
Colorado,2023-09-01,3238299.0
Connecticut,2023-09-01,1913825.0
District of Columbia,2023-09-01,408841.0
Delaware,2023-09-01,511775.0
Florida,2023-09-01,11082946.0
Georgia,2023-09-01,5396838.0
Hawaii,2023-09-01,680099.0
Iowa,2023-09-01,1708902.0
Idaho,2023-09-01,978566.0
Illinois,2023-09-01,6555746.0
Indiana,2023-09-01,3427459.0
Kansas,2023-09-01,1528207.0
Kentucky,2023-09-01,2059466.0
Louisiana,2023-09-01,2080671.0
Massachusetts,2023-09-01,3841846.0
Maryland,2023-09-01,3203674.0
Maine,2023-09-01,697875.0
Michigan,2023-09-01,5037890.0
Minnesota,2023-09-01,3111267.0
Missouri,2023-09-01,3118511.0
Mississippi,2023-09-01,1250647.0
Montana,2023-09-01,573494.0
North Carolina,2023-09-01,5287148.0
North Dakota,2023-09-01,418903.0
Nebraska,2023-09-01,1067613.0
New Hampshire,2023-09-01,762630.0
New Jersey,2023-09-01,4885370.0
New Mexico,2023-09-01,970135.0
Nevada,2023-09-01,1616788.0
New York,2023-09-01,9887061.0
Ohio,2023-09-01,5858373.0
Oklahoma,2023-09-01,1982064.0
Oregon,2023-09-01,2174840.0
Pennsylvania,2023-09-01,6585926.0
Rhode Island,2023-09-01,584402.0
South Carolina,2023-09-01,2509828.0
South Dakota,2023-09-01,481100.0
Tennessee,2023-09-01,3418738.0
Texas,2023-09-01,15325854.0
Utah,2023-09-01,1807318.0
Virginia,2023-09-01,4552761.0
Vermont,2023-09-01,351060.0
Washington,2023-09-01,4035345.0
Wisconsin,2023-09-01,3137090.0
West Virginia,2023-09-01,791264.0
Wyoming,2023-09-01,293250.0
Alaska,2023-10-01,358696.0
Alabama,2023-10-01,2330433.0
Arkansas,2023-10-01,1394182.0
Arizona,2023-10-01,3708620.0
California,2023-10-01,19580260.0
Colorado,2023-10-01,3240811.0
Connecticut,2023-10-01,1915121.0
District of Columbia,2023-10-01,410056.0
Delaware,2023-10-01,511498.0
Florida,2023-10-01,11092447.0
Georgia,2023-10-01,5401581.0
Hawaii,2023-10-01,679974.0
Iowa,2023-10-01,1707066.0
Idaho,2023-10-01,980698.0
Illinois,2023-10-01,6567691.0
Indiana,2023-10-01,3429273.0
Kansas,2023-10-01,1528968.0
Kentucky,2023-10-01,2061972.0
Louisiana,2023-10-01,2083356.0
Massachusetts,2023-10-01,3853557.0
Maryland,2023-10-01,3209295.0
Maine,2023-10-01,698531.0
Michigan,2023-10-01,5039052.0
Minnesota,2023-10-01,3109395.0
Missouri,2023-10-01,3121364.0
Mississippi,2023-10-01,1251224.0
Montana,2023-10-01,574197.0
North Carolina,2023-10-01,5289471.0
North Dakota,2023-10-01,419506.0
Nebraska,2023-10-01,1068230.0
New Hampshire,2023-10-01,763288.0
New Jersey,2023-10-01,4884539.0
New Mexico,2023-10-01,971112.0
Nevada,2023-10-01,1619393.0
New York,2023-10-01,9890984.0
Ohio,2023-10-01,5863830.0
Oklahoma,2023-10-01,1986314.0
Oregon,2023-10-01,2176915.0
Pennsylvania,2023-10-01,6597206.0
Rhode Island,2023-10-01,586323.0
South Carolina,2023-10-01,2515387.0
South Dakota,2023-10-01,481440.0
Tennessee,2023-10-01,3422157.0
Texas,2023-10-01,15349726.0
Utah,2023-10-01,1809465.0
Virginia,2023-10-01,4554674.0
Vermont,2023-10-01,351598.0
Washington,2023-10-01,4037664.0
Wisconsin,2023-10-01,3137728.0
West Virginia,2023-10-01,791822.0
Wyoming,2023-10-01,292972.0
Alaska,2023-11-01,358499.0
Alabama,2023-11-01,2334635.0
Arkansas,2023-11-01,1395682.0
Arizona,2023-11-01,3711906.0
California,2023-11-01,19584613.0
Colorado,2023-11-01,3243517.0
Connecticut,2023-11-01,1916544.0
District of Columbia,2023-11-01,411144.0
Delaware,2023-11-01,511012.0
Florida,2023-11-01,11097059.0
Georgia,2023-11-01,5403856.0
Hawaii,2023-11-01,679586.0
Iowa,2023-11-01,1704615.0
Idaho,2023-11-01,982660.0
Illinois,2023-11-01,6576555.0
Indiana,2023-11-01,3430815.0
Kansas,2023-11-01,1529998.0
Kentucky,2023-11-01,2065281.0
Louisiana,2023-11-01,2085381.0
Massachusetts,2023-11-01,3863278.0
Maryland,2023-11-01,3213185.0
Maine,2023-11-01,699180.0
Michigan,2023-11-01,5038680.0
Minnesota,2023-11-01,3108823.0
Missouri,2023-11-01,3122912.0
Mississippi,2023-11-01,1251781.0
Montana,2023-11-01,574714.0
North Carolina,2023-11-01,5290433.0
North Dakota,2023-11-01,420033.0
Nebraska,2023-11-01,1068802.0
New Hampshire,2023-11-01,764216.0
New Jersey,2023-11-01,4884646.0
New Mexico,2023-11-01,972235.0
Nevada,2023-11-01,1621615.0
New York,2023-11-01,9892851.0
Ohio,2023-11-01,5868441.0
Oklahoma,2023-11-01,1989402.0
Oregon,2023-11-01,2178691.0
Pennsylvania,2023-11-01,6605331.0
Rhode Island,2023-11-01,588163.0
South Carolina,2023-11-01,2520352.0
South Dakota,2023-11-01,481700.0
Tennessee,2023-11-01,3424700.0
Texas,2023-11-01,15373520.0
Utah,2023-11-01,1811183.0
Virginia,2023-11-01,4555397.0
Vermont,2023-11-01,352067.0
Washington,2023-11-01,4037602.0
Wisconsin,2023-11-01,3137886.0
West Virginia,2023-11-01,792205.0
Wyoming,2023-11-01,292675.0
Alaska,2023-12-01,358351.0
Alabama,2023-12-01,2337920.0
Arkansas,2023-12-01,1397187.0
Arizona,2023-12-01,3714194.0
California,2023-12-01,19611825.0
Colorado,2023-12-01,3246547.0
Connecticut,2023-12-01,1918201.0
District of Columbia,2023-12-01,412037.0
Delaware,2023-12-01,510456.0
Florida,2023-12-01,11099868.0
Georgia,2023-12-01,5406490.0
Hawaii,2023-12-01,679576.0
Iowa,2023-12-01,1702483.0
Idaho,2023-12-01,984466.0
Illinois,2023-12-01,6584716.0
Indiana,2023-12-01,3432596.0
Kansas,2023-12-01,1531298.0
Kentucky,2023-12-01,2069064.0
Louisiana,2023-12-01,2086414.0
Massachusetts,2023-12-01,3873465.0
Maryland,2023-12-01,3221161.0
Maine,2023-12-01,699941.0
Michigan,2023-12-01,5038027.0
Minnesota,2023-12-01,3110004.0
Missouri,2023-12-01,3125217.0
Mississippi,2023-12-01,1252984.0
Montana,2023-12-01,575021.0
North Carolina,2023-12-01,5290971.0
North Dakota,2023-12-01,420506.0
Nebraska,2023-12-01,1069301.0
New Hampshire,2023-12-01,765266.0
New Jersey,2023-12-01,4885869.0
New Mexico,2023-12-01,973648.0
Nevada,2023-12-01,1623639.0
New York,2023-12-01,9894409.0
Ohio,2023-12-01,5873379.0
Oklahoma,2023-12-01,1991359.0
Oregon,2023-12-01,2180538.0
Pennsylvania,2023-12-01,6609695.0
Rhode Island,2023-12-01,589859.0
South Carolina,2023-12-01,2524883.0
South Dakota,2023-12-01,481868.0
Tennessee,2023-12-01,3426837.0
Texas,2023-12-01,15399395.0
Utah,2023-12-01,1812714.0
Virginia,2023-12-01,4555358.0
Vermont,2023-12-01,352572.0
Washington,2023-12-01,4038763.0
Wisconsin,2023-12-01,3137952.0
West Virginia,2023-12-01,792399.0
Wyoming,2023-12-01,292425.0
Alaska,2024-01-01,358314.0
Alabama,2024-01-01,2341587.0
Arkansas,2024-01-01,1398700.0
Arizona,2024-01-01,3715794.0
California,2024-01-01,19611227.0
Colorado,2024-01-01,3249473.0
Connecticut,2024-01-01,1920171.0
District of Columbia,2024-01-01,412592.0
Delaware,2024-01-01,509953.0
Florida,2024-01-01,11100291.0
Georgia,2024-01-01,5408092.0
Hawaii,2024-01-01,679214.0
Iowa,2024-01-01,1701001.0
Idaho,2024-01-01,986066.0
Illinois,2024-01-01,6592588.0
Indiana,2024-01-01,3435203.0
Kansas,2024-01-01,1532921.0
Kentucky,2024-01-01,2072833.0
Louisiana,2024-01-01,2085788.0
Massachusetts,2024-01-01,3881436.0
Maryland,2024-01-01,3225487.0
Maine,2024-01-01,700831.0
Michigan,2024-01-01,5037855.0
Minnesota,2024-01-01,3112774.0
Missouri,2024-01-01,3126116.0
Mississippi,2024-01-01,1254189.0
Montana,2024-01-01,575231.0
North Carolina,2024-01-01,5291403.0
North Dakota,2024-01-01,420903.0
Nebraska,2024-01-01,1069771.0
New Hampshire,2024-01-01,766238.0
New Jersey,2024-01-01,4887577.0
New Mexico,2024-01-01,975151.0
Nevada,2024-01-01,1625601.0
New York,2024-01-01,9894797.0
Ohio,2024-01-01,5878180.0
Oklahoma,2024-01-01,1992262.0
Oregon,2024-01-01,2182307.0
Pennsylvania,2024-01-01,6609810.0
Rhode Island,2024-01-01,591198.0
South Carolina,2024-01-01,2529376.0
South Dakota,2024-01-01,482012.0
Tennessee,2024-01-01,3428697.0
Texas,2024-01-01,15429166.0
Utah,2024-01-01,1814243.0
Virginia,2024-01-01,4553867.0
Vermont,2024-01-01,352940.0
Washington,2024-01-01,4037506.0
Wisconsin,2024-01-01,3138074.0
West Virginia,2024-01-01,792451.0
Wyoming,2024-01-01,292250.0
Alaska,2024-02-01,358460.0
Alabama,2024-02-01,2344465.0
Arkansas,2024-02-01,1400714.0
Arizona,2024-02-01,3718051.0
California,2024-02-01,19611939.0
Colorado,2024-02-01,3252551.0
Connecticut,2024-02-01,1922476.0
District of Columbia,2024-02-01,412926.0
Delaware,2024-02-01,509680.0
Florida,2024-02-01,11102273.0
Georgia,2024-02-01,5411667.0
Hawaii,2024-02-01,679107.0
Iowa,2024-02-01,1700854.0
Idaho,2024-02-01,987762.0
Illinois,2024-02-01,6603199.0
Indiana,2024-02-01,3439531.0
Kansas,2024-02-01,1535158.0
Kentucky,2024-02-01,2076734.0
Louisiana,2024-02-01,2084625.0
Massachusetts,2024-02-01,3891422.0
Maryland,2024-02-01,3230773.0
Maine,2024-02-01,701899.0
Michigan,2024-02-01,5040060.0
Minnesota,2024-02-01,3117171.0
Missouri,2024-02-01,3128566.0
Mississippi,2024-02-01,1256504.0
Montana,2024-02-01,575616.0
North Carolina,2024-02-01,5292579.0
North Dakota,2024-02-01,421392.0
Nebraska,2024-02-01,1070453.0
New Hampshire,2024-02-01,767139.0
New Jersey,2024-02-01,4890460.0
New Mexico,2024-02-01,976709.0
Nevada,2024-02-01,1628061.0
New York,2024-02-01,9897589.0
Ohio,2024-02-01,5886425.0
Oklahoma,2024-02-01,1992783.0
Oregon,2024-02-01,2184176.0
Pennsylvania,2024-02-01,6606786.0
Rhode Island,2024-02-01,592319.0
South Carolina,2024-02-01,2534679.0
South Dakota,2024-02-01,482266.0
Tennessee,2024-02-01,3431341.0
Texas,2024-02-01,15464756.0
Utah,2024-02-01,1816218.0
Virginia,2024-02-01,4552678.0
Vermont,2024-02-01,353209.0
Washington,2024-02-01,4037206.0
Wisconsin,2024-02-01,3138813.0
West Virginia,2024-02-01,792475.0
Wyoming,2024-02-01,292186.0
Alaska,2024-03-01,358813.0
Alabama,2024-03-01,2347252.0
Arkansas,2024-03-01,1403289.0
Arizona,2024-03-01,3721752.0
California,2024-03-01,19617893.0
Colorado,2024-03-01,3256027.0
Connecticut,2024-03-01,1925045.0
District of Columbia,2024-03-01,413166.0
Delaware,2024-03-01,509669.0
Florida,2024-03-01,11106525.0
Georgia,2024-03-01,5416847.0
Hawaii,2024-03-01,679390.0
Iowa,2024-03-01,1702088.0
Idaho,2024-03-01,989837.0
Illinois,2024-03-01,6616478.0
Indiana,2024-03-01,3445818.0
Kansas,2024-03-01,1538092.0
Kentucky,2024-03-01,2081075.0
Louisiana,2024-03-01,2084166.0
Massachusetts,2024-03-01,3900976.0
Maryland,2024-03-01,3234164.0
Maine,2024-03-01,703155.0
Michigan,2024-03-01,5045007.0
Minnesota,2024-03-01,3122769.0
Missouri,2024-03-01,3132019.0
Mississippi,2024-03-01,1259672.0
Montana,2024-03-01,576350.0
North Carolina,2024-03-01,5294790.0
North Dakota,2024-03-01,422067.0
Nebraska,2024-03-01,1071551.0
New Hampshire,2024-03-01,768071.0
New Jersey,2024-03-01,4895118.0
New Mexico,2024-03-01,978138.0
Nevada,2024-03-01,1631187.0
New York,2024-03-01,9904307.0
Ohio,2024-03-01,5897533.0
Oklahoma,2024-03-01,1993556.0
Oregon,2024-03-01,2186324.0
Pennsylvania,2024-03-01,6602101.0
Rhode Island,2024-03-01,593238.0
South Carolina,2024-03-01,2541500.0
South Dakota,2024-03-01,482692.0
Tennessee,2024-03-01,3436116.0
Texas,2024-03-01,15504849.0
Utah,2024-03-01,1818781.0
Virginia,2024-03-01,4552210.0
Vermont,2024-03-01,353394.0
Washington,2024-03-01,4038195.0
Wisconsin,2024-03-01,3140139.0
West Virginia,2024-03-01,792466.0
Wyoming,2024-03-01,292234.0
Alaska,2024-04-01,359345.0
Alabama,2024-04-01,2350202.0
Arkansas,2024-04-01,1406254.0
Arizona,2024-04-01,3726761.0
California,2024-04-01,19638180.0
Colorado,2024-04-01,3259976.0
Connecticut,2024-04-01,1927691.0
District of Columbia,2024-04-01,413275.0
Delaware,2024-04-01,509862.0
Florida,2024-04-01,11113287.0
Georgia,2024-04-01,5423031.0
Hawaii,2024-04-01,680196.0
Iowa,2024-04-01,1704384.0
Idaho,2024-04-01,992304.0
Illinois,2024-04-01,6630564.0
Indiana,2024-04-01,3453887.0
Kansas,2024-04-01,1541458.0
Kentucky,2024-04-01,2085857.0
Louisiana,2024-04-01,2084820.0
Massachusetts,2024-04-01,3910936.0
Maryland,2024-04-01,3236735.0
Maine,2024-04-01,704564.0
Michigan,2024-04-01,5051791.0
Minnesota,2024-04-01,3128586.0
Missouri,2024-04-01,3136404.0
Mississippi,2024-04-01,1263512.0
Montana,2024-04-01,577398.0
North Carolina,2024-04-01,5297456.0
North Dakota,2024-04-01,422930.0
Nebraska,2024-04-01,1073087.0
New Hampshire,2024-04-01,769086.0
New Jersey,2024-04-01,4900580.0
New Mexico,2024-04-01,979452.0
Nevada,2024-04-01,1634683.0
New York,2024-04-01,9914778.0
Ohio,2024-04-01,5909763.0
Oklahoma,2024-04-01,1994846.0
Oregon,2024-04-01,2188533.0
Pennsylvania,2024-04-01,6596095.0
Rhode Island,2024-04-01,593992.0
South Carolina,2024-04-01,2549807.0
South Dakota,2024-04-01,483308.0
Tennessee,2024-04-01,3443236.0
Texas,2024-04-01,15547567.0
Utah,2024-04-01,1821796.0
Virginia,2024-04-01,4552271.0
Vermont,2024-04-01,353587.0
Washington,2024-04-01,4040906.0
Wisconsin,2024-04-01,3141624.0
West Virginia,2024-04-01,792300.0
Wyoming,2024-04-01,292361.0
Alaska,2024-05-01,359970.0
Alabama,2024-05-01,2353106.0
Arkansas,2024-05-01,1409402.0
Arizona,2024-05-01,3732625.0
California,2024-05-01,19673274.0
Colorado,2024-05-01,3264467.0
Connecticut,2024-05-01,1930318.0
District of Columbia,2024-05-01,413259.0
Delaware,2024-05-01,510213.0
Florida,2024-05-01,11122051.0
Georgia,2024-05-01,5429535.0
Hawaii,2024-05-01,681401.0
Iowa,2024-05-01,1707124.0
Idaho,2024-05-01,994993.0
Illinois,2024-05-01,6643662.0
Indiana,2024-05-01,3463227.0
Kansas,2024-05-01,1544960.0
Kentucky,2024-05-01,2090981.0
Louisiana,2024-05-01,2086574.0
Massachusetts,2024-05-01,3920289.0
Maryland,2024-05-01,3240926.0
Maine,2024-05-01,706070.0
Michigan,2024-05-01,5059075.0
Minnesota,2024-05-01,3133745.0
Missouri,2024-05-01,3141943.0
Mississippi,2024-05-01,1268165.0
Montana,2024-05-01,578566.0
North Carolina,2024-05-01,5300022.0
North Dakota,2024-05-01,423915.0
Nebraska,2024-05-01,1074985.0
New Hampshire,2024-05-01,770110.0
New Jersey,2024-05-01,4905629.0
New Mexico,2024-05-01,980744.0
Nevada,2024-05-01,1638289.0
New York,2024-05-01,9927285.0
Ohio,2024-05-01,5922108.0
Oklahoma,2024-05-01,1996551.0
Oregon,2024-05-01,2190845.0
Pennsylvania,2024-05-01,6589474.0
Rhode Island,2024-05-01,594534.0
South Carolina,2024-05-01,2558925.0
South Dakota,2024-05-01,484090.0
Tennessee,2024-05-01,3451411.0
Texas,2024-05-01,15590962.0
Utah,2024-05-01,1825022.0
Virginia,2024-05-01,4552841.0
Vermont,2024-05-01,353797.0
Washington,2024-05-01,4044596.0
Wisconsin,2024-05-01,3143322.0
West Virginia,2024-05-01,791963.0
Wyoming,2024-05-01,292521.0
Alaska,2024-06-01,360554.0
Alabama,2024-06-01,2356478.0
Arkansas,2024-06-01,1412275.0
Arizona,2024-06-01,3738461.0
California,2024-06-01,19703210.0
Colorado,2024-06-01,3268553.0
Connecticut,2024-06-01,1932464.0
District of Columbia,2024-06-01,413193.0
Delaware,2024-06-01,510608.0
Florida,2024-06-01,11127717.0
Georgia,2024-06-01,5433380.0
Hawaii,2024-06-01,682514.0
Iowa,2024-06-01,1709383.0
Idaho,2024-06-01,997430.0
Illinois,2024-06-01,6652901.0
Indiana,2024-06-01,3472328.0
Kansas,2024-06-01,1548236.0
Kentucky,2024-06-01,2096009.0
Louisiana,2024-06-01,2088698.0
Massachusetts,2024-06-01,3926808.0
Maryland,2024-06-01,3243030.0
Maine,2024-06-01,707413.0
Michigan,2024-06-01,5065022.0
Minnesota,2024-06-01,3137807.0
Missouri,2024-06-01,3146518.0
Mississippi,2024-06-01,1272868.0
Montana,2024-06-01,579439.0
North Carolina,2024-06-01,5301411.0
North Dakota,2024-06-01,424862.0
Nebraska,2024-06-01,1077036.0
New Hampshire,2024-06-01,770962.0
New Jersey,2024-06-01,4908702.0
New Mexico,2024-06-01,981879.0
Nevada,2024-06-01,1641526.0
New York,2024-06-01,9937299.0
Ohio,2024-06-01,5932666.0
Oklahoma,2024-06-01,1998141.0
Oregon,2024-06-01,2192807.0
Pennsylvania,2024-06-01,6581371.0
Rhode Island,2024-06-01,594706.0
South Carolina,2024-06-01,2567402.0
South Dakota,2024-06-01,484900.0
Tennessee,2024-06-01,3458781.0
Texas,2024-06-01,15630973.0
Utah,2024-06-01,1827812.0
Virginia,2024-06-01,4553133.0
Vermont,2024-06-01,353904.0
Washington,2024-06-01,4046264.0
Wisconsin,2024-06-01,3144858.0
West Virginia,2024-06-01,791357.0
Wyoming,2024-06-01,292613.0
Alaska,2024-07-01,360954.0
Alabama,2024-07-01,2360530.0
Arkansas,2024-07-01,1414569.0
Arizona,2024-07-01,3743709.0
California,2024-07-01,19725484.0
Colorado,2024-07-01,3271217.0
Connecticut,2024-07-01,1934186.0
District of Columbia,2024-07-01,413164.0
Delaware,2024-07-01,510948.0
Florida,2024-07-01,11128004.0
Georgia,2024-07-01,5434127.0
Hawaii,2024-07-01,683378.0
Iowa,2024-07-01,1710631.0
Idaho,2024-07-01,999252.0
Illinois,2024-07-01,6657256.0
Indiana,2024-07-01,3479960.0
Kansas,2024-07-01,1551110.0
Kentucky,2024-07-01,2100537.0
Louisiana,2024-07-01,2090335.0
Massachusetts,2024-07-01,3930779.0
Maryland,2024-07-01,3245097.0
Maine,2024-07-01,708382.0
Michigan,2024-07-01,5068756.0
Minnesota,2024-07-01,3141098.0
Missouri,2024-07-01,3149358.0
Mississippi,2024-07-01,1277235.0
Montana,2024-07-01,579661.0
North Carolina,2024-07-01,5300665.0
