,variable,value
Maine,2017-09-01,702059.0
Michigan,2017-09-01,4921634.0
Minnesota,2017-09-01,3069623.0
Missouri,2017-09-01,3049359.0
Mississippi,2017-09-01,1269051.0
Montana,2017-09-01,530194.0
North Carolina,2017-09-01,4879411.0
North Dakota,2017-09-01,413394.0
Nebraska,2017-09-01,1023897.0
New Hampshire,2017-09-01,758258.0
New Jersey,2017-09-01,4613608.0
New Mexico,2017-09-01,944028.0
Nevada,2017-09-01,1456885.0
New York,2017-09-01,9855369.0
Ohio,2017-09-01,5829158.0
Oklahoma,2017-09-01,1828537.0
Oregon,2017-09-01,2084965.0
Pennsylvania,2017-09-01,6482632.0
Rhode Island,2017-09-01,569071.0
South Carolina,2017-09-01,2266486.0
South Dakota,2017-09-01,456923.0
Tennessee,2017-09-01,3201719.0
Texas,2017-09-01,13513740.0
Utah,2017-09-01,1563453.0
Virginia,2017-09-01,4336048.0
Vermont,2017-09-01,354302.0
Washington,2017-09-01,3754323.0
Wisconsin,2017-09-01,3145226.0
West Virginia,2017-09-01,785534.0
Wyoming,2017-09-01,293440.0
Alaska,2017-10-01,358592.0
Alabama,2017-10-01,2207465.0
Arkansas,2017-10-01,1341423.0
Arizona,2017-10-01,3261088.0
California,2017-10-01,19228301.0
Colorado,2017-10-01,2997994.0
Connecticut,2017-10-01,1909315.0
District of Columbia,2017-10-01,394951.0
Delaware,2017-10-01,477521.0
Florida,2017-10-01,9992561.0
Georgia,2017-10-01,5114280.0
Hawaii,2017-10-01,693299.0
Iowa,2017-10-01,1689899.0
Idaho,2017-10-01,847840.0
Illinois,2017-10-01,6556880.0
Indiana,2017-10-01,3337543.0
Kansas,2017-10-01,1488379.0
Kentucky,2017-10-01,2045582.0
Louisiana,2017-10-01,2100649.0
Massachusetts,2017-10-01,3743965.0
Maryland,2017-10-01,3258782.0
Maine,2017-10-01,700989.0
Michigan,2017-10-01,4921385.0
Minnesota,2017-10-01,3067975.0
Missouri,2017-10-01,3046490.0
Mississippi,2017-10-01,1267802.0
Montana,2017-10-01,530057.0
North Carolina,2017-10-01,4879643.0
North Dakota,2017-10-01,412936.0
Nebraska,2017-10-01,1023841.0
New Hampshire,2017-10-01,758293.0
New Jersey,2017-10-01,4606841.0
New Mexico,2017-10-01,942756.0
Nevada,2017-10-01,1460220.0
New York,2017-10-01,9841071.0
Ohio,2017-10-01,5820642.0
Oklahoma,2017-10-01,1829311.0
Oregon,2017-10-01,2083825.0
Pennsylvania,2017-10-01,6478938.0
Rhode Island,2017-10-01,569153.0
South Carolina,2017-10-01,2264971.0
South Dakota,2017-10-01,456694.0
Tennessee,2017-10-01,3204205.0
Texas,2017-10-01,13529038.0
Utah,2017-10-01,1564691.0
Virginia,2017-10-01,4336283.0
Vermont,2017-10-01,354172.0
Washington,2017-10-01,3756362.0
Wisconsin,2017-10-01,3142143.0
West Virginia,2017-10-01,785741.0
Wyoming,2017-10-01,293078.0
Alaska,2017-11-01,357832.0
Alabama,2017-11-01,2208532.0
Arkansas,2017-11-01,1340197.0
Arizona,2017-11-01,3266467.0
California,2017-11-01,19218639.0
Colorado,2017-11-01,3003144.0
Connecticut,2017-11-01,1907135.0
District of Columbia,2017-11-01,395001.0
Delaware,2017-11-01,477579.0
Florida,2017-11-01,9997986.0
Georgia,2017-11-01,5113165.0
Hawaii,2017-11-01,692653.0
Iowa,2017-11-01,1688795.0
Idaho,2017-11-01,849291.0
Illinois,2017-11-01,6554599.0
Indiana,2017-11-01,3338026.0
Kansas,2017-11-01,1486470.0
Kentucky,2017-11-01,2043535.0
Louisiana,2017-11-01,2100733.0
Massachusetts,2017-11-01,3749313.0
Maryland,2017-11-01,3257766.0
Maine,2017-11-01,699785.0
Michigan,2017-11-01,4919605.0
Minnesota,2017-11-01,3066127.0
Missouri,2017-11-01,3043622.0
Mississippi,2017-11-01,1266613.0
Montana,2017-11-01,529992.0
North Carolina,2017-11-01,4877590.0
North Dakota,2017-11-01,412665.0
Nebraska,2017-11-01,1023864.0
New Hampshire,2017-11-01,758611.0
New Jersey,2017-11-01,4599881.0
New Mexico,2017-11-01,941750.0
Nevada,2017-11-01,1463526.0
New York,2017-11-01,9825046.0
Ohio,2017-11-01,5809489.0
Oklahoma,2017-11-01,1829780.0
Oregon,2017-11-01,2082386.0
Pennsylvania,2017-11-01,6476072.0
Rhode Island,2017-11-01,569205.0
South Carolina,2017-11-01,2263175.0
South Dakota,2017-11-01,456452.0
Tennessee,2017-11-01,3205969.0
Texas,2017-11-01,13546877.0
Utah,2017-11-01,1565804.0
Virginia,2017-11-01,4336807.0
Vermont,2017-11-01,354051.0
Washington,2017-11-01,3758494.0
Wisconsin,2017-11-01,3139070.0
West Virginia,2017-11-01,785656.0
Wyoming,2017-11-01,292689.0
Alaska,2017-12-01,357103.0
Alabama,2017-12-01,2210701.0
Arkansas,2017-12-01,1339224.0
Arizona,2017-12-01,3273052.0
California,2017-12-01,19214570.0
Colorado,2017-12-01,3008759.0
Connecticut,2017-12-01,1906047.0
District of Columbia,2017-12-01,395250.0
Delaware,2017-12-01,477707.0
Florida,2017-12-01,10007150.0
Georgia,2017-12-01,5111412.0
Hawaii,2017-12-01,692634.0
Iowa,2017-12-01,1688678.0
Idaho,2017-12-01,850626.0
Illinois,2017-12-01,6552397.0
Indiana,2017-12-01,3341073.0
Kansas,2017-12-01,1485497.0
Kentucky,2017-12-01,2042076.0
Louisiana,2017-12-01,2101751.0
Massachusetts,2017-12-01,3757459.0
Maryland,2017-12-01,3256935.0
Maine,2017-12-01,698782.0
Michigan,2017-12-01,4918650.0
Minnesota,2017-12-01,3064718.0
Missouri,2017-12-01,3041674.0
Mississippi,2017-12-01,1266035.0
Montana,2017-12-01,530058.0
North Carolina,2017-12-01,4875928.0
North Dakota,2017-12-01,412576.0
Nebraska,2017-12-01,1024266.0
New Hampshire,2017-12-01,759358.0
New Jersey,2017-12-01,4593657.0
New Mexico,2017-12-01,941150.0
Nevada,2017-12-01,1467126.0
New York,2017-12-01,9810886.0
Ohio,2017-12-01,5799019.0
Oklahoma,2017-12-01,1830382.0
Oregon,2017-12-01,2080849.0
Pennsylvania,2017-12-01,6474865.0
Rhode Island,2017-12-01,569398.0
South Carolina,2017-12-01,2261625.0
South Dakota,2017-12-01,456396.0
Tennessee,2017-12-01,3208324.0
Texas,2017-12-01,13568610.0
Utah,2017-12-01,1567240.0
Virginia,2017-12-01,4338678.0
Vermont,2017-12-01,354016.0
Washington,2017-12-01,3762487.0
Wisconsin,2017-12-01,3136815.0
West Virginia,2017-12-01,785676.0
Wyoming,2017-12-01,292378.0
Alaska,2018-01-01,356498.0
Alabama,2018-01-01,2214527.0
Arkansas,2018-01-01,1338772.0
Arizona,2018-01-01,3281017.0
California,2018-01-01,19222096.0
Colorado,2018-01-01,3015824.0
Connecticut,2018-01-01,1906315.0
District of Columbia,2018-01-01,395730.0
Delaware,2018-01-01,478139.0
Florida,2018-01-01,10020689.0
Georgia,2018-01-01,5110825.0
Hawaii,2018-01-01,693275.0
Iowa,2018-01-01,1690271.0
Idaho,2018-01-01,852121.0
Illinois,2018-01-01,6550963.0
Indiana,2018-01-01,3347959.0
Kansas,2018-01-01,1485942.0
Kentucky,2018-01-01,2042001.0
Louisiana,2018-01-01,2104108.0
Massachusetts,2018-01-01,3769274.0
Maryland,2018-01-01,3257332.0
Maine,2018-01-01,698341.0
Michigan,2018-01-01,4920884.0
Minnesota,2018-01-01,3064496.0
Missouri,2018-01-01,3041374.0
Mississippi,2018-01-01,1266186.0
Montana,2018-01-01,530392.0
North Carolina,2018-01-01,4877314.0
North Dakota,2018-01-01,412653.0
Nebraska,2018-01-01,1025277.0
New Hampshire,2018-01-01,760670.0
New Jersey,2018-01-01,4590359.0
New Mexico,2018-01-01,941212.0
Nevada,2018-01-01,1471357.0
New York,2018-01-01,9803080.0
Ohio,2018-01-01,5793192.0
Oklahoma,2018-01-01,1831536.0
Oregon,2018-01-01,2079631.0
Pennsylvania,2018-01-01,6476843.0
Rhode Island,2018-01-01,569855.0
South Carolina,2018-01-01,2261165.0
South Dakota,2018-01-01,456643.0
Tennessee,2018-01-01,3212889.0
Texas,2018-01-01,13595908.0
Utah,2018-01-01,1569406.0
Virginia,2018-01-01,4342632.0
Vermont,2018-01-01,354113.0
Washington,2018-01-01,3769895.0
Wisconsin,2018-01-01,3136136.0
West Virginia,2018-01-01,786241.0
Wyoming,2018-01-01,292255.0
Alaska,2018-02-01,356060.0
Alabama,2018-02-01,2220091.0
Arkansas,2018-02-01,1338982.0
Arizona,2018-02-01,3290510.0
California,2018-02-01,19243453.0
Colorado,2018-02-01,3024932.0
Connecticut,2018-02-01,1908198.0
District of Columbia,2018-02-01,396596.0
Delaware,2018-02-01,478988.0
Florida,2018-02-01,10038622.0
Georgia,2018-02-01,5113029.0
Hawaii,2018-02-01,694409.0
Iowa,2018-02-01,1693853.0
Idaho,2018-02-01,854034.0
Illinois,2018-02-01,6551798.0
Indiana,2018-02-01,3358941.0
Kansas,2018-02-01,1487776.0
Kentucky,2018-02-01,2043979.0
Louisiana,2018-02-01,2107711.0
Massachusetts,2018-02-01,3784535.0
Maryland,2018-02-01,3259763.0
Maine,2018-02-01,698713.0
Michigan,2018-02-01,4927259.0
Minnesota,2018-02-01,3065788.0
Missouri,2018-02-01,3042969.0
Mississippi,2018-02-01,1267261.0
Montana,2018-02-01,531118.0
North Carolina,2018-02-01,4882825.0
North Dakota,2018-02-01,412835.0
Nebraska,2018-02-01,1027012.0
New Hampshire,2018-02-01,762613.0
New Jersey,2018-02-01,4592098.0
New Mexico,2018-02-01,942012.0
Nevada,2018-02-01,1476371.0
New York,2018-02-01,9804282.0
Ohio,2018-02-01,5794297.0
Oklahoma,2018-02-01,1833233.0
Oregon,2018-02-01,2078914.0
Pennsylvania,2018-02-01,6482943.0
Rhode Island,2018-02-01,570638.0
South Carolina,2018-02-01,2262610.0
South Dakota,2018-02-01,457231.0
Tennessee,2018-02-01,3220532.0
Texas,2018-02-01,13629499.0
Utah,2018-02-01,1572534.0
Virginia,2018-02-01,4348614.0
Vermont,2018-02-01,354366.0
Washington,2018-02-01,3781049.0
Wisconsin,2018-02-01,3137140.0
West Virginia,2018-02-01,787537.0
Wyoming,2018-02-01,292389.0
Alaska,2018-03-01,355769.0
Alabama,2018-03-01,2225982.0
Arkansas,2018-03-01,1339618.0
Arizona,2018-03-01,3300813.0
California,2018-03-01,19272324.0
Colorado,2018-03-01,3035284.0
Connecticut,2018-03-01,1911441.0
District of Columbia,2018-03-01,397571.0
Delaware,2018-03-01,480050.0
Florida,2018-03-01,10058444.0
Georgia,2018-03-01,5117242.0
Hawaii,2018-03-01,695627.0
Iowa,2018-03-01,1698663.0
Idaho,2018-03-01,856277.0
Illinois,2018-03-01,6554433.0
Indiana,2018-03-01,3372302.0
Kansas,2018-03-01,1490246.0
Kentucky,2018-03-01,2047306.0
Louisiana,2018-03-01,2111364.0
Massachusetts,2018-03-01,3800886.0
Maryland,2018-03-01,3263750.0
Maine,2018-03-01,699692.0
Michigan,2018-03-01,4935364.0
Minnesota,2018-03-01,3067888.0
Missouri,2018-03-01,3045227.0
Mississippi,2018-03-01,1269105.0
Montana,2018-03-01,532148.0
North Carolina,2018-03-01,4891265.0
North Dakota,2018-03-01,412956.0
Nebraska,2018-03-01,1029174.0
New Hampshire,2018-03-01,764962.0
New Jersey,2018-03-01,4598161.0
New Mexico,2018-03-01,943279.0
Nevada,2018-03-01,1481806.0
New York,2018-03-01,9813082.0
Ohio,2018-03-01,5800942.0
Oklahoma,2018-03-01,1834709.0
Oregon,2018-03-01,2078289.0
Pennsylvania,2018-03-01,6491802.0
Rhode Island,2018-03-01,571611.0
South Carolina,2018-03-01,2265979.0
South Dakota,2018-03-01,457969.0
Tennessee,2018-03-01,3230150.0
Texas,2018-03-01,13665155.0
Utah,2018-03-01,1576272.0
Virginia,2018-03-01,4354678.0
Vermont,2018-03-01,354697.0
Washington,2018-03-01,3794275.0
Wisconsin,2018-03-01,3138675.0
West Virginia,2018-03-01,789331.0
Wyoming,2018-03-01,292701.0
Alaska,2018-04-01,355468.0
Alabama,2018-04-01,2231472.0
Arkansas,2018-04-01,1339999.0
Arizona,2018-04-01,3310523.0
California,2018-04-01,19296900.0
Colorado,2018-04-01,3044888.0
Connecticut,2018-04-01,1915210.0
District of Columbia,2018-04-01,398044.0
Delaware,2018-04-01,480845.0
Florida,2018-04-01,10076751.0
Georgia,2018-04-01,5120103.0
Hawaii,2018-04-01,696418.0
Iowa,2018-04-01,1703146.0
Idaho,2018-04-01,858466.0
Illinois,2018-04-01,6556223.0
Indiana,2018-04-01,3384540.0
Kansas,2018-04-01,1492261.0
Kentucky,2018-04-01,2050301.0
Louisiana,2018-04-01,2113091.0
Massachusetts,2018-04-01,3815127.0
Maryland,2018-04-01,3267484.0
Maine,2018-04-01,700751.0
Michigan,2018-04-01,4940831.0
Minnesota,2018-04-01,3069300.0
Missouri,2018-04-01,3046286.0
Mississippi,2018-04-01,1270137.0
Montana,2018-04-01,533182.0
North Carolina,2018-04-01,4899267.0
North Dakota,2018-04-01,412781.0
Nebraska,2018-04-01,1031157.0
New Hampshire,2018-04-01,767150.0
New Jersey,2018-04-01,4605163.0
New Mexico,2018-04-01,944469.0
Nevada,2018-04-01,1486875.0
New York,2018-04-01,9823863.0
Ohio,2018-04-01,5808831.0
Oklahoma,2018-04-01,1834720.0
Oregon,2018-04-01,2077094.0
Pennsylvania,2018-04-01,6500303.0
Rhode Island,2018-04-01,572453.0
South Carolina,2018-04-01,2270297.0
South Dakota,2018-04-01,458546.0
Tennessee,2018-04-01,3239107.0
Texas,2018-04-01,13694410.0
Utah,2018-04-01,1579760.0
Virginia,2018-04-01,4357520.0
Vermont,2018-04-01,354958.0
Washington,2018-04-01,3806442.0
Wisconsin,2018-04-01,3138784.0
West Virginia,2018-04-01,790986.0
Wyoming,2018-04-01,292992.0
Alaska,2018-05-01,355095.0
Alabama,2018-05-01,2234988.0
Arkansas,2018-05-01,1339773.0
Arizona,2018-05-01,3319150.0
California,2018-05-01,19310247.0
Colorado,2018-05-01,3052254.0
Connecticut,2018-05-01,1918502.0
District of Columbia,2018-05-01,397790.0
Delaware,2018-05-01,481117.0
Florida,2018-05-01,10091633.0
Georgia,2018-05-01,5119347.0
Hawaii,2018-05-01,696457.0
Iowa,2018-05-01,1706274.0
Idaho,2018-05-01,860364.0
Illinois,2018-05-01,6556049.0
Indiana,2018-05-01,3392942.0
Kansas,2018-05-01,1493178.0
Kentucky,2018-05-01,2051706.0
Louisiana,2018-05-01,2111988.0
Massachusetts,2018-05-01,3825483.0
Maryland,2018-05-01,3269533.0
Maine,2018-05-01,701466.0
Michigan,2018-05-01,4942041.0
Minnesota,2018-05-01,3069405.0
Missouri,2018-05-01,3045398.0
Mississippi,2018-05-01,1270079.0
Montana,2018-05-01,533977.0
North Carolina,2018-05-01,4904424.0
North Dakota,2018-05-01,412241.0
Nebraska,2018-05-01,1032631.0
New Hampshire,2018-05-01,768610.0
New Jersey,2018-05-01,4610201.0
New Mexico,2018-05-01,945219.0
Nevada,2018-05-01,1491150.0
New York,2018-05-01,9830800.0
Ohio,2018-05-01,5814368.0
Oklahoma,2018-05-01,1832883.0
Oregon,2018-05-01,2075233.0
Pennsylvania,2018-05-01,6506622.0
Rhode Island,2018-05-01,572881.0
South Carolina,2018-05-01,2274737.0
South Dakota,2018-05-01,458806.0
Tennessee,2018-05-01,3245698.0
Texas,2018-05-01,13712961.0
Utah,2018-05-01,1582426.0
Virginia,2018-05-01,4355424.0
Vermont,2018-05-01,355045.0
Washington,2018-05-01,3815647.0
Wisconsin,2018-05-01,3136204.0
West Virginia,2018-05-01,792107.0
Wyoming,2018-05-01,293103.0
Alaska,2018-06-01,354670.0
Alabama,2018-06-01,2237074.0
Arkansas,2018-06-01,1339258.0
Arizona,2018-06-01,3327171.0
California,2018-06-01,19313643.0
Colorado,2018-06-01,3057124.0
Connecticut,2018-06-01,1921010.0
District of Columbia,2018-06-01,396959.0
Delaware,2018-06-01,480929.0
Florida,2018-06-01,10102374.0
Georgia,2018-06-01,5115324.0
Hawaii,2018-06-01,695776.0
Iowa,2018-06-01,1707955.0
Idaho,2018-06-01,861966.0
Illinois,2018-06-01,6554579.0
Indiana,2018-06-01,3396811.0
Kansas,2018-06-01,1492967.0
Kentucky,2018-06-01,2051396.0
Louisiana,2018-06-01,2108638.0
Massachusetts,2018-06-01,3831789.0
Maryland,2018-06-01,3269981.0
Maine,2018-06-01,701698.0
Michigan,2018-06-01,4940348.0
Minnesota,2018-06-01,3068591.0
Missouri,2018-06-01,3042998.0
Mississippi,2018-06-01,1268826.0
Montana,2018-06-01,534497.0
North Carolina,2018-06-01,4906758.0
North Dakota,2018-06-01,411498.0
Nebraska,2018-06-01,1033622.0
New Hampshire,2018-06-01,769231.0
New Jersey,2018-06-01,4612096.0
New Mexico,2018-06-01,945552.0
Nevada,2018-06-01,1494756.0
New York,2018-06-01,9832509.0
Ohio,2018-06-01,5816161.0
Oklahoma,2018-06-01,1829926.0
Oregon,2018-06-01,2073562.0
Pennsylvania,2018-06-01,6510858.0
Rhode Island,2018-06-01,572875.0
South Carolina,2018-06-01,2279239.0
South Dakota,2018-06-01,458793.0
Tennessee,2018-06-01,3250483.0
Texas,2018-06-01,13722218.0
Utah,2018-06-01,1584302.0
Virginia,2018-06-01,4350195.0
Vermont,2018-06-01,354936.0
Washington,2018-06-01,3822176.0
Wisconsin,2018-06-01,3131226.0
West Virginia,2018-06-01,792628.0
Wyoming,2018-06-01,293022.0
Alaska,2018-07-01,354202.0
Alabama,2018-07-01,2238463.0
Arkansas,2018-07-01,1338897.0
Arizona,2018-07-01,3335123.0
California,2018-07-01,19311140.0
Colorado,2018-07-01,3059993.0
Connecticut,2018-07-01,1922888.0
District of Columbia,2018-07-01,395872.0
Delaware,2018-07-01,480484.0
Florida,2018-07-01,10109684.0
Georgia,2018-07-01,5109510.0
Hawaii,2018-07-01,694556.0
Iowa,2018-07-01,1708522.0
Idaho,2018-07-01,863362.0
Illinois,2018-07-01,6552241.0
Indiana,2018-07-01,3396231.0
Kansas,2018-07-01,1491979.0
Kentucky,2018-07-01,2049557.0
Louisiana,2018-07-01,2103945.0
Massachusetts,2018-07-01,3834581.0
Maryland,2018-07-01,3269608.0
Maine,2018-07-01,701436.0
Michigan,2018-07-01,4937813.0
Minnesota,2018-07-01,3067455.0
Missouri,2018-07-01,3039930.0
Mississippi,2018-07-01,1266735.0
Montana,2018-07-01,534832.0
North Carolina,2018-07-01,4906826.0
North Dakota,2018-07-01,410769.0
Nebraska,2018-07-01,1034310.0
New Hampshire,2018-07-01,769227.0
New Jersey,2018-07-01,4611059.0
New Mexico,2018-07-01,945649.0
Nevada,2018-07-01,1497993.0
New York,2018-07-01,9830902.0
Ohio,2018-07-01,5815042.0
Oklahoma,2018-07-01,1826644.0
Oregon,2018-07-01,2072518.0
Pennsylvania,2018-07-01,6513633.0
Rhode Island,2018-07-01,572513.0
South Carolina,2018-07-01,2283852.0
South Dakota,2018-07-01,458603.0
Tennessee,2018-07-01,3253879.0
Texas,2018-07-01,13725433.0
Utah,2018-07-01,1585625.0
Virginia,2018-07-01,4344543.0
Vermont,2018-07-01,354645.0
Washington,2018-07-01,3827191.0
Wisconsin,2018-07-01,3124973.0
West Virginia,2018-07-01,792602.0
Wyoming,2018-07-01,292817.0
Alaska,2018-08-01,353725.0
Alabama,2018-08-01,2239251.0
Arkansas,2018-08-01,1339306.0
Arizona,2018-08-01,3344235.0
California,2018-08-01,19311464.0
Colorado,2018-08-01,3062145.0
Connecticut,2018-08-01,1924548.0
District of Columbia,2018-08-01,394964.0
Delaware,2018-08-01,480135.0
Florida,2018-08-01,10116757.0
Georgia,2018-08-01,5104655.0
Hawaii,2018-08-01,693097.0
Iowa,2018-08-01,1708907.0
Idaho,2018-08-01,864894.0
Illinois,2018-08-01,6551206.0
Indiana,2018-08-01,3393393.0
Kansas,2018-08-01,1491132.0
Kentucky,2018-08-01,2047172.0
Louisiana,2018-08-01,2099491.0
Massachusetts,2018-08-01,3835875.0
Maryland,2018-08-01,3270271.0
Maine,2018-08-01,700956.0
Michigan,2018-08-01,4937504.0
Minnesota,2018-08-01,3067472.0
Missouri,2018-08-01,3037789.0
Mississippi,2018-08-01,1265370.0
Montana,2018-08-01,535249.0
North Carolina,2018-08-01,4907147.0
North Dakota,2018-08-01,410319.0
Nebraska,2018-08-01,1035154.0
New Hampshire,2018-08-01,769076.0
New Jersey,2018-08-01,4609237.0
New Mexico,2018-08-01,945960.0
Nevada,2018-08-01,1501510.0
New York,2018-08-01,9830123.0
Ohio,2018-08-01,5815036.0
Oklahoma,2018-08-01,1823936.0
Oregon,2018-08-01,2073066.0
Pennsylvania,2018-08-01,6517145.0
Rhode Island,2018-08-01,572055.0
South Carolina,2018-08-01,2288851.0
South Dakota,2018-08-01,458463.0
Tennessee,2018-08-01,3257296.0
Texas,2018-08-01,13729166.0
Utah,2018-08-01,1586998.0
Virginia,2018-08-01,4341692.0
Vermont,2018-08-01,354312.0
Washington,2018-08-01,3832666.0
Wisconsin,2018-08-01,3119399.0
West Virginia,2018-08-01,792385.0
Wyoming,2018-08-01,292638.0
Alaska,2018-09-01,353257.0
Alabama,2018-09-01,2241462.0
Arkansas,2018-09-01,1340798.0
Arizona,2018-09-01,3354886.0
California,2018-09-01,19319744.0
Colorado,2018-09-01,3064766.0
Connecticut,2018-09-01,1926116.0
District of Columbia,2018-09-01,394485.0
Delaware,2018-09-01,480129.0
Florida,2018-09-01,10125597.0
Georgia,2018-09-01,5102401.0
Hawaii,2018-09-01,691614.0
Iowa,2018-09-01,1709789.0
Idaho,2018-09-01,866799.0
Illinois,2018-09-01,6553072.0
Indiana,2018-09-01,3390914.0
Kansas,2018-09-01,1491039.0
Kentucky,2018-09-01,2045292.0
Louisiana,2018-09-01,2096648.0
Massachusetts,2018-09-01,3837319.0
Maryland,2018-09-01,3273262.0
Maine,2018-09-01,700467.0
Michigan,2018-09-01,4940876.0
Minnesota,2018-09-01,3069433.0
Missouri,2018-09-01,3037702.0
Mississippi,2018-09-01,1264589.0
Montana,2018-09-01,535879.0
North Carolina,2018-09-01,4910350.0
North Dakota,2018-09-01,410309.0
Nebraska,2018-09-01,1036376.0
New Hampshire,2018-09-01,769164.0
New Jersey,2018-09-01,4608780.0
New Mexico,2018-09-01,946826.0
Nevada,2018-09-01,1505705.0
New York,2018-09-01,9831476.0
Ohio,2018-09-01,5818652.0
Oklahoma,2018-09-01,1822416.0
Oregon,2018-09-01,2075673.0
Pennsylvania,2018-09-01,6522999.0
Rhode Island,2018-09-01,571705.0
South Carolina,2018-09-01,2294065.0
South Dakota,2018-09-01,458560.0
Tennessee,2018-09-01,3262243.0
Texas,2018-09-01,13738074.0
Utah,2018-09-01,1588869.0
Virginia,2018-09-01,4343694.0
Vermont,2018-09-01,354055.0
Washington,2018-09-01,3840303.0
Wisconsin,2018-09-01,3115610.0
West Virginia,2018-09-01,792251.0
Wyoming,2018-09-01,292565.0
Alaska,2018-10-01,352881.0
Alabama,2018-10-01,2244777.0
Arkansas,2018-10-01,1343176.0
Arizona,2018-10-01,3366323.0
California,2018-10-01,19336652.0
Colorado,2018-10-01,3068350.0
Connecticut,2018-10-01,1927456.0
District of Columbia,2018-10-01,394609.0
Delaware,2018-10-01,480587.0
Florida,2018-10-01,10136280.0
Georgia,2018-10-01,5102990.0
Hawaii,2018-10-01,690314.0
Iowa,2018-10-01,1711575.0
Idaho,2018-10-01,869088.0
Illinois,2018-10-01,6557352.0
Indiana,2018-10-01,3390302.0
Kansas,2018-10-01,1491851.0
Kentucky,2018-10-01,2044613.0
Louisiana,2018-10-01,2095746.0
Massachusetts,2018-10-01,3839492.0
Maryland,2018-10-01,3278864.0
Maine,2018-10-01,700019.0
Michigan,2018-10-01,4947469.0
Minnesota,2018-10-01,3073134.0
Missouri,2018-10-01,3040113.0
Mississippi,2018-10-01,1265038.0
Montana,2018-10-01,536633.0
North Carolina,2018-10-01,4917554.0
North Dakota,2018-10-01,410743.0
Nebraska,2018-10-01,1037949.0
New Hampshire,2018-10-01,769675.0
New Jersey,2018-10-01,4611131.0
New Mexico,2018-10-01,948242.0
Nevada,2018-10-01,1510543.0
New York,2018-10-01,9835265.0
Ohio,2018-10-01,5825205.0
Oklahoma,2018-10-01,1822390.0
Oregon,2018-10-01,2079856.0
Pennsylvania,2018-10-01,6531837.0
Rhode Island,2018-10-01,571513.0
South Carolina,2018-10-01,2299403.0
South Dakota,2018-10-01,458985.0
Tennessee,2018-10-01,3269246.0
Texas,2018-10-01,13753322.0
Utah,2018-10-01,1591373.0
Virginia,2018-10-01,4350720.0
Vermont,2018-10-01,353910.0
Washington,2018-10-01,3850601.0
Wisconsin,2018-10-01,3113834.0
West Virginia,2018-10-01,792213.0
Wyoming,2018-10-01,292591.0
Alaska,2018-11-01,352588.0
Alabama,2018-11-01,2249040.0
Arkansas,2018-11-01,1345916.0
Arizona,2018-11-01,3377407.0
California,2018-11-01,19357820.0
Colorado,2018-11-01,3072875.0
Connecticut,2018-11-01,1928469.0
District of Columbia,2018-11-01,395344.0
Delaware,2018-11-01,481462.0
Florida,2018-11-01,10147309.0
Georgia,2018-11-01,5105686.0
Hawaii,2018-11-01,689271.0
Iowa,2018-11-01,1714454.0
Idaho,2018-11-01,871655.0
Illinois,2018-11-01,6563693.0
Indiana,2018-11-01,3392244.0
Kansas,2018-11-01,1493263.0
Kentucky,2018-11-01,2045199.0
Louisiana,2018-11-01,2096226.0
Massachusetts,2018-11-01,3842042.0
Maryland,2018-11-01,3286490.0
Maine,2018-11-01,699497.0
Michigan,2018-11-01,4955714.0
Minnesota,2018-11-01,3077755.0
Missouri,2018-11-01,3044344.0
Mississippi,2018-11-01,1266560.0
Montana,2018-11-01,537385.0
North Carolina,2018-11-01,4927943.0
North Dakota,2018-11-01,411530.0
Nebraska,2018-11-01,1039691.0
New Hampshire,2018-11-01,770555.0
New Jersey,2018-11-01,4616532.0
New Mexico,2018-11-01,949952.0
Nevada,2018-11-01,1515722.0
New York,2018-11-01,9840824.0
Ohio,2018-11-01,5832678.0
Oklahoma,2018-11-01,1823766.0
Oregon,2018-11-01,2084734.0
Pennsylvania,2018-11-01,6542689.0
Rhode Island,2018-11-01,571387.0
South Carolina,2018-11-01,2305056.0
South Dakota,2018-11-01,459657.0
Tennessee,2018-11-01,3278109.0
Texas,2018-11-01,13772019.0
Utah,2018-11-01,1594411.0
Virginia,2018-11-01,4361260.0
Vermont,2018-11-01,353874.0
Washington,2018-11-01,3863242.0
Wisconsin,2018-11-01,3113859.0
West Virginia,2018-11-01,792142.0
Wyoming,2018-11-01,292643.0
Alaska,2018-12-01,352265.0
Alabama,2018-12-01,2253497.0
Arkansas,2018-12-01,1348399.0
Arizona,2018-12-01,3387194.0
California,2018-12-01,19375766.0
Colorado,2018-12-01,3077736.0
Connecticut,2018-12-01,1928999.0
District of Columbia,2018-12-01,396511.0
Delaware,2018-12-01,482538.0
Florida,2018-12-01,10157440.0
Georgia,2018-12-01,5109390.0
Hawaii,2018-12-01,688415.0
Iowa,2018-12-01,1718151.0
Idaho,2018-12-01,874256.0
Illinois,2018-12-01,6570620.0
Indiana,2018-12-01,3395076.0
Kansas,2018-12-01,1494764.0
Kentucky,2018-12-01,2046850.0
Louisiana,2018-12-01,2097319.0
Massachusetts,2018-12-01,3844303.0
Maryland,2018-12-01,3294819.0
Maine,2018-12-01,698756.0
Michigan,2018-12-01,4963336.0
Minnesota,2018-12-01,3082118.0
Missouri,2018-12-01,3049062.0
Mississippi,2018-12-01,1268747.0
Montana,2018-12-01,538060.0
North Carolina,2018-12-01,4939598.0
