,GeoFIPS,State,LineCode,Description,value,Year,Quarter
1356,39000,Ohio,1,"Personal income (millions of dollars, seasonally adjusted)",534781.8,2017,Q1
1357,39000,Ohio,2,"Population (midperiod, persons) 1",11726178.0,2017,Q1
1358,39000,Ohio,3,Per capita personal income (dollars) 2,45606.0,2017,Q1
1359,40000,Oklahoma,1,"Personal income (millions of dollars, seasonally adjusted)",168430.2,2017,Q1
1360,40000,Oklahoma,2,"Population (midperiod, persons) 1",3919563.0,2017,Q1
1361,40000,Oklahoma,3,Per capita personal income (dollars) 2,42972.0,2017,Q1
1362,41000,Oregon,1,"Personal income (millions of dollars, seasonally adjusted)",192628.1,2017,Q1
1363,41000,Oregon,2,"Population (midperiod, persons) 1",4127524.0,2017,Q1
1364,41000,Oregon,3,Per capita personal income (dollars) 2,46669.0,2017,Q1
1365,42000,Pennsylvania,1,"Personal income (millions of dollars, seasonally adjusted)",660409.6,2017,Q1
1366,42000,Pennsylvania,2,"Population (midperiod, persons) 1",12937571.0,2017,Q1
1367,42000,Pennsylvania,3,Per capita personal income (dollars) 2,51046.0,2017,Q1
1368,44000,Rhode Island,1,"Personal income (millions of dollars, seasonally adjusted)",53604.0,2017,Q1
1369,44000,Rhode Island,2,"Population (midperiod, persons) 1",1084247.0,2017,Q1
1370,44000,Rhode Island,3,Per capita personal income (dollars) 2,49439.0,2017,Q1
1371,45000,South Carolina,1,"Personal income (millions of dollars, seasonally adjusted)",207175.1,2017,Q1
1372,45000,South Carolina,2,"Population (midperiod, persons) 1",4943860.0,2017,Q1
1373,45000,South Carolina,3,Per capita personal income (dollars) 2,41906.0,2017,Q1
1374,46000,South Dakota,1,"Personal income (millions of dollars, seasonally adjusted)",42737.1,2017,Q1
1375,46000,South Dakota,2,"Population (midperiod, persons) 1",866623.0,2017,Q1
1376,46000,South Dakota,3,Per capita personal income (dollars) 2,49315.0,2017,Q1
1377,47000,Tennessee,1,"Personal income (millions of dollars, seasonally adjusted)",295254.1,2017,Q1
1378,47000,Tennessee,2,"Population (midperiod, persons) 1",6715850.0,2017,Q1
1379,47000,Tennessee,3,Per capita personal income (dollars) 2,43964.0,2017,Q1
1380,48000,Texas,1,"Personal income (millions of dollars, seasonally adjusted)",1332393.6,2017,Q1
1381,48000,Texas,2,"Population (midperiod, persons) 1",28058187.0,2017,Q1
1382,48000,Texas,3,Per capita personal income (dollars) 2,47487.0,2017,Q1
1383,49000,Utah,1,"Personal income (millions of dollars, seasonally adjusted)",131269.9,2017,Q1
1384,49000,Utah,2,"Population (midperiod, persons) 1",3103568.0,2017,Q1
1385,49000,Utah,3,Per capita personal income (dollars) 2,42296.0,2017,Q1
1386,50000,Vermont,1,"Personal income (millions of dollars, seasonally adjusted)",31612.1,2017,Q1
1387,50000,Vermont,2,"Population (midperiod, persons) 1",638129.0,2017,Q1
1388,50000,Vermont,3,Per capita personal income (dollars) 2,49539.0,2017,Q1
1389,51000,Virginia,1,"Personal income (millions of dollars, seasonally adjusted)",456197.7,2017,Q1
1390,51000,Virginia,2,"Population (midperiod, persons) 1",8482582.0,2017,Q1
1391,51000,Virginia,3,Per capita personal income (dollars) 2,53781.0,2017,Q1
1392,53000,Washington,1,"Personal income (millions of dollars, seasonally adjusted)",413637.0,2017,Q1
1393,53000,Washington,2,"Population (midperiod, persons) 1",7399493.0,2017,Q1
1394,53000,Washington,3,Per capita personal income (dollars) 2,55901.0,2017,Q1
1395,54000,West Virginia,1,"Personal income (millions of dollars, seasonally adjusted)",70207.0,2017,Q1
1396,54000,West Virginia,2,"Population (midperiod, persons) 1",1827892.0,2017,Q1
1397,54000,West Virginia,3,Per capita personal income (dollars) 2,38409.0,2017,Q1
1398,55000,Wisconsin,1,"Personal income (millions of dollars, seasonally adjusted)",277285.1,2017,Q1
1399,55000,Wisconsin,2,"Population (midperiod, persons) 1",5828435.0,2017,Q1
1400,55000,Wisconsin,3,Per capita personal income (dollars) 2,47575.0,2017,Q1
1401,56000,Wyoming,1,"Personal income (millions of dollars, seasonally adjusted)",31784.8,2017,Q1
1402,56000,Wyoming,2,"Population (midperiod, persons) 1",578464.0,2017,Q1
1403,56000,Wyoming,3,Per capita personal income (dollars) 2,54947.0,2017,Q1
1404,0,United States,1,"Personal income (millions of dollars, seasonally adjusted)",16549325.2,2017,Q2
1405,0,United States,2,"Population (midperiod, persons) 1",326315502.0,2017,Q2
1406,0,United States,3,Per capita personal income (dollars) 2,50716.0,2017,Q2
1407,1000,Alabama,1,"Personal income (millions of dollars, seasonally adjusted)",197153.2,2017,Q2
1408,1000,Alabama,2,"Population (midperiod, persons) 1",4950219.0,2017,Q2
1409,1000,Alabama,3,Per capita personal income (dollars) 2,39827.0,2017,Q2
1410,2000,Alaska,1,"Personal income (millions of dollars, seasonally adjusted)",41624.4,2017,Q2
1411,2000,Alaska,2,"Population (midperiod, persons) 1",742086.0,2017,Q2
1412,2000,Alaska,3,Per capita personal income (dollars) 2,56091.0,2017,Q2
1413,4000,Arizona,1,"Personal income (millions of dollars, seasonally adjusted)",294603.0,2017,Q2
1414,4000,Arizona,2,"Population (midperiod, persons) 1",6862399.0,2017,Q2
1415,4000,Arizona,3,Per capita personal income (dollars) 2,42930.0,2017,Q2
1416,5000,Arkansas,1,"Personal income (millions of dollars, seasonally adjusted)",123103.0,2017,Q2
1417,5000,Arkansas,2,"Population (midperiod, persons) 1",2989279.0,2017,Q2
1418,5000,Arkansas,3,Per capita personal income (dollars) 2,41182.0,2017,Q2
1419,6000,California,1,"Personal income (millions of dollars, seasonally adjusted)",2278666.9,2017,Q2
1420,6000,California,2,"Population (midperiod, persons) 1",39399011.0,2017,Q2
1421,6000,California,3,Per capita personal income (dollars) 2,57836.0,2017,Q2
1422,8000,Colorado,1,"Personal income (millions of dollars, seasonally adjusted)",300553.8,2017,Q2
1423,8000,Colorado,2,"Population (midperiod, persons) 1",5590454.0,2017,Q2
1424,8000,Colorado,3,Per capita personal income (dollars) 2,53762.0,2017,Q2
1425,9000,Connecticut,1,"Personal income (millions of dollars, seasonally adjusted)",248293.6,2017,Q2
1426,9000,Connecticut,2,"Population (midperiod, persons) 1",3607401.0,2017,Q2
1427,9000,Connecticut,3,Per capita personal income (dollars) 2,68829.0,2017,Q2
1428,10000,Delaware,1,"Personal income (millions of dollars, seasonally adjusted)",47599.1,2017,Q2
1429,10000,Delaware,2,"Population (midperiod, persons) 1",960528.0,2017,Q2
1430,10000,Delaware,3,Per capita personal income (dollars) 2,49555.0,2017,Q2
1431,11000,District of Columbia,1,"Personal income (millions of dollars, seasonally adjusted)",53792.1,2017,Q2
1432,11000,District of Columbia,2,"Population (midperiod, persons) 1",679746.0,2017,Q2
1433,11000,District of Columbia,3,Per capita personal income (dollars) 2,79136.0,2017,Q2
1434,12000,Florida,1,"Personal income (millions of dollars, seasonally adjusted)",1004716.9,2017,Q2
1435,12000,Florida,2,"Population (midperiod, persons) 1",20826282.0,2017,Q2
1436,12000,Florida,3,Per capita personal income (dollars) 2,48243.0,2017,Q2
1437,13000,Georgia,1,"Personal income (millions of dollars, seasonally adjusted)",464170.3,2017,Q2
1438,13000,Georgia,2,"Population (midperiod, persons) 1",10414689.0,2017,Q2
1439,13000,Georgia,3,Per capita personal income (dollars) 2,44569.0,2017,Q2
1440,15000,Hawaii *,1,"Personal income (millions of dollars, seasonally adjusted)",73388.9,2017,Q2
1441,15000,Hawaii *,2,"Population (midperiod, persons) 1",1457979.0,2017,Q2
1442,15000,Hawaii *,3,Per capita personal income (dollars) 2,50336.0,2017,Q2
1443,16000,Idaho,1,"Personal income (millions of dollars, seasonally adjusted)",71024.6,2017,Q2
1444,16000,Idaho,2,"Population (midperiod, persons) 1",1730070.0,2017,Q2
1445,16000,Idaho,3,Per capita personal income (dollars) 2,41053.0,2017,Q2
1446,17000,Illinois,1,"Personal income (millions of dollars, seasonally adjusted)",681638.1,2017,Q2
1447,17000,Illinois,2,"Population (midperiod, persons) 1",12925194.0,2017,Q2
1448,17000,Illinois,3,Per capita personal income (dollars) 2,52737.0,2017,Q2
1449,18000,Indiana,1,"Personal income (millions of dollars, seasonally adjusted)",296531.2,2017,Q2
1450,18000,Indiana,2,"Population (midperiod, persons) 1",6682388.0,2017,Q2
1451,18000,Indiana,3,Per capita personal income (dollars) 2,44375.0,2017,Q2
1452,19000,Iowa,1,"Personal income (millions of dollars, seasonally adjusted)",147431.9,2017,Q2
1453,19000,Iowa,2,"Population (midperiod, persons) 1",3160903.0,2017,Q2
1454,19000,Iowa,3,Per capita personal income (dollars) 2,46642.0,2017,Q2
1455,20000,Kansas,1,"Personal income (millions of dollars, seasonally adjusted)",140596.6,2017,Q2
1456,20000,Kansas,2,"Population (midperiod, persons) 1",2927262.0,2017,Q2
1457,20000,Kansas,3,Per capita personal income (dollars) 2,48030.0,2017,Q2
1458,21000,Kentucky,1,"Personal income (millions of dollars, seasonally adjusted)",179844.6,2017,Q2
1459,21000,Kentucky,2,"Population (midperiod, persons) 1",4473287.0,2017,Q2
1460,21000,Kentucky,3,Per capita personal income (dollars) 2,40204.0,2017,Q2
1461,22000,Louisiana,1,"Personal income (millions of dollars, seasonally adjusted)",202371.2,2017,Q2
1462,22000,Louisiana,2,"Population (midperiod, persons) 1",4679269.0,2017,Q2
1463,22000,Louisiana,3,Per capita personal income (dollars) 2,43248.0,2017,Q2
1464,23000,Maine,1,"Personal income (millions of dollars, seasonally adjusted)",61251.5,2017,Q2
1465,23000,Maine,2,"Population (midperiod, persons) 1",1344283.0,2017,Q2
1466,23000,Maine,3,Per capita personal income (dollars) 2,45564.0,2017,Q2
1467,24000,Maryland,1,"Personal income (millions of dollars, seasonally adjusted)",354275.2,2017,Q2
1468,24000,Maryland,2,"Population (midperiod, persons) 1",6109210.0,2017,Q2
1469,24000,Maryland,3,Per capita personal income (dollars) 2,57990.0,2017,Q2
1470,25000,Massachusetts,1,"Personal income (millions of dollars, seasonally adjusted)",456594.2,2017,Q2
1471,25000,Massachusetts,2,"Population (midperiod, persons) 1",6952517.0,2017,Q2
1472,25000,Massachusetts,3,Per capita personal income (dollars) 2,65673.0,2017,Q2
1473,26000,Michigan,1,"Personal income (millions of dollars, seasonally adjusted)",452948.7,2017,Q2
1474,26000,Michigan,2,"Population (midperiod, persons) 1",10045328.0,2017,Q2
1475,26000,Michigan,3,Per capita personal income (dollars) 2,45090.0,2017,Q2
1476,27000,Minnesota,1,"Personal income (millions of dollars, seasonally adjusted)",299999.9,2017,Q2
1477,27000,Minnesota,2,"Population (midperiod, persons) 1",5599523.0,2017,Q2
1478,27000,Minnesota,3,Per capita personal income (dollars) 2,53576.0,2017,Q2
1479,28000,Mississippi,1,"Personal income (millions of dollars, seasonally adjusted)",108555.9,2017,Q2
1480,28000,Mississippi,2,"Population (midperiod, persons) 1",2983461.0,2017,Q2
1481,28000,Mississippi,3,Per capita personal income (dollars) 2,36386.0,2017,Q2
1482,29000,Missouri,1,"Personal income (millions of dollars, seasonally adjusted)",272193.7,2017,Q2
1483,29000,Missouri,2,"Population (midperiod, persons) 1",6110776.0,2017,Q2
1484,29000,Missouri,3,Per capita personal income (dollars) 2,44543.0,2017,Q2
1485,30000,Montana,1,"Personal income (millions of dollars, seasonally adjusted)",47978.6,2017,Q2
1486,30000,Montana,2,"Population (midperiod, persons) 1",1056476.0,2017,Q2
1487,30000,Montana,3,Per capita personal income (dollars) 2,45414.0,2017,Q2
1488,31000,Nebraska,1,"Personal income (millions of dollars, seasonally adjusted)",95400.9,2017,Q2
1489,31000,Nebraska,2,"Population (midperiod, persons) 1",1932822.0,2017,Q2
1490,31000,Nebraska,3,Per capita personal income (dollars) 2,49358.0,2017,Q2
1491,32000,Nevada,1,"Personal income (millions of dollars, seasonally adjusted)",138055.3,2017,Q2
1492,32000,Nevada,2,"Population (midperiod, persons) 1",2948464.0,2017,Q2
1493,32000,Nevada,3,Per capita personal income (dollars) 2,46823.0,2017,Q2
1494,33000,New Hampshire,1,"Personal income (millions of dollars, seasonally adjusted)",77890.0,2017,Q2
1495,33000,New Hampshire,2,"Population (midperiod, persons) 1",1358001.0,2017,Q2
1496,33000,New Hampshire,3,Per capita personal income (dollars) 2,57356.0,2017,Q2
1497,34000,New Jersey,1,"Personal income (millions of dollars, seasonally adjusted)",563008.1,2017,Q2
1498,34000,New Jersey,2,"Population (midperiod, persons) 1",9169689.0,2017,Q2
1499,34000,New Jersey,3,Per capita personal income (dollars) 2,61399.0,2017,Q2
1500,35000,New Mexico,1,"Personal income (millions of dollars, seasonally adjusted)",81927.2,2017,Q2
1501,35000,New Mexico,2,"Population (midperiod, persons) 1",2100940.0,2017,Q2
1502,35000,New Mexico,3,Per capita personal income (dollars) 2,38996.0,2017,Q2
1503,36000,New York,1,"Personal income (millions of dollars, seasonally adjusted)",1245621.0,2017,Q2
1504,36000,New York,2,"Population (midperiod, persons) 1",20182050.0,2017,Q2
1505,36000,New York,3,Per capita personal income (dollars) 2,61719.0,2017,Q2
1506,37000,North Carolina,1,"Personal income (millions of dollars, seasonally adjusted)",447081.3,2017,Q2
1507,37000,North Carolina,2,"Population (midperiod, persons) 1",10159649.0,2017,Q2
1508,37000,North Carolina,3,Per capita personal income (dollars) 2,44006.0,2017,Q2
1509,38000,North Dakota,1,"Personal income (millions of dollars, seasonally adjusted)",39835.1,2017,Q2
1510,38000,North Dakota,2,"Population (midperiod, persons) 1",766490.0,2017,Q2
1511,38000,North Dakota,3,Per capita personal income (dollars) 2,51971.0,2017,Q2
1512,39000,Ohio,1,"Personal income (millions of dollars, seasonally adjusted)",538378.7,2017,Q2
1513,39000,Ohio,2,"Population (midperiod, persons) 1",11732909.0,2017,Q2
1514,39000,Ohio,3,Per capita personal income (dollars) 2,45886.0,2017,Q2
1515,40000,Oklahoma,1,"Personal income (millions of dollars, seasonally adjusted)",171342.2,2017,Q2
1516,40000,Oklahoma,2,"Population (midperiod, persons) 1",3919678.0,2017,Q2
1517,40000,Oklahoma,3,Per capita personal income (dollars) 2,43713.0,2017,Q2
1518,41000,Oregon,1,"Personal income (millions of dollars, seasonally adjusted)",196418.8,2017,Q2
1519,41000,Oregon,2,"Population (midperiod, persons) 1",4140222.0,2017,Q2
1520,41000,Oregon,3,Per capita personal income (dollars) 2,47442.0,2017,Q2
1521,42000,Pennsylvania,1,"Personal income (millions of dollars, seasonally adjusted)",665945.6,2017,Q2
1522,42000,Pennsylvania,2,"Population (midperiod, persons) 1",12941704.0,2017,Q2
1523,42000,Pennsylvania,3,Per capita personal income (dollars) 2,51457.0,2017,Q2
1524,44000,Rhode Island,1,"Personal income (millions of dollars, seasonally adjusted)",54178.6,2017,Q2
1525,44000,Rhode Island,2,"Population (midperiod, persons) 1",1084715.0,2017,Q2
1526,44000,Rhode Island,3,Per capita personal income (dollars) 2,49947.0,2017,Q2
1527,45000,South Carolina,1,"Personal income (millions of dollars, seasonally adjusted)",209590.0,2017,Q2
1528,45000,South Carolina,2,"Population (midperiod, persons) 1",4956684.0,2017,Q2
1529,45000,South Carolina,3,Per capita personal income (dollars) 2,42284.0,2017,Q2
1530,46000,South Dakota,1,"Personal income (millions of dollars, seasonally adjusted)",42965.9,2017,Q2
1531,46000,South Dakota,2,"Population (midperiod, persons) 1",868848.0,2017,Q2
1532,46000,South Dakota,3,Per capita personal income (dollars) 2,49452.0,2017,Q2
1533,47000,Tennessee,1,"Personal income (millions of dollars, seasonally adjusted)",297495.6,2017,Q2
1534,47000,Tennessee,2,"Population (midperiod, persons) 1",6731360.0,2017,Q2
1535,47000,Tennessee,3,Per capita personal income (dollars) 2,44195.0,2017,Q2
1536,48000,Texas,1,"Personal income (millions of dollars, seasonally adjusted)",1355880.0,2017,Q2
1537,48000,Texas,2,"Population (midperiod, persons) 1",28142941.0,2017,Q2
1538,48000,Texas,3,Per capita personal income (dollars) 2,48178.0,2017,Q2
1539,49000,Utah,1,"Personal income (millions of dollars, seasonally adjusted)",133324.7,2017,Q2
1540,49000,Utah,2,"Population (midperiod, persons) 1",3118751.0,2017,Q2
1541,49000,Utah,3,Per capita personal income (dollars) 2,42749.0,2017,Q2
1542,50000,Vermont,1,"Personal income (millions of dollars, seasonally adjusted)",31779.2,2017,Q2
1543,50000,Vermont,2,"Population (midperiod, persons) 1",638704.0,2017,Q2
1544,50000,Vermont,3,Per capita personal income (dollars) 2,49756.0,2017,Q2
1545,51000,Virginia,1,"Personal income (millions of dollars, seasonally adjusted)",460246.7,2017,Q2
1546,51000,Virginia,2,"Population (midperiod, persons) 1",8495465.0,2017,Q2
1547,51000,Virginia,3,Per capita personal income (dollars) 2,54176.0,2017,Q2
1548,53000,Washington,1,"Personal income (millions of dollars, seasonally adjusted)",419557.6,2017,Q2
1549,53000,Washington,2,"Population (midperiod, persons) 1",7430781.0,2017,Q2
1550,53000,Washington,3,Per capita personal income (dollars) 2,56462.0,2017,Q2
1551,54000,West Virginia,1,"Personal income (millions of dollars, seasonally adjusted)",70293.8,2017,Q2
1552,54000,West Virginia,2,"Population (midperiod, persons) 1",1824280.0,2017,Q2
1553,54000,West Virginia,3,Per capita personal income (dollars) 2,38532.0,2017,Q2
1554,55000,Wisconsin,1,"Personal income (millions of dollars, seasonally adjusted)",279805.9,2017,Q2
1555,55000,Wisconsin,2,"Population (midperiod, persons) 1",5833413.0,2017,Q2
1556,55000,Wisconsin,3,Per capita personal income (dollars) 2,47966.0,2017,Q2
1557,56000,Wyoming,1,"Personal income (millions of dollars, seasonally adjusted)",32401.9,2017,Q2
1558,56000,Wyoming,2,"Population (midperiod, persons) 1",576922.0,2017,Q2
1559,56000,Wyoming,3,Per capita personal income (dollars) 2,56163.0,2017,Q2
1560,0,United States,1,"Personal income (millions of dollars, seasonally adjusted)",16740977.5,2017,Q3
1561,0,United States,2,"Population (midperiod, persons) 1",326899442.0,2017,Q3
1562,0,United States,3,Per capita personal income (dollars) 2,51211.0,2017,Q3
1563,1000,Alabama,1,"Personal income (millions of dollars, seasonally adjusted)",198427.5,2017,Q3
1564,1000,Alabama,2,"Population (midperiod, persons) 1",4956881.0,2017,Q3
1565,1000,Alabama,3,Per capita personal income (dollars) 2,40031.0,2017,Q3
1566,2000,Alaska,1,"Personal income (millions of dollars, seasonally adjusted)",42112.2,2017,Q3
1567,2000,Alaska,2,"Population (midperiod, persons) 1",741490.0,2017,Q3
1568,2000,Alaska,3,Per capita personal income (dollars) 2,56794.0,2017,Q3
1569,4000,Arizona,1,"Personal income (millions of dollars, seasonally adjusted)",299995.0,2017,Q3
1570,4000,Arizona,2,"Population (midperiod, persons) 1",6885104.0,2017,Q3
1571,4000,Arizona,3,Per capita personal income (dollars) 2,43572.0,2017,Q3
1572,5000,Arkansas,1,"Personal income (millions of dollars, seasonally adjusted)",123817.6,2017,Q3
1573,5000,Arkansas,2,"Population (midperiod, persons) 1",2991969.0,2017,Q3
1574,5000,Arkansas,3,Per capita personal income (dollars) 2,41383.0,2017,Q3
1575,6000,California,1,"Personal income (millions of dollars, seasonally adjusted)",2307389.9,2017,Q3
1576,6000,California,2,"Population (midperiod, persons) 1",39444362.0,2017,Q3
1577,6000,California,3,Per capita personal income (dollars) 2,58497.0,2017,Q3
1578,8000,Colorado,1,"Personal income (millions of dollars, seasonally adjusted)",305257.0,2017,Q3
1579,8000,Colorado,2,"Population (midperiod, persons) 1",5610037.0,2017,Q3
1580,8000,Colorado,3,Per capita personal income (dollars) 2,54413.0,2017,Q3
1581,9000,Connecticut,1,"Personal income (millions of dollars, seasonally adjusted)",250100.9,2017,Q3
1582,9000,Connecticut,2,"Population (midperiod, persons) 1",3608608.0,2017,Q3
1583,9000,Connecticut,3,Per capita personal income (dollars) 2,69307.0,2017,Q3
1584,10000,Delaware,1,"Personal income (millions of dollars, seasonally adjusted)",48416.1,2017,Q3
1585,10000,Delaware,2,"Population (midperiod, persons) 1",962973.0,2017,Q3
1586,10000,Delaware,3,Per capita personal income (dollars) 2,50278.0,2017,Q3
1587,11000,District of Columbia,1,"Personal income (millions of dollars, seasonally adjusted)",54495.7,2017,Q3
1588,11000,District of Columbia,2,"Population (midperiod, persons) 1",681338.0,2017,Q3
1589,11000,District of Columbia,3,Per capita personal income (dollars) 2,79983.0,2017,Q3
1590,12000,Florida,1,"Personal income (millions of dollars, seasonally adjusted)",1019666.5,2017,Q3
1591,12000,Florida,2,"Population (midperiod, persons) 1",20905555.0,2017,Q3
1592,12000,Florida,3,Per capita personal income (dollars) 2,48775.0,2017,Q3
1593,13000,Georgia,1,"Personal income (millions of dollars, seasonally adjusted)",469167.2,2017,Q3
1594,13000,Georgia,2,"Population (midperiod, persons) 1",10443241.0,2017,Q3
1595,13000,Georgia,3,Per capita personal income (dollars) 2,44925.0,2017,Q3
1596,15000,Hawaii *,1,"Personal income (millions of dollars, seasonally adjusted)",73936.0,2017,Q3
1597,15000,Hawaii *,2,"Population (midperiod, persons) 1",1458583.0,2017,Q3
1598,15000,Hawaii *,3,Per capita personal income (dollars) 2,50690.0,2017,Q3
1599,16000,Idaho,1,"Personal income (millions of dollars, seasonally adjusted)",71948.8,2017,Q3
1600,16000,Idaho,2,"Population (midperiod, persons) 1",1739441.0,2017,Q3
1601,16000,Idaho,3,Per capita personal income (dollars) 2,41363.0,2017,Q3
1602,17000,Illinois,1,"Personal income (millions of dollars, seasonally adjusted)",689081.5,2017,Q3
1603,17000,Illinois,2,"Population (midperiod, persons) 1",12920491.0,2017,Q3
1604,17000,Illinois,3,Per capita personal income (dollars) 2,53332.0,2017,Q3
1605,18000,Indiana,1,"Personal income (millions of dollars, seasonally adjusted)",298964.8,2017,Q3
1606,18000,Indiana,2,"Population (midperiod, persons) 1",6692087.0,2017,Q3
1607,18000,Indiana,3,Per capita personal income (dollars) 2,44674.0,2017,Q3
1608,19000,Iowa,1,"Personal income (millions of dollars, seasonally adjusted)",147527.6,2017,Q3
1609,19000,Iowa,2,"Population (midperiod, persons) 1",3164324.0,2017,Q3
1610,19000,Iowa,3,Per capita personal income (dollars) 2,46622.0,2017,Q3
1611,20000,Kansas,1,"Personal income (millions of dollars, seasonally adjusted)",141414.6,2017,Q3
1612,20000,Kansas,2,"Population (midperiod, persons) 1",2928398.0,2017,Q3
1613,20000,Kansas,3,Per capita personal income (dollars) 2,48291.0,2017,Q3
1614,21000,Kentucky,1,"Personal income (millions of dollars, seasonally adjusted)",181213.1,2017,Q3
1615,21000,Kentucky,2,"Population (midperiod, persons) 1",4477825.0,2017,Q3
1616,21000,Kentucky,3,Per capita personal income (dollars) 2,40469.0,2017,Q3
1617,22000,Louisiana,1,"Personal income (millions of dollars, seasonally adjusted)",204252.8,2017,Q3
1618,22000,Louisiana,2,"Population (midperiod, persons) 1",4678189.0,2017,Q3
1619,22000,Louisiana,3,Per capita personal income (dollars) 2,43661.0,2017,Q3
1620,23000,Maine,1,"Personal income (millions of dollars, seasonally adjusted)",62125.0,2017,Q3
1621,23000,Maine,2,"Population (midperiod, persons) 1",1345882.0,2017,Q3
1622,23000,Maine,3,Per capita personal income (dollars) 2,46159.0,2017,Q3
1623,24000,Maryland,1,"Personal income (millions of dollars, seasonally adjusted)",357354.7,2017,Q3
1624,24000,Maryland,2,"Population (midperiod, persons) 1",6117669.0,2017,Q3
1625,24000,Maryland,3,Per capita personal income (dollars) 2,58414.0,2017,Q3
1626,25000,Massachusetts,1,"Personal income (millions of dollars, seasonally adjusted)",463394.5,2017,Q3
1627,25000,Massachusetts,2,"Population (midperiod, persons) 1",6964514.0,2017,Q3
1628,25000,Massachusetts,3,Per capita personal income (dollars) 2,66537.0,2017,Q3
1629,26000,Michigan,1,"Personal income (millions of dollars, seasonally adjusted)",455153.9,2017,Q3
1630,26000,Michigan,2,"Population (midperiod, persons) 1",10054003.0,2017,Q3
1631,26000,Michigan,3,Per capita personal income (dollars) 2,45271.0,2017,Q3
1632,27000,Minnesota,1,"Personal income (millions of dollars, seasonally adjusted)",301336.1,2017,Q3
1633,27000,Minnesota,2,"Population (midperiod, persons) 1",5612381.0,2017,Q3
1634,27000,Minnesota,3,Per capita personal income (dollars) 2,53691.0,2017,Q3
1635,28000,Mississippi,1,"Personal income (millions of dollars, seasonally adjusted)",109392.3,2017,Q3
1636,28000,Mississippi,2,"Population (midperiod, persons) 1",2982807.0,2017,Q3
1637,28000,Mississippi,3,Per capita personal income (dollars) 2,36674.0,2017,Q3
1638,29000,Missouri,1,"Personal income (millions of dollars, seasonally adjusted)",274262.5,2017,Q3
1639,29000,Missouri,2,"Population (midperiod, persons) 1",6116417.0,2017,Q3
1640,29000,Missouri,3,Per capita personal income (dollars) 2,44840.0,2017,Q3
1641,30000,Montana,1,"Personal income (millions of dollars, seasonally adjusted)",48231.0,2017,Q3
1642,30000,Montana,2,"Population (midperiod, persons) 1",1059302.0,2017,Q3
1643,30000,Montana,3,Per capita personal income (dollars) 2,45531.0,2017,Q3
1644,31000,Nebraska,1,"Personal income (millions of dollars, seasonally adjusted)",96090.8,2017,Q3
1645,31000,Nebraska,2,"Population (midperiod, persons) 1",1936188.0,2017,Q3
1646,31000,Nebraska,3,Per capita personal income (dollars) 2,49629.0,2017,Q3
1647,32000,Nevada,1,"Personal income (millions of dollars, seasonally adjusted)",140350.1,2017,Q3
1648,32000,Nevada,2,"Population (midperiod, persons) 1",2962280.0,2017,Q3
1649,32000,Nevada,3,Per capita personal income (dollars) 2,47379.0,2017,Q3
1650,33000,New Hampshire,1,"Personal income (millions of dollars, seasonally adjusted)",79469.3,2017,Q3
1651,33000,New Hampshire,2,"Population (midperiod, persons) 1",1360001.0,2017,Q3
1652,33000,New Hampshire,3,Per capita personal income (dollars) 2,58433.0,2017,Q3
1653,34000,New Jersey,1,"Personal income (millions of dollars, seasonally adjusted)",569212.6,2017,Q3
1654,34000,New Jersey,2,"Population (midperiod, persons) 1",9183709.0,2017,Q3
1655,34000,New Jersey,3,Per capita personal income (dollars) 2,61981.0,2017,Q3
1656,35000,New Mexico,1,"Personal income (millions of dollars, seasonally adjusted)",82499.6,2017,Q3
1657,35000,New Mexico,2,"Population (midperiod, persons) 1",2101764.0,2017,Q3
1658,35000,New Mexico,3,Per capita personal income (dollars) 2,39253.0,2017,Q3
1659,36000,New York,1,"Personal income (millions of dollars, seasonally adjusted)",1260519.1,2017,Q3
1660,36000,New York,2,"Population (midperiod, persons) 1",20194778.0,2017,Q3
1661,36000,New York,3,Per capita personal income (dollars) 2,62418.0,2017,Q3
1662,37000,North Carolina,1,"Personal income (millions of dollars, seasonally adjusted)",451752.1,2017,Q3
1663,37000,North Carolina,2,"Population (midperiod, persons) 1",10186671.0,2017,Q3
1664,37000,North Carolina,3,Per capita personal income (dollars) 2,44347.0,2017,Q3
1665,38000,North Dakota,1,"Personal income (millions of dollars, seasonally adjusted)",39640.3,2017,Q3
1666,38000,North Dakota,2,"Population (midperiod, persons) 1",767486.0,2017,Q3
1667,38000,North Dakota,3,Per capita personal income (dollars) 2,51650.0,2017,Q3
1668,39000,Ohio,1,"Personal income (millions of dollars, seasonally adjusted)",543197.0,2017,Q3
1669,39000,Ohio,2,"Population (midperiod, persons) 1",11742906.0,2017,Q3
1670,39000,Ohio,3,Per capita personal income (dollars) 2,46257.0,2017,Q3
1671,40000,Oklahoma,1,"Personal income (millions of dollars, seasonally adjusted)",172986.1,2017,Q3
1672,40000,Oklahoma,2,"Population (midperiod, persons) 1",3921912.0,2017,Q3
1673,40000,Oklahoma,3,Per capita personal income (dollars) 2,44108.0,2017,Q3
1674,41000,Oregon,1,"Personal income (millions of dollars, seasonally adjusted)",198332.8,2017,Q3
1675,41000,Oregon,2,"Population (midperiod, persons) 1",4152346.0,2017,Q3
1676,41000,Oregon,3,Per capita personal income (dollars) 2,47764.0,2017,Q3
1677,42000,Pennsylvania,1,"Personal income (millions of dollars, seasonally adjusted)",675732.4,2017,Q3
