,REF_DATE,GEO,Educational attainment,Age group,VALUE
10330,2020-11,Prince Edward Island,0 to 8  years,15 to 24 years,
10331,2020-12,Prince Edward Island,0 to 8  years,15 to 24 years,
10332,2021-01,Prince Edward Island,0 to 8  years,15 to 24 years,
10333,2021-02,Prince Edward Island,0 to 8  years,15 to 24 years,
10334,2021-03,Prince Edward Island,0 to 8  years,15 to 24 years,
10335,2021-04,Prince Edward Island,0 to 8  years,15 to 24 years,
10336,2021-05,Prince Edward Island,0 to 8  years,15 to 24 years,
10337,2021-06,Prince Edward Island,0 to 8  years,15 to 24 years,
10338,2021-07,Prince Edward Island,0 to 8  years,15 to 24 years,50.0
10339,2021-08,Prince Edward Island,0 to 8  years,15 to 24 years,40.0
10340,2021-09,Prince Edward Island,0 to 8  years,15 to 24 years,50.0
10341,2021-10,Prince Edward Island,0 to 8  years,15 to 24 years,
10342,2021-11,Prince Edward Island,0 to 8  years,15 to 24 years,
10343,2021-12,Prince Edward Island,0 to 8  years,15 to 24 years,
10344,2022-01,Prince Edward Island,0 to 8  years,15 to 24 years,42.9
10345,2022-02,Prince Edward Island,0 to 8  years,15 to 24 years,42.9
10346,2022-03,Prince Edward Island,0 to 8  years,15 to 24 years,42.9
10347,2022-04,Prince Edward Island,0 to 8  years,15 to 24 years,60.0
10348,2022-05,Prince Edward Island,0 to 8  years,15 to 24 years,66.7
10349,2022-06,Prince Edward Island,0 to 8  years,15 to 24 years,66.7
10350,2022-07,Prince Edward Island,0 to 8  years,15 to 24 years,40.0
10351,2022-08,Prince Edward Island,0 to 8  years,15 to 24 years,42.9
10352,2022-09,Prince Edward Island,0 to 8  years,15 to 24 years,50.0
10353,2022-10,Prince Edward Island,0 to 8  years,15 to 24 years,
10354,2022-11,Prince Edward Island,0 to 8  years,15 to 24 years,100.0
10355,2022-12,Prince Edward Island,0 to 8  years,15 to 24 years,66.7
10356,2023-01,Prince Edward Island,0 to 8  years,15 to 24 years,42.9
10357,2023-02,Prince Edward Island,0 to 8  years,15 to 24 years,42.9
10358,2023-03,Prince Edward Island,0 to 8  years,15 to 24 years,50.0
10359,2023-04,Prince Edward Island,0 to 8  years,15 to 24 years,33.3
10360,2023-05,Prince Edward Island,0 to 8  years,15 to 24 years,33.3
10361,2023-06,Prince Edward Island,0 to 8  years,15 to 24 years,50.0
10362,2023-07,Prince Edward Island,0 to 8  years,15 to 24 years,
10363,2023-08,Prince Edward Island,0 to 8  years,15 to 24 years,100.0
10364,2023-09,Prince Edward Island,0 to 8  years,15 to 24 years,60.0
10365,2023-10,Prince Edward Island,0 to 8  years,15 to 24 years,50.0
10366,2023-11,Prince Edward Island,0 to 8  years,15 to 24 years,50.0
10367,2023-12,Prince Edward Island,0 to 8  years,15 to 24 years,50.0
10368,2024-01,Prince Edward Island,0 to 8  years,15 to 24 years,
10369,2024-02,Prince Edward Island,0 to 8  years,15 to 24 years,
10370,2024-03,Prince Edward Island,0 to 8  years,15 to 24 years,
10371,2024-04,Prince Edward Island,0 to 8  years,15 to 24 years,
10372,2024-05,Prince Edward Island,0 to 8  years,15 to 24 years,
10373,2024-06,Prince Edward Island,0 to 8  years,15 to 24 years,
10374,2024-07,Prince Edward Island,0 to 8  years,15 to 24 years,100.0
10375,2024-08,Prince Edward Island,0 to 8  years,15 to 24 years,75.0
10376,2024-09,Prince Edward Island,0 to 8  years,15 to 24 years,
10377,2024-10,Prince Edward Island,0 to 8  years,15 to 24 years,
10378,2024-11,Prince Edward Island,0 to 8  years,15 to 24 years,
10379,2024-12,Prince Edward Island,0 to 8  years,15 to 24 years,
10380,2025-01,Prince Edward Island,0 to 8  years,15 to 24 years,
10381,2025-02,Prince Edward Island,0 to 8  years,15 to 24 years,66.7
10382,2025-03,Prince Edward Island,0 to 8  years,15 to 24 years,
10383,2025-04,Prince Edward Island,0 to 8  years,15 to 24 years,40.0
10384,2025-05,Prince Edward Island,0 to 8  years,15 to 24 years,40.0
10385,2025-06,Prince Edward Island,0 to 8  years,15 to 24 years,
10386,2025-07,Prince Edward Island,0 to 8  years,15 to 24 years,33.3
10387,2025-08,Prince Edward Island,0 to 8  years,15 to 24 years,28.6
10388,2025-09,Prince Edward Island,0 to 8  years,15 to 24 years,42.9
10389,2025-10,Prince Edward Island,0 to 8  years,15 to 24 years,
10390,2025-11,Prince Edward Island,0 to 8  years,15 to 24 years,
10391,2025-12,Prince Edward Island,0 to 8  years,15 to 24 years,
10392,2026-01,Prince Edward Island,0 to 8  years,15 to 24 years,
10393,2026-02,Prince Edward Island,0 to 8  years,15 to 24 years,
10394,2026-03,Prince Edward Island,0 to 8  years,15 to 24 years,
10395,2015-01,Prince Edward Island,0 to 8  years,25 to 54 years,45.5
10396,2015-02,Prince Edward Island,0 to 8  years,25 to 54 years,40.0
10397,2015-03,Prince Edward Island,0 to 8  years,25 to 54 years,45.5
10398,2015-04,Prince Edward Island,0 to 8  years,25 to 54 years,41.7
10399,2015-05,Prince Edward Island,0 to 8  years,25 to 54 years,45.5
10400,2015-06,Prince Edward Island,0 to 8  years,25 to 54 years,77.8
10401,2015-07,Prince Edward Island,0 to 8  years,25 to 54 years,66.7
10402,2015-08,Prince Edward Island,0 to 8  years,25 to 54 years,71.4
10403,2015-09,Prince Edward Island,0 to 8  years,25 to 54 years,80.0
10404,2015-10,Prince Edward Island,0 to 8  years,25 to 54 years,40.0
10405,2015-11,Prince Edward Island,0 to 8  years,25 to 54 years,60.0
10406,2015-12,Prince Edward Island,0 to 8  years,25 to 54 years,60.0
10407,2016-01,Prince Edward Island,0 to 8  years,25 to 54 years,28.6
10408,2016-02,Prince Edward Island,0 to 8  years,25 to 54 years,37.5
10409,2016-03,Prince Edward Island,0 to 8  years,25 to 54 years,33.3
10410,2016-04,Prince Edward Island,0 to 8  years,25 to 54 years,38.5
10411,2016-05,Prince Edward Island,0 to 8  years,25 to 54 years,63.6
10412,2016-06,Prince Edward Island,0 to 8  years,25 to 54 years,61.5
10413,2016-07,Prince Edward Island,0 to 8  years,25 to 54 years,54.5
10414,2016-08,Prince Edward Island,0 to 8  years,25 to 54 years,22.2
10415,2016-09,Prince Edward Island,0 to 8  years,25 to 54 years,55.6
10416,2016-10,Prince Edward Island,0 to 8  years,25 to 54 years,37.5
10417,2016-11,Prince Edward Island,0 to 8  years,25 to 54 years,37.5
10418,2016-12,Prince Edward Island,0 to 8  years,25 to 54 years,57.1
10419,2017-01,Prince Edward Island,0 to 8  years,25 to 54 years,40.0
10420,2017-02,Prince Edward Island,0 to 8  years,25 to 54 years,33.3
10421,2017-03,Prince Edward Island,0 to 8  years,25 to 54 years,33.3
10422,2017-04,Prince Edward Island,0 to 8  years,25 to 54 years,33.3
10423,2017-05,Prince Edward Island,0 to 8  years,25 to 54 years,55.6
10424,2017-06,Prince Edward Island,0 to 8  years,25 to 54 years,60.0
10425,2017-07,Prince Edward Island,0 to 8  years,25 to 54 years,50.0
10426,2017-08,Prince Edward Island,0 to 8  years,25 to 54 years,42.9
10427,2017-09,Prince Edward Island,0 to 8  years,25 to 54 years,55.6
10428,2017-10,Prince Edward Island,0 to 8  years,25 to 54 years,70.0
10429,2017-11,Prince Edward Island,0 to 8  years,25 to 54 years,57.1
10430,2017-12,Prince Edward Island,0 to 8  years,25 to 54 years,62.5
10431,2018-01,Prince Edward Island,0 to 8  years,25 to 54 years,50.0
10432,2018-02,Prince Edward Island,0 to 8  years,25 to 54 years,40.0
10433,2018-03,Prince Edward Island,0 to 8  years,25 to 54 years,37.5
10434,2018-04,Prince Edward Island,0 to 8  years,25 to 54 years,25.0
10435,2018-05,Prince Edward Island,0 to 8  years,25 to 54 years,55.6
10436,2018-06,Prince Edward Island,0 to 8  years,25 to 54 years,75.0
10437,2018-07,Prince Edward Island,0 to 8  years,25 to 54 years,66.7
10438,2018-08,Prince Edward Island,0 to 8  years,25 to 54 years,60.0
10439,2018-09,Prince Edward Island,0 to 8  years,25 to 54 years,66.7
10440,2018-10,Prince Edward Island,0 to 8  years,25 to 54 years,62.5
10441,2018-11,Prince Edward Island,0 to 8  years,25 to 54 years,50.0
10442,2018-12,Prince Edward Island,0 to 8  years,25 to 54 years,37.5
10443,2019-01,Prince Edward Island,0 to 8  years,25 to 54 years,55.6
10444,2019-02,Prince Edward Island,0 to 8  years,25 to 54 years,55.6
10445,2019-03,Prince Edward Island,0 to 8  years,25 to 54 years,50.0
10446,2019-04,Prince Edward Island,0 to 8  years,25 to 54 years,37.5
10447,2019-05,Prince Edward Island,0 to 8  years,25 to 54 years,71.4
10448,2019-06,Prince Edward Island,0 to 8  years,25 to 54 years,57.1
10449,2019-07,Prince Edward Island,0 to 8  years,25 to 54 years,44.4
10450,2019-08,Prince Edward Island,0 to 8  years,25 to 54 years,50.0
10451,2019-09,Prince Edward Island,0 to 8  years,25 to 54 years,50.0
10452,2019-10,Prince Edward Island,0 to 8  years,25 to 54 years,55.6
10453,2019-11,Prince Edward Island,0 to 8  years,25 to 54 years,33.3
10454,2019-12,Prince Edward Island,0 to 8  years,25 to 54 years,37.5
10455,2020-01,Prince Edward Island,0 to 8  years,25 to 54 years,
10456,2020-02,Prince Edward Island,0 to 8  years,25 to 54 years,
10457,2020-03,Prince Edward Island,0 to 8  years,25 to 54 years,
10458,2020-04,Prince Edward Island,0 to 8  years,25 to 54 years,
10459,2020-05,Prince Edward Island,0 to 8  years,25 to 54 years,
10460,2020-06,Prince Edward Island,0 to 8  years,25 to 54 years,60.0
10461,2020-07,Prince Edward Island,0 to 8  years,25 to 54 years,66.7
10462,2020-08,Prince Edward Island,0 to 8  years,25 to 54 years,75.0
10463,2020-09,Prince Edward Island,0 to 8  years,25 to 54 years,55.6
10464,2020-10,Prince Edward Island,0 to 8  years,25 to 54 years,50.0
10465,2020-11,Prince Edward Island,0 to 8  years,25 to 54 years,33.3
10466,2020-12,Prince Edward Island,0 to 8  years,25 to 54 years,
10467,2021-01,Prince Edward Island,0 to 8  years,25 to 54 years,
10468,2021-02,Prince Edward Island,0 to 8  years,25 to 54 years,37.5
10469,2021-03,Prince Edward Island,0 to 8  years,25 to 54 years,42.9
10470,2021-04,Prince Edward Island,0 to 8  years,25 to 54 years,62.5
10471,2021-05,Prince Edward Island,0 to 8  years,25 to 54 years,57.1
10472,2021-06,Prince Edward Island,0 to 8  years,25 to 54 years,62.5
10473,2021-07,Prince Edward Island,0 to 8  years,25 to 54 years,44.4
10474,2021-08,Prince Edward Island,0 to 8  years,25 to 54 years,40.0
10475,2021-09,Prince Edward Island,0 to 8  years,25 to 54 years,50.0
10476,2021-10,Prince Edward Island,0 to 8  years,25 to 54 years,66.7
10477,2021-11,Prince Edward Island,0 to 8  years,25 to 54 years,60.0
10478,2021-12,Prince Edward Island,0 to 8  years,25 to 54 years,50.0
10479,2022-01,Prince Edward Island,0 to 8  years,25 to 54 years,40.0
10480,2022-02,Prince Edward Island,0 to 8  years,25 to 54 years,50.0
10481,2022-03,Prince Edward Island,0 to 8  years,25 to 54 years,
10482,2022-04,Prince Edward Island,0 to 8  years,25 to 54 years,40.0
10483,2022-05,Prince Edward Island,0 to 8  years,25 to 54 years,60.0
10484,2022-06,Prince Edward Island,0 to 8  years,25 to 54 years,57.1
10485,2022-07,Prince Edward Island,0 to 8  years,25 to 54 years,57.1
10486,2022-08,Prince Edward Island,0 to 8  years,25 to 54 years,50.0
10487,2022-09,Prince Edward Island,0 to 8  years,25 to 54 years,28.6
10488,2022-10,Prince Edward Island,0 to 8  years,25 to 54 years,
10489,2022-11,Prince Edward Island,0 to 8  years,25 to 54 years,
10490,2022-12,Prince Edward Island,0 to 8  years,25 to 54 years,50.0
10491,2023-01,Prince Edward Island,0 to 8  years,25 to 54 years,40.0
10492,2023-02,Prince Edward Island,0 to 8  years,25 to 54 years,42.9
10493,2023-03,Prince Edward Island,0 to 8  years,25 to 54 years,75.0
10494,2023-04,Prince Edward Island,0 to 8  years,25 to 54 years,60.0
10495,2023-05,Prince Edward Island,0 to 8  years,25 to 54 years,60.0
10496,2023-06,Prince Edward Island,0 to 8  years,25 to 54 years,66.7
10497,2023-07,Prince Edward Island,0 to 8  years,25 to 54 years,50.0
10498,2023-08,Prince Edward Island,0 to 8  years,25 to 54 years,40.0
10499,2023-09,Prince Edward Island,0 to 8  years,25 to 54 years,60.0
10500,2023-10,Prince Edward Island,0 to 8  years,25 to 54 years,66.7
10501,2023-11,Prince Edward Island,0 to 8  years,25 to 54 years,
10502,2023-12,Prince Edward Island,0 to 8  years,25 to 54 years,
10503,2024-01,Prince Edward Island,0 to 8  years,25 to 54 years,
10504,2024-02,Prince Edward Island,0 to 8  years,25 to 54 years,
10505,2024-03,Prince Edward Island,0 to 8  years,25 to 54 years,
10506,2024-04,Prince Edward Island,0 to 8  years,25 to 54 years,
10507,2024-05,Prince Edward Island,0 to 8  years,25 to 54 years,
10508,2024-06,Prince Edward Island,0 to 8  years,25 to 54 years,
10509,2024-07,Prince Edward Island,0 to 8  years,25 to 54 years,
10510,2024-08,Prince Edward Island,0 to 8  years,25 to 54 years,33.3
10511,2024-09,Prince Edward Island,0 to 8  years,25 to 54 years,28.6
10512,2024-10,Prince Edward Island,0 to 8  years,25 to 54 years,60.0
10513,2024-11,Prince Edward Island,0 to 8  years,25 to 54 years,60.0
10514,2024-12,Prince Edward Island,0 to 8  years,25 to 54 years,80.0
10515,2025-01,Prince Edward Island,0 to 8  years,25 to 54 years,75.0
10516,2025-02,Prince Edward Island,0 to 8  years,25 to 54 years,71.4
10517,2025-03,Prince Edward Island,0 to 8  years,25 to 54 years,80.0
10518,2025-04,Prince Edward Island,0 to 8  years,25 to 54 years,66.7
10519,2025-05,Prince Edward Island,0 to 8  years,25 to 54 years,50.0
10520,2025-06,Prince Edward Island,0 to 8  years,25 to 54 years,50.0
10521,2025-07,Prince Edward Island,0 to 8  years,25 to 54 years,75.0
10522,2025-08,Prince Edward Island,0 to 8  years,25 to 54 years,100.0
10523,2025-09,Prince Edward Island,0 to 8  years,25 to 54 years,60.0
10524,2025-10,Prince Edward Island,0 to 8  years,25 to 54 years,40.0
10525,2025-11,Prince Edward Island,0 to 8  years,25 to 54 years,50.0
10526,2025-12,Prince Edward Island,0 to 8  years,25 to 54 years,66.7
10527,2026-01,Prince Edward Island,0 to 8  years,25 to 54 years,
10528,2026-02,Prince Edward Island,0 to 8  years,25 to 54 years,
10529,2026-03,Prince Edward Island,0 to 8  years,25 to 54 years,
10530,2015-01,Prince Edward Island,0 to 8  years,55 to 64 years,27.3
10531,2015-02,Prince Edward Island,0 to 8  years,55 to 64 years,26.7
