"REF_DATE","GEO","DGUID","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Prince Edward Island","2016A000211","Current transfers paid","Dollars","81","millions","6","v62790710","3.8","1926","","","","0"
"2020","Prince Edward Island","2016A000211","Current transfers paid","Dollars","81","millions","6","v62790710","3.8","2032","","","","0"
"2021","Prince Edward Island","2016A000211","Current transfers paid","Dollars","81","millions","6","v62790710","3.8","2264","","","","0"
"2022","Prince Edward Island","2016A000211","Current transfers paid","Dollars","81","millions","6","v62790710","3.8","2407","","","","0"
"2023","Prince Edward Island","2016A000211","Current transfers paid","Dollars","81","millions","6","v62790710","3.8","2628","","","","0"
"2024","Prince Edward Island","2016A000211","Current transfers paid","Dollars","81","millions","6","v62790710","3.8","2804","","","","0"
"2015","Prince Edward Island","2016A000211","Household final consumption expenditure","Dollars","81","millions","6","v62790711","3.9","4197","","","","0"
"2016","Prince Edward Island","2016A000211","Household final consumption expenditure","Dollars","81","millions","6","v62790711","3.9","4327","","","","0"
"2017","Prince Edward Island","2016A000211","Household final consumption expenditure","Dollars","81","millions","6","v62790711","3.9","4503","","","","0"
"2018","Prince Edward Island","2016A000211","Household final consumption expenditure","Dollars","81","millions","6","v62790711","3.9","4675","","","","0"
"2019","Prince Edward Island","2016A000211","Household final consumption expenditure","Dollars","81","millions","6","v62790711","3.9","4859","","","","0"
"2020","Prince Edward Island","2016A000211","Household final consumption expenditure","Dollars","81","millions","6","v62790711","3.9","4746","","","","0"
"2021","Prince Edward Island","2016A000211","Household final consumption expenditure","Dollars","81","millions","6","v62790711","3.9","5439","","","","0"
"2022","Prince Edward Island","2016A000211","Household final consumption expenditure","Dollars","81","millions","6","v62790711","3.9","6139","","","","0"
"2023","Prince Edward Island","2016A000211","Household final consumption expenditure","Dollars","81","millions","6","v62790711","3.9","6423","","","","0"
"2024","Prince Edward Island","2016A000211","Household final consumption expenditure","Dollars","81","millions","6","v62790711","3.9","6580","","","","0"
"2015","Prince Edward Island","2016A000211","Interest paid","Dollars","81","millions","6","v62790712","3.10","220","","","","0"
"2016","Prince Edward Island","2016A000211","Interest paid","Dollars","81","millions","6","v62790712","3.10","224","","","","0"
"2017","Prince Edward Island","2016A000211","Interest paid","Dollars","81","millions","6","v62790712","3.10","225","","","","0"
"2018","Prince Edward Island","2016A000211","Interest paid","Dollars","81","millions","6","v62790712","3.10","251","","","","0"
"2019","Prince Edward Island","2016A000211","Interest paid","Dollars","81","millions","6","v62790712","3.10","277","","","","0"
"2020","Prince Edward Island","2016A000211","Interest paid","Dollars","81","millions","6","v62790712","3.10","261","","","","0"
"2021","Prince Edward Island","2016A000211","Interest paid","Dollars","81","millions","6","v62790712","3.10","243","","","","0"
"2022","Prince Edward Island","2016A000211","Interest paid","Dollars","81","millions","6","v62790712","3.10","293","","","","0"
"2023","Prince Edward Island","2016A000211","Interest paid","Dollars","81","millions","6","v62790712","3.10","416","","","","0"
"2024","Prince Edward Island","2016A000211","Interest paid","Dollars","81","millions","6","v62790712","3.10","446","","","","0"
"2015","Prince Edward Island","2016A000211","Mortgage interest paid","Dollars","81","millions","6","v62790713","3.11","93","","","","0"
"2016","Prince Edward Island","2016A000211","Mortgage interest paid","Dollars","81","millions","6","v62790713","3.11","92","","","","0"
"2017","Prince Edward Island","2016A000211","Mortgage interest paid","Dollars","81","millions","6","v62790713","3.11","91","","","","0"
"2018","Prince Edward Island","2016A000211","Mortgage interest paid","Dollars","81","millions","6","v62790713","3.11","104","","","","0"
"2019","Prince Edward Island","2016A000211","Mortgage interest paid","Dollars","81","millions","6","v62790713","3.11","116","","","","0"
"2020","Prince Edward Island","2016A000211","Mortgage interest paid","Dollars","81","millions","6","v62790713","3.11","113","","","","0"
"2021","Prince Edward Island","2016A000211","Mortgage interest paid","Dollars","81","millions","6","v62790713","3.11","108","","","","0"
"2022","Prince Edward Island","2016A000211","Mortgage interest paid","Dollars","81","millions","6","v62790713","3.11","132","","","","0"
"2023","Prince Edward Island","2016A000211","Mortgage interest paid","Dollars","81","millions","6","v62790713","3.11","197","","","","0"
"2024","Prince Edward Island","2016A000211","Mortgage interest paid","Dollars","81","millions","6","v62790713","3.11","221","","","","0"
"2015","Prince Edward Island","2016A000211","Non-mortgage interest paid","Dollars","81","millions","6","v62790714","3.12","127","","","","0"
"2016","Prince Edward Island","2016A000211","Non-mortgage interest paid","Dollars","81","millions","6","v62790714","3.12","132","","","","0"
"2017","Prince Edward Island","2016A000211","Non-mortgage interest paid","Dollars","81","millions","6","v62790714","3.12","134","","","","0"
"2018","Prince Edward Island","2016A000211","Non-mortgage interest paid","Dollars","81","millions","6","v62790714","3.12","147","","","","0"
"2019","Prince Edward Island","2016A000211","Non-mortgage interest paid","Dollars","81","millions","6","v62790714","3.12","161","","","","0"
"2020","Prince Edward Island","2016A000211","Non-mortgage interest paid","Dollars","81","millions","6","v62790714","3.12","148","","","","0"
"2021","Prince Edward Island","2016A000211","Non-mortgage interest paid","Dollars","81","millions","6","v62790714","3.12","135","","","","0"
"2022","Prince Edward Island","2016A000211","Non-mortgage interest paid","Dollars","81","millions","6","v62790714","3.12","161","","","","0"
"2023","Prince Edward Island","2016A000211","Non-mortgage interest paid","Dollars","81","millions","6","v62790714","3.12","219","","","","0"
"2024","Prince Edward Island","2016A000211","Non-mortgage interest paid","Dollars","81","millions","6","v62790714","3.12","225","","","","0"
"2015","Prince Edward Island","2016A000211","Divided by: household disposable income","Dollars","81","millions","6","v62790715","3.13","4171","","","","0"
"2016","Prince Edward Island","2016A000211","Divided by: household disposable income","Dollars","81","millions","6","v62790715","3.13","4350","","","","0"
"2017","Prince Edward Island","2016A000211","Divided by: household disposable income","Dollars","81","millions","6","v62790715","3.13","4624","","","","0"
"2018","Prince Edward Island","2016A000211","Divided by: household disposable income","Dollars","81","millions","6","v62790715","3.13","4729","","","","0"
"2019","Prince Edward Island","2016A000211","Divided by: household disposable income","Dollars","81","millions","6","v62790715","3.13","5041","","","","0"
"2020","Prince Edward Island","2016A000211","Divided by: household disposable income","Dollars","81","millions","6","v62790715","3.13","5503","","","","0"
"2021","Prince Edward Island","2016A000211","Divided by: household disposable income","Dollars","81","millions","6","v62790715","3.13","5872","","","","0"
"2022","Prince Edward Island","2016A000211","Divided by: household disposable income","Dollars","81","millions","6","v62790715","3.13","6240","","","","0"
"2023","Prince Edward Island","2016A000211","Divided by: household disposable income","Dollars","81","millions","6","v62790715","3.13","6819","","","","0"
"2024","Prince Edward Island","2016A000211","Divided by: household disposable income","Dollars","81","millions","6","v62790715","3.13","7420","","","","0"
"2015","Prince Edward Island","2016A000211","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790716","3.14","5.27","","","","2"
"2016","Prince Edward Island","2016A000211","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790716","3.14","5.15","","","","2"
"2017","Prince Edward Island","2016A000211","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790716","3.14","4.87","","","","2"
"2018","Prince Edward Island","2016A000211","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790716","3.14","5.31","","","","2"
"2019","Prince Edward Island","2016A000211","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790716","3.14","5.49","","","","2"
"2020","Prince Edward Island","2016A000211","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790716","3.14","4.74","","","","2"
"2021","Prince Edward Island","2016A000211","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790716","3.14","4.14","","","","2"
"2022","Prince Edward Island","2016A000211","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790716","3.14","4.70","","","","2"
"2023","Prince Edward Island","2016A000211","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790716","3.14","6.10","","","","2"
"2024","Prince Edward Island","2016A000211","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790716","3.14","6.01","","","","2"
"2015","Nova Scotia","2016A000212","Household income","Dollars","81","millions","6","v62790717","4.1","39932","","","","0"
"2016","Nova Scotia","2016A000212","Household income","Dollars","81","millions","6","v62790717","4.1","40223","","","","0"
"2017","Nova Scotia","2016A000212","Household income","Dollars","81","millions","6","v62790717","4.1","41802","","","","0"
"2018","Nova Scotia","2016A000212","Household income","Dollars","81","millions","6","v62790717","4.1","43349","","","","0"
"2019","Nova Scotia","2016A000212","Household income","Dollars","81","millions","6","v62790717","4.1","44427","","","","0"
"2020","Nova Scotia","2016A000212","Household income","Dollars","81","millions","6","v62790717","4.1","47413","","","","0"
"2021","Nova Scotia","2016A000212","Household income","Dollars","81","millions","6","v62790717","4.1","49752","","","","0"
"2022","Nova Scotia","2016A000212","Household income","Dollars","81","millions","6","v62790717","4.1","52469","","","","0"
"2023","Nova Scotia","2016A000212","Household income","Dollars","81","millions","6","v62790717","4.1","58391","","","","0"
"2024","Nova Scotia","2016A000212","Household income","Dollars","81","millions","6","v62790717","4.1","63322","","","","0"
"2015","Nova Scotia","2016A000212","Compensation of employees","Dollars","81","millions","6","v62790718","4.2","22616","","","","0"
"2016","Nova Scotia","2016A000212","Compensation of employees","Dollars","81","millions","6","v62790718","4.2","22405","","","","0"
"2017","Nova Scotia","2016A000212","Compensation of employees","Dollars","81","millions","6","v62790718","4.2","23189","","","","0"
"2018","Nova Scotia","2016A000212","Compensation of employees","Dollars","81","millions","6","v62790718","4.2","24407","","","","0"
"2019","Nova Scotia","2016A000212","Compensation of employees","Dollars","81","millions","6","v62790718","4.2","24830","","","","0"
"2020","Nova Scotia","2016A000212","Compensation of employees","Dollars","81","millions","6","v62790718","4.2","24929","","","","0"
"2021","Nova Scotia","2016A000212","Compensation of employees","Dollars","81","millions","6","v62790718","4.2","27145","","","","0"
"2022","Nova Scotia","2016A000212","Compensation of employees","Dollars","81","millions","6","v62790718","4.2","29623","","","","0"
"2023","Nova Scotia","2016A000212","Compensation of employees","Dollars","81","millions","6","v62790718","4.2","32546","","","","0"
"2024","Nova Scotia","2016A000212","Compensation of employees","Dollars","81","millions","6","v62790718","4.2","34862","","","","0"
"2015","Nova Scotia","2016A000212","Net mixed income","Dollars","81","millions","6","v62790719","4.3","4415","","","","0"
"2016","Nova Scotia","2016A000212","Net mixed income","Dollars","81","millions","6","v62790719","4.3","4570","","","","0"
"2017","Nova Scotia","2016A000212","Net mixed income","Dollars","81","millions","6","v62790719","4.3","4816","","","","0"
"2018","Nova Scotia","2016A000212","Net mixed income","Dollars","81","millions","6","v62790719","4.3","4999","","","","0"
"2019","Nova Scotia","2016A000212","Net mixed income","Dollars","81","millions","6","v62790719","4.3","5243","","","","0"
"2020","Nova Scotia","2016A000212","Net mixed income","Dollars","81","millions","6","v62790719","4.3","5295","","","","0"
"2021","Nova Scotia","2016A000212","Net mixed income","Dollars","81","millions","6","v62790719","4.3","5725","","","","0"
"2022","Nova Scotia","2016A000212","Net mixed income","Dollars","81","millions","6","v62790719","4.3","6175","","","","0"
"2023","Nova Scotia","2016A000212","Net mixed income","Dollars","81","millions","6","v62790719","4.3","7355","","","","0"
"2024","Nova Scotia","2016A000212","Net mixed income","Dollars","81","millions","6","v62790719","4.3","8346","","","","0"
"2015","Nova Scotia","2016A000212","Property income received","Dollars","81","millions","6","v62790720","4.4","4642","","","","0"
"2016","Nova Scotia","2016A000212","Property income received","Dollars","81","millions","6","v62790720","4.4","4619","","","","0"
"2017","Nova Scotia","2016A000212","Property income received","Dollars","81","millions","6","v62790720","4.4","4790","","","","0"
"2018","Nova Scotia","2016A000212","Property income received","Dollars","81","millions","6","v62790720","4.4","4608","","","","0"
"2019","Nova Scotia","2016A000212","Property income received","Dollars","81","millions","6","v62790720","4.4","4806","","","","0"
"2020","Nova Scotia","2016A000212","Property income received","Dollars","81","millions","6","v62790720","4.4","4751","","","","0"
"2021","Nova Scotia","2016A000212","Property income received","Dollars","81","millions","6","v62790720","4.4","4903","","","","0"
"2022","Nova Scotia","2016A000212","Property income received","Dollars","81","millions","6","v62790720","4.4","5271","","","","0"
"2023","Nova Scotia","2016A000212","Property income received","Dollars","81","millions","6","v62790720","4.4","6233","","","","0"
"2024","Nova Scotia","2016A000212","Property income received","Dollars","81","millions","6","v62790720","4.4","6943","","","","0"
"2015","Nova Scotia","2016A000212","Current transfers received","Dollars","81","millions","6","v62790721","4.5","8259","","","","0"
"2016","Nova Scotia","2016A000212","Current transfers received","Dollars","81","millions","6","v62790721","4.5","8629","","","","0"
"2017","Nova Scotia","2016A000212","Current transfers received","Dollars","81","millions","6","v62790721","4.5","9007","","","","0"
"2018","Nova Scotia","2016A000212","Current transfers received","Dollars","81","millions","6","v62790721","4.5","9335","","","","0"
"2019","Nova Scotia","2016A000212","Current transfers received","Dollars","81","millions","6","v62790721","4.5","9548","","","","0"
"2020","Nova Scotia","2016A000212","Current transfers received","Dollars","81","millions","6","v62790721","4.5","12438","","","","0"
"2021","Nova Scotia","2016A000212","Current transfers received","Dollars","81","millions","6","v62790721","4.5","11979","","","","0"
"2022","Nova Scotia","2016A000212","Current transfers received","Dollars","81","millions","6","v62790721","4.5","11400","","","","0"
"2023","Nova Scotia","2016A000212","Current transfers received","Dollars","81","millions","6","v62790721","4.5","12256","","","","0"
"2024","Nova Scotia","2016A000212","Current transfers received","Dollars","81","millions","6","v62790721","4.5","13171","","","","0"
"2015","Nova Scotia","2016A000212","Household outlays","Dollars","81","millions","6","v62790722","4.6","42243","","","","0"
"2016","Nova Scotia","2016A000212","Household outlays","Dollars","81","millions","6","v62790722","4.6","42654","","","","0"
"2017","Nova Scotia","2016A000212","Household outlays","Dollars","81","millions","6","v62790722","4.6","44241","","","","0"
"2018","Nova Scotia","2016A000212","Household outlays","Dollars","81","millions","6","v62790722","4.6","45705","","","","0"
"2019","Nova Scotia","2016A000212","Household outlays","Dollars","81","millions","6","v62790722","4.6","47052","","","","0"
"2020","Nova Scotia","2016A000212","Household outlays","Dollars","81","millions","6","v62790722","4.6","46198","","","","0"
"2021","Nova Scotia","2016A000212","Household outlays","Dollars","81","millions","6","v62790722","4.6","50896","","","","0"
"2022","Nova Scotia","2016A000212","Household outlays","Dollars","81","millions","6","v62790722","4.6","56214","","","","0"
"2023","Nova Scotia","2016A000212","Household outlays","Dollars","81","millions","6","v62790722","4.6","61513","","","","0"
"2024","Nova Scotia","2016A000212","Household outlays","Dollars","81","millions","6","v62790722","4.6","65725","","","","0"
"2015","Nova Scotia","2016A000212","Property income paid","Dollars","81","millions","6","v62790723","4.7","1128","","","","0"
"2016","Nova Scotia","2016A000212","Property income paid","Dollars","81","millions","6","v62790723","4.7","1102","","","","0"
"2017","Nova Scotia","2016A000212","Property income paid","Dollars","81","millions","6","v62790723","4.7","1148","","","","0"
"2018","Nova Scotia","2016A000212","Property income paid","Dollars","81","millions","6","v62790723","4.7","1311","","","","0"
"2019","Nova Scotia","2016A000212","Property income paid","Dollars","81","millions","6","v62790723","4.7","1480","","","","0"
"2020","Nova Scotia","2016A000212","Property income paid","Dollars","81","millions","6","v62790723","4.7","1308","","","","0"
"2021","Nova Scotia","2016A000212","Property income paid","Dollars","81","millions","6","v62790723","4.7","1138","","","","0"
"2022","Nova Scotia","2016A000212","Property income paid","Dollars","81","millions","6","v62790723","4.7","1413","","","","0"
"2023","Nova Scotia","2016A000212","Property income paid","Dollars","81","millions","6","v62790723","4.7","2168","","","","0"
"2024","Nova Scotia","2016A000212","Property income paid","Dollars","81","millions","6","v62790723","4.7","2360","","","","0"
"2015","Nova Scotia","2016A000212","Current transfers paid","Dollars","81","millions","6","v62790724","4.8","12233","","","","0"
"2016","Nova Scotia","2016A000212","Current transfers paid","Dollars","81","millions","6","v62790724","4.8","12179","","","","0"
"2017","Nova Scotia","2016A000212","Current transfers paid","Dollars","81","millions","6","v62790724","4.8","12609","","","","0"
"2018","Nova Scotia","2016A000212","Current transfers paid","Dollars","81","millions","6","v62790724","4.8","12962","","","","0"
"2019","Nova Scotia","2016A000212","Current transfers paid","Dollars","81","millions","6","v62790724","4.8","13246","","","","0"
"2020","Nova Scotia","2016A000212","Current transfers paid","Dollars","81","millions","6","v62790724","4.8","13678","","","","0"
"2021","Nova Scotia","2016A000212","Current transfers paid","Dollars","81","millions","6","v62790724","4.8","15032","","","","0"
"2022","Nova Scotia","2016A000212","Current transfers paid","Dollars","81","millions","6","v62790724","4.8","16327","","","","0"
"2023","Nova Scotia","2016A000212","Current transfers paid","Dollars","81","millions","6","v62790724","4.8","17744","","","","0"
"2024","Nova Scotia","2016A000212","Current transfers paid","Dollars","81","millions","6","v62790724","4.8","19303","","","","0"
"2015","Nova Scotia","2016A000212","Household final consumption expenditure","Dollars","81","millions","6","v62790725","4.9","28882","","","","0"
"2016","Nova Scotia","2016A000212","Household final consumption expenditure","Dollars","81","millions","6","v62790725","4.9","29373","","","","0"
"2017","Nova Scotia","2016A000212","Household final consumption expenditure","Dollars","81","millions","6","v62790725","4.9","30484","","","","0"
"2018","Nova Scotia","2016A000212","Household final consumption expenditure","Dollars","81","millions","6","v62790725","4.9","31432","","","","0"
"2019","Nova Scotia","2016A000212","Household final consumption expenditure","Dollars","81","millions","6","v62790725","4.9","32326","","","","0"
"2020","Nova Scotia","2016A000212","Household final consumption expenditure","Dollars","81","millions","6","v62790725","4.9","31212","","","","0"
"2021","Nova Scotia","2016A000212","Household final consumption expenditure","Dollars","81","millions","6","v62790725","4.9","34726","","","","0"
"2022","Nova Scotia","2016A000212","Household final consumption expenditure","Dollars","81","millions","6","v62790725","4.9","38474","","","","0"
"2023","Nova Scotia","2016A000212","Household final consumption expenditure","Dollars","81","millions","6","v62790725","4.9","41601","","","","0"
"2024","Nova Scotia","2016A000212","Household final consumption expenditure","Dollars","81","millions","6","v62790725","4.9","44062","","","","0"
"2015","Nova Scotia","2016A000212","Interest paid","Dollars","81","millions","6","v62790726","4.10","1598","","","","0"
"2016","Nova Scotia","2016A000212","Interest paid","Dollars","81","millions","6","v62790726","4.10","1588","","","","0"
"2017","Nova Scotia","2016A000212","Interest paid","Dollars","81","millions","6","v62790726","4.10","1623","","","","0"
"2018","Nova Scotia","2016A000212","Interest paid","Dollars","81","millions","6","v62790726","4.10","1788","","","","0"
"2019","Nova Scotia","2016A000212","Interest paid","Dollars","81","millions","6","v62790726","4.10","1956","","","","0"
"2020","Nova Scotia","2016A000212","Interest paid","Dollars","81","millions","6","v62790726","4.10","1792","","","","0"
"2021","Nova Scotia","2016A000212","Interest paid","Dollars","81","millions","6","v62790726","4.10","1626","","","","0"
"2022","Nova Scotia","2016A000212","Interest paid","Dollars","81","millions","6","v62790726","4.10","1923","","","","0"
"2023","Nova Scotia","2016A000212","Interest paid","Dollars","81","millions","6","v62790726","4.10","2688","","","","0"
"2024","Nova Scotia","2016A000212","Interest paid","Dollars","81","millions","6","v62790726","4.10","2851","","","","0"
"2015","Nova Scotia","2016A000212","Mortgage interest paid","Dollars","81","millions","6","v62790727","4.11","730","","","","0"
"2016","Nova Scotia","2016A000212","Mortgage interest paid","Dollars","81","millions","6","v62790727","4.11","696","","","","0"
"2017","Nova Scotia","2016A000212","Mortgage interest paid","Dollars","81","millions","6","v62790727","4.11","694","","","","0"
"2018","Nova Scotia","2016A000212","Mortgage interest paid","Dollars","81","millions","6","v62790727","4.11","771","","","","0"
"2019","Nova Scotia","2016A000212","Mortgage interest paid","Dollars","81","millions","6","v62790727","4.11","865","","","","0"
"2020","Nova Scotia","2016A000212","Mortgage interest paid","Dollars","81","millions","6","v62790727","4.11","831","","","","0"
"2021","Nova Scotia","2016A000212","Mortgage interest paid","Dollars","81","millions","6","v62790727","4.11","767","","","","0"
"2022","Nova Scotia","2016A000212","Mortgage interest paid","Dollars","81","millions","6","v62790727","4.11","928","","","","0"
"2023","Nova Scotia","2016A000212","Mortgage interest paid","Dollars","81","millions","6","v62790727","4.11","1376","","","","0"
"2024","Nova Scotia","2016A000212","Mortgage interest paid","Dollars","81","millions","6","v62790727","4.11","1555","","","","0"
"2015","Nova Scotia","2016A000212","Non-mortgage interest paid","Dollars","81","millions","6","v62790728","4.12","868","","","","0"
"2016","Nova Scotia","2016A000212","Non-mortgage interest paid","Dollars","81","millions","6","v62790728","4.12","892","","","","0"
"2017","Nova Scotia","2016A000212","Non-mortgage interest paid","Dollars","81","millions","6","v62790728","4.12","929","","","","0"
"2018","Nova Scotia","2016A000212","Non-mortgage interest paid","Dollars","81","millions","6","v62790728","4.12","1017","","","","0"
"2019","Nova Scotia","2016A000212","Non-mortgage interest paid","Dollars","81","millions","6","v62790728","4.12","1091","","","","0"
"2020","Nova Scotia","2016A000212","Non-mortgage interest paid","Dollars","81","millions","6","v62790728","4.12","961","","","","0"
"2021","Nova Scotia","2016A000212","Non-mortgage interest paid","Dollars","81","millions","6","v62790728","4.12","859","","","","0"
"2022","Nova Scotia","2016A000212","Non-mortgage interest paid","Dollars","81","millions","6","v62790728","4.12","995","","","","0"
"2023","Nova Scotia","2016A000212","Non-mortgage interest paid","Dollars","81","millions","6","v62790728","4.12","1312","","","","0"
"2024","Nova Scotia","2016A000212","Non-mortgage interest paid","Dollars","81","millions","6","v62790728","4.12","1296","","","","0"
"2015","Nova Scotia","2016A000212","Divided by: household disposable income","Dollars","81","millions","6","v62790729","4.13","28169","","","","0"
"2016","Nova Scotia","2016A000212","Divided by: household disposable income","Dollars","81","millions","6","v62790729","4.13","28530","","","","0"
"2017","Nova Scotia","2016A000212","Divided by: household disposable income","Dollars","81","millions","6","v62790729","4.13","29668","","","","0"
"2018","Nova Scotia","2016A000212","Divided by: household disposable income","Dollars","81","millions","6","v62790729","4.13","30864","","","","0"
"2019","Nova Scotia","2016A000212","Divided by: household disposable income","Dollars","81","millions","6","v62790729","4.13","31657","","","","0"
"2020","Nova Scotia","2016A000212","Divided by: household disposable income","Dollars","81","millions","6","v62790729","4.13","34219","","","","0"
"2021","Nova Scotia","2016A000212","Divided by: household disposable income","Dollars","81","millions","6","v62790729","4.13","35208","","","","0"
"2022","Nova Scotia","2016A000212","Divided by: household disposable income","Dollars","81","millions","6","v62790729","4.13","36652","","","","0"
"2023","Nova Scotia","2016A000212","Divided by: household disposable income","Dollars","81","millions","6","v62790729","4.13","41167","","","","0"
"2024","Nova Scotia","2016A000212","Divided by: household disposable income","Dollars","81","millions","6","v62790729","4.13","44510","","","","0"
"2015","Nova Scotia","2016A000212","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790730","4.14","5.67","","","","2"
"2016","Nova Scotia","2016A000212","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790730","4.14","5.57","","","","2"
"2017","Nova Scotia","2016A000212","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790730","4.14","5.47","","","","2"
"2018","Nova Scotia","2016A000212","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790730","4.14","5.79","","","","2"
"2019","Nova Scotia","2016A000212","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790730","4.14","6.18","","","","2"
"2020","Nova Scotia","2016A000212","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790730","4.14","5.24","","","","2"
"2021","Nova Scotia","2016A000212","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790730","4.14","4.62","","","","2"
"2022","Nova Scotia","2016A000212","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790730","4.14","5.25","","","","2"
"2023","Nova Scotia","2016A000212","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790730","4.14","6.53","","","","2"
"2024","Nova Scotia","2016A000212","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790730","4.14","6.41","","","","2"
"2015","New Brunswick","2016A000213","Household income","Dollars","81","millions","6","v62790731","5.1","30987","","","","0"
"2016","New Brunswick","2016A000213","Household income","Dollars","81","millions","6","v62790731","5.1","31909","","","","0"
"2017","New Brunswick","2016A000213","Household income","Dollars","81","millions","6","v62790731","5.1","33001","","","","0"
"2018","New Brunswick","2016A000213","Household income","Dollars","81","millions","6","v62790731","5.1","34019","","","","0"
"2019","New Brunswick","2016A000213","Household income","Dollars","81","millions","6","v62790731","5.1","35084","","","","0"
"2020","New Brunswick","2016A000213","Household income","Dollars","81","millions","6","v62790731","5.1","36854","","","","0"
"2021","New Brunswick","2016A000213","Household income","Dollars","81","millions","6","v62790731","5.1","38382","","","","0"
"2022","New Brunswick","2016A000213","Household income","Dollars","81","millions","6","v62790731","5.1","40584","","","","0"
"2023","New Brunswick","2016A000213","Household income","Dollars","81","millions","6","v62790731","5.1","44014","","","","0"
"2024","New Brunswick","2016A000213","Household income","Dollars","81","millions","6","v62790731","5.1","47810","","","","0"
"2015","New Brunswick","2016A000213","Compensation of employees","Dollars","81","millions","6","v62790732","5.2","18027","","","","0"
"2016","New Brunswick","2016A000213","Compensation of employees","Dollars","81","millions","6","v62790732","5.2","18287","","","","0"
"2017","New Brunswick","2016A000213","Compensation of employees","Dollars","81","millions","6","v62790732","5.2","18827","","","","0"
"2018","New Brunswick","2016A000213","Compensation of employees","Dollars","81","millions","6","v62790732","5.2","19567","","","","0"
"2019","New Brunswick","2016A000213","Compensation of employees","Dollars","81","millions","6","v62790732","5.2","20146","","","","0"
"2020","New Brunswick","2016A000213","Compensation of employees","Dollars","81","millions","6","v62790732","5.2","19921","","","","0"
"2021","New Brunswick","2016A000213","Compensation of employees","Dollars","81","millions","6","v62790732","5.2","21391","","","","0"
"2022","New Brunswick","2016A000213","Compensation of employees","Dollars","81","millions","6","v62790732","5.2","23694","","","","0"
"2023","New Brunswick","2016A000213","Compensation of employees","Dollars","81","millions","6","v62790732","5.2","25235","","","","0"
"2024","New Brunswick","2016A000213","Compensation of employees","Dollars","81","millions","6","v62790732","5.2","26839","","","","0"
"2015","New Brunswick","2016A000213","Net mixed income","Dollars","81","millions","6","v62790733","5.3","2880","","","","0"
"2016","New Brunswick","2016A000213","Net mixed income","Dollars","81","millions","6","v62790733","5.3","2974","","","","0"
"2017","New Brunswick","2016A000213","Net mixed income","Dollars","81","millions","6","v62790733","5.3","3063","","","","0"
"2018","New Brunswick","2016A000213","Net mixed income","Dollars","81","millions","6","v62790733","5.3","3109","","","","0"
"2019","New Brunswick","2016A000213","Net mixed income","Dollars","81","millions","6","v62790733","5.3","3189","","","","0"
"2020","New Brunswick","2016A000213","Net mixed income","Dollars","81","millions","6","v62790733","5.3","3088","","","","0"
"2021","New Brunswick","2016A000213","Net mixed income","Dollars","81","millions","6","v62790733","5.3","3514","","","","0"
"2022","New Brunswick","2016A000213","Net mixed income","Dollars","81","millions","6","v62790733","5.3","3732","","","","0"
"2023","New Brunswick","2016A000213","Net mixed income","Dollars","81","millions","6","v62790733","5.3","4299","","","","0"
"2024","New Brunswick","2016A000213","Net mixed income","Dollars","81","millions","6","v62790733","5.3","5084","","","","0"
"2015","New Brunswick","2016A000213","Property income received","Dollars","81","millions","6","v62790734","5.4","2632","","","","0"
"2016","New Brunswick","2016A000213","Property income received","Dollars","81","millions","6","v62790734","5.4","2759","","","","0"
"2017","New Brunswick","2016A000213","Property income received","Dollars","81","millions","6","v62790734","5.4","2884","","","","0"
"2018","New Brunswick","2016A000213","Property income received","Dollars","81","millions","6","v62790734","5.4","2856","","","","0"
"2019","New Brunswick","2016A000213","Property income received","Dollars","81","millions","6","v62790734","5.4","2978","","","","0"
"2020","New Brunswick","2016A000213","Property income received","Dollars","81","millions","6","v62790734","5.4","2905","","","","0"
"2021","New Brunswick","2016A000213","Property income received","Dollars","81","millions","6","v62790734","5.4","3061","","","","0"
"2022","New Brunswick","2016A000213","Property income received","Dollars","81","millions","6","v62790734","5.4","3226","","","","0"
"2023","New Brunswick","2016A000213","Property income received","Dollars","81","millions","6","v62790734","5.4","3806","","","","0"
"2024","New Brunswick","2016A000213","Property income received","Dollars","81","millions","6","v62790734","5.4","4296","","","","0"
