"REF_DATE","GEO","DGUID","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","Saskatchewan","2016A000247","Net mixed income","Dollars","81","millions","6","v62790789","9.3","9362","","","","0"
"2015","Saskatchewan","2016A000247","Property income received","Dollars","81","millions","6","v62790790","9.4","6320","","","","0"
"2016","Saskatchewan","2016A000247","Property income received","Dollars","81","millions","6","v62790790","9.4","5909","","","","0"
"2017","Saskatchewan","2016A000247","Property income received","Dollars","81","millions","6","v62790790","9.4","6338","","","","0"
"2018","Saskatchewan","2016A000247","Property income received","Dollars","81","millions","6","v62790790","9.4","6248","","","","0"
"2019","Saskatchewan","2016A000247","Property income received","Dollars","81","millions","6","v62790790","9.4","6345","","","","0"
"2020","Saskatchewan","2016A000247","Property income received","Dollars","81","millions","6","v62790790","9.4","6310","","","","0"
"2021","Saskatchewan","2016A000247","Property income received","Dollars","81","millions","6","v62790790","9.4","6737","","","","0"
"2022","Saskatchewan","2016A000247","Property income received","Dollars","81","millions","6","v62790790","9.4","7894","","","","0"
"2023","Saskatchewan","2016A000247","Property income received","Dollars","81","millions","6","v62790790","9.4","8878","","","","0"
"2024","Saskatchewan","2016A000247","Property income received","Dollars","81","millions","6","v62790790","9.4","10244","","","","0"
"2015","Saskatchewan","2016A000247","Current transfers received","Dollars","81","millions","6","v62790791","9.5","9770","","","","0"
"2016","Saskatchewan","2016A000247","Current transfers received","Dollars","81","millions","6","v62790791","9.5","10438","","","","0"
"2017","Saskatchewan","2016A000247","Current transfers received","Dollars","81","millions","6","v62790791","9.5","10840","","","","0"
"2018","Saskatchewan","2016A000247","Current transfers received","Dollars","81","millions","6","v62790791","9.5","11323","","","","0"
"2019","Saskatchewan","2016A000247","Current transfers received","Dollars","81","millions","6","v62790791","9.5","11889","","","","0"
"2020","Saskatchewan","2016A000247","Current transfers received","Dollars","81","millions","6","v62790791","9.5","15517","","","","0"
"2021","Saskatchewan","2016A000247","Current transfers received","Dollars","81","millions","6","v62790791","9.5","14815","","","","0"
"2022","Saskatchewan","2016A000247","Current transfers received","Dollars","81","millions","6","v62790791","9.5","14549","","","","0"
"2023","Saskatchewan","2016A000247","Current transfers received","Dollars","81","millions","6","v62790791","9.5","14846","","","","0"
"2024","Saskatchewan","2016A000247","Current transfers received","Dollars","81","millions","6","v62790791","9.5","16012","","","","0"
"2015","Saskatchewan","2016A000247","Household outlays","Dollars","81","millions","6","v62790792","9.6","54086","","","","0"
"2016","Saskatchewan","2016A000247","Household outlays","Dollars","81","millions","6","v62790792","9.6","54466","","","","0"
"2017","Saskatchewan","2016A000247","Household outlays","Dollars","81","millions","6","v62790792","9.6","55619","","","","0"
"2018","Saskatchewan","2016A000247","Household outlays","Dollars","81","millions","6","v62790792","9.6","57641","","","","0"
"2019","Saskatchewan","2016A000247","Household outlays","Dollars","81","millions","6","v62790792","9.6","58703","","","","0"
"2020","Saskatchewan","2016A000247","Household outlays","Dollars","81","millions","6","v62790792","9.6","55777","","","","0"
"2021","Saskatchewan","2016A000247","Household outlays","Dollars","81","millions","6","v62790792","9.6","60179","","","","0"
"2022","Saskatchewan","2016A000247","Household outlays","Dollars","81","millions","6","v62790792","9.6","65738","","","","0"
"2023","Saskatchewan","2016A000247","Household outlays","Dollars","81","millions","6","v62790792","9.6","69836","","","","0"
"2024","Saskatchewan","2016A000247","Household outlays","Dollars","81","millions","6","v62790792","9.6","73901","","","","0"
"2015","Saskatchewan","2016A000247","Property income paid","Dollars","81","millions","6","v62790793","9.7","1611","","","","0"
"2016","Saskatchewan","2016A000247","Property income paid","Dollars","81","millions","6","v62790793","9.7","1616","","","","0"
"2017","Saskatchewan","2016A000247","Property income paid","Dollars","81","millions","6","v62790793","9.7","1660","","","","0"
"2018","Saskatchewan","2016A000247","Property income paid","Dollars","81","millions","6","v62790793","9.7","1887","","","","0"
"2019","Saskatchewan","2016A000247","Property income paid","Dollars","81","millions","6","v62790793","9.7","2054","","","","0"
"2020","Saskatchewan","2016A000247","Property income paid","Dollars","81","millions","6","v62790793","9.7","1800","","","","0"
"2021","Saskatchewan","2016A000247","Property income paid","Dollars","81","millions","6","v62790793","9.7","1551","","","","0"
"2022","Saskatchewan","2016A000247","Property income paid","Dollars","81","millions","6","v62790793","9.7","1815","","","","0"
"2023","Saskatchewan","2016A000247","Property income paid","Dollars","81","millions","6","v62790793","9.7","2677","","","","0"
"2024","Saskatchewan","2016A000247","Property income paid","Dollars","81","millions","6","v62790793","9.7","2955","","","","0"
"2015","Saskatchewan","2016A000247","Current transfers paid","Dollars","81","millions","6","v62790794","9.8","16405","","","","0"
"2016","Saskatchewan","2016A000247","Current transfers paid","Dollars","81","millions","6","v62790794","9.8","16328","","","","0"
"2017","Saskatchewan","2016A000247","Current transfers paid","Dollars","81","millions","6","v62790794","9.8","16250","","","","0"
"2018","Saskatchewan","2016A000247","Current transfers paid","Dollars","81","millions","6","v62790794","9.8","16752","","","","0"
"2019","Saskatchewan","2016A000247","Current transfers paid","Dollars","81","millions","6","v62790794","9.8","16825","","","","0"
"2020","Saskatchewan","2016A000247","Current transfers paid","Dollars","81","millions","6","v62790794","9.8","16521","","","","0"
"2021","Saskatchewan","2016A000247","Current transfers paid","Dollars","81","millions","6","v62790794","9.8","17894","","","","0"
"2022","Saskatchewan","2016A000247","Current transfers paid","Dollars","81","millions","6","v62790794","9.8","18941","","","","0"
"2023","Saskatchewan","2016A000247","Current transfers paid","Dollars","81","millions","6","v62790794","9.8","20136","","","","0"
"2024","Saskatchewan","2016A000247","Current transfers paid","Dollars","81","millions","6","v62790794","9.8","21475","","","","0"
"2015","Saskatchewan","2016A000247","Household final consumption expenditure","Dollars","81","millions","6","v62790795","9.9","36070","","","","0"
"2016","Saskatchewan","2016A000247","Household final consumption expenditure","Dollars","81","millions","6","v62790795","9.9","36522","","","","0"
"2017","Saskatchewan","2016A000247","Household final consumption expenditure","Dollars","81","millions","6","v62790795","9.9","37709","","","","0"
"2018","Saskatchewan","2016A000247","Household final consumption expenditure","Dollars","81","millions","6","v62790795","9.9","39002","","","","0"
"2019","Saskatchewan","2016A000247","Household final consumption expenditure","Dollars","81","millions","6","v62790795","9.9","39824","","","","0"
"2020","Saskatchewan","2016A000247","Household final consumption expenditure","Dollars","81","millions","6","v62790795","9.9","37456","","","","0"
"2021","Saskatchewan","2016A000247","Household final consumption expenditure","Dollars","81","millions","6","v62790795","9.9","40734","","","","0"
"2022","Saskatchewan","2016A000247","Household final consumption expenditure","Dollars","81","millions","6","v62790795","9.9","44982","","","","0"
"2023","Saskatchewan","2016A000247","Household final consumption expenditure","Dollars","81","millions","6","v62790795","9.9","47023","","","","0"
"2024","Saskatchewan","2016A000247","Household final consumption expenditure","Dollars","81","millions","6","v62790795","9.9","49471","","","","0"
"2015","Saskatchewan","2016A000247","Interest paid","Dollars","81","millions","6","v62790796","9.10","2175","","","","0"
"2016","Saskatchewan","2016A000247","Interest paid","Dollars","81","millions","6","v62790796","9.10","2198","","","","0"
"2017","Saskatchewan","2016A000247","Interest paid","Dollars","81","millions","6","v62790796","9.10","2235","","","","0"
"2018","Saskatchewan","2016A000247","Interest paid","Dollars","81","millions","6","v62790796","9.10","2460","","","","0"
"2019","Saskatchewan","2016A000247","Interest paid","Dollars","81","millions","6","v62790796","9.10","2617","","","","0"
"2020","Saskatchewan","2016A000247","Interest paid","Dollars","81","millions","6","v62790796","9.10","2369","","","","0"
"2021","Saskatchewan","2016A000247","Interest paid","Dollars","81","millions","6","v62790796","9.10","2127","","","","0"
"2022","Saskatchewan","2016A000247","Interest paid","Dollars","81","millions","6","v62790796","9.10","2381","","","","0"
"2023","Saskatchewan","2016A000247","Interest paid","Dollars","81","millions","6","v62790796","9.10","3248","","","","0"
"2024","Saskatchewan","2016A000247","Interest paid","Dollars","81","millions","6","v62790796","9.10","3528","","","","0"
"2015","Saskatchewan","2016A000247","Mortgage interest paid","Dollars","81","millions","6","v62790797","9.11","999","","","","0"
"2016","Saskatchewan","2016A000247","Mortgage interest paid","Dollars","81","millions","6","v62790797","9.11","985","","","","0"
"2017","Saskatchewan","2016A000247","Mortgage interest paid","Dollars","81","millions","6","v62790797","9.11","1000","","","","0"
"2018","Saskatchewan","2016A000247","Mortgage interest paid","Dollars","81","millions","6","v62790797","9.11","1113","","","","0"
"2019","Saskatchewan","2016A000247","Mortgage interest paid","Dollars","81","millions","6","v62790797","9.11","1198","","","","0"
"2020","Saskatchewan","2016A000247","Mortgage interest paid","Dollars","81","millions","6","v62790797","9.11","1101","","","","0"
"2021","Saskatchewan","2016A000247","Mortgage interest paid","Dollars","81","millions","6","v62790797","9.11","976","","","","0"
"2022","Saskatchewan","2016A000247","Mortgage interest paid","Dollars","81","millions","6","v62790797","9.11","1142","","","","0"
"2023","Saskatchewan","2016A000247","Mortgage interest paid","Dollars","81","millions","6","v62790797","9.11","1648","","","","0"
"2024","Saskatchewan","2016A000247","Mortgage interest paid","Dollars","81","millions","6","v62790797","9.11","1785","","","","0"
"2015","Saskatchewan","2016A000247","Non-mortgage interest paid","Dollars","81","millions","6","v62790798","9.12","1176","","","","0"
"2016","Saskatchewan","2016A000247","Non-mortgage interest paid","Dollars","81","millions","6","v62790798","9.12","1213","","","","0"
"2017","Saskatchewan","2016A000247","Non-mortgage interest paid","Dollars","81","millions","6","v62790798","9.12","1235","","","","0"
"2018","Saskatchewan","2016A000247","Non-mortgage interest paid","Dollars","81","millions","6","v62790798","9.12","1347","","","","0"
"2019","Saskatchewan","2016A000247","Non-mortgage interest paid","Dollars","81","millions","6","v62790798","9.12","1419","","","","0"
"2020","Saskatchewan","2016A000247","Non-mortgage interest paid","Dollars","81","millions","6","v62790798","9.12","1268","","","","0"
"2021","Saskatchewan","2016A000247","Non-mortgage interest paid","Dollars","81","millions","6","v62790798","9.12","1151","","","","0"
"2022","Saskatchewan","2016A000247","Non-mortgage interest paid","Dollars","81","millions","6","v62790798","9.12","1239","","","","0"
"2023","Saskatchewan","2016A000247","Non-mortgage interest paid","Dollars","81","millions","6","v62790798","9.12","1600","","","","0"
"2024","Saskatchewan","2016A000247","Non-mortgage interest paid","Dollars","81","millions","6","v62790798","9.12","1743","","","","0"
"2015","Saskatchewan","2016A000247","Divided by: household disposable income","Dollars","81","millions","6","v62790799","9.13","40037","","","","0"
"2016","Saskatchewan","2016A000247","Divided by: household disposable income","Dollars","81","millions","6","v62790799","9.13","39465","","","","0"
"2017","Saskatchewan","2016A000247","Divided by: household disposable income","Dollars","81","millions","6","v62790799","9.13","40752","","","","0"
"2018","Saskatchewan","2016A000247","Divided by: household disposable income","Dollars","81","millions","6","v62790799","9.13","40965","","","","0"
"2019","Saskatchewan","2016A000247","Divided by: household disposable income","Dollars","81","millions","6","v62790799","9.13","41828","","","","0"
"2020","Saskatchewan","2016A000247","Divided by: household disposable income","Dollars","81","millions","6","v62790799","9.13","45266","","","","0"
"2021","Saskatchewan","2016A000247","Divided by: household disposable income","Dollars","81","millions","6","v62790799","9.13","45529","","","","0"
"2022","Saskatchewan","2016A000247","Divided by: household disposable income","Dollars","81","millions","6","v62790799","9.13","49981","","","","0"
"2023","Saskatchewan","2016A000247","Divided by: household disposable income","Dollars","81","millions","6","v62790799","9.13","51232","","","","0"
"2024","Saskatchewan","2016A000247","Divided by: household disposable income","Dollars","81","millions","6","v62790799","9.13","54894","","","","0"
"2015","Saskatchewan","2016A000247","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790800","9.14","5.43","","","","2"
"2016","Saskatchewan","2016A000247","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790800","9.14","5.57","","","","2"
"2017","Saskatchewan","2016A000247","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790800","9.14","5.48","","","","2"
"2018","Saskatchewan","2016A000247","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790800","9.14","6.01","","","","2"
"2019","Saskatchewan","2016A000247","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790800","9.14","6.26","","","","2"
"2020","Saskatchewan","2016A000247","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790800","9.14","5.23","","","","2"
"2021","Saskatchewan","2016A000247","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790800","9.14","4.67","","","","2"
"2022","Saskatchewan","2016A000247","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790800","9.14","4.76","","","","2"
"2023","Saskatchewan","2016A000247","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790800","9.14","6.34","","","","2"
"2024","Saskatchewan","2016A000247","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790800","9.14","6.43","","","","2"
"2015","Alberta","2016A000248","Household income","Dollars","81","millions","6","v62790801","10.1","250271","","","","0"
"2016","Alberta","2016A000248","Household income","Dollars","81","millions","6","v62790801","10.1","230437","","","","0"
"2017","Alberta","2016A000248","Household income","Dollars","81","millions","6","v62790801","10.1","240019","","","","0"
"2018","Alberta","2016A000248","Household income","Dollars","81","millions","6","v62790801","10.1","246247","","","","0"
"2019","Alberta","2016A000248","Household income","Dollars","81","millions","6","v62790801","10.1","254247","","","","0"
"2020","Alberta","2016A000248","Household income","Dollars","81","millions","6","v62790801","10.1","259507","","","","0"
"2021","Alberta","2016A000248","Household income","Dollars","81","millions","6","v62790801","10.1","269123","","","","0"
"2022","Alberta","2016A000248","Household income","Dollars","81","millions","6","v62790801","10.1","286728","","","","0"
"2023","Alberta","2016A000248","Household income","Dollars","81","millions","6","v62790801","10.1","310529","","","","0"
"2024","Alberta","2016A000248","Household income","Dollars","81","millions","6","v62790801","10.1","334061","","","","0"
"2015","Alberta","2016A000248","Compensation of employees","Dollars","81","millions","6","v62790802","10.2","162004","","","","0"
"2016","Alberta","2016A000248","Compensation of employees","Dollars","81","millions","6","v62790802","10.2","147677","","","","0"
"2017","Alberta","2016A000248","Compensation of employees","Dollars","81","millions","6","v62790802","10.2","153162","","","","0"
"2018","Alberta","2016A000248","Compensation of employees","Dollars","81","millions","6","v62790802","10.2","157531","","","","0"
"2019","Alberta","2016A000248","Compensation of employees","Dollars","81","millions","6","v62790802","10.2","161936","","","","0"
"2020","Alberta","2016A000248","Compensation of employees","Dollars","81","millions","6","v62790802","10.2","152695","","","","0"
"2021","Alberta","2016A000248","Compensation of employees","Dollars","81","millions","6","v62790802","10.2","163544","","","","0"
"2022","Alberta","2016A000248","Compensation of employees","Dollars","81","millions","6","v62790802","10.2","181221","","","","0"
"2023","Alberta","2016A000248","Compensation of employees","Dollars","81","millions","6","v62790802","10.2","193300","","","","0"
"2024","Alberta","2016A000248","Compensation of employees","Dollars","81","millions","6","v62790802","10.2","202729","","","","0"
"2015","Alberta","2016A000248","Net mixed income","Dollars","81","millions","6","v62790803","10.3","23219","","","","0"
"2016","Alberta","2016A000248","Net mixed income","Dollars","81","millions","6","v62790803","10.3","22791","","","","0"
"2017","Alberta","2016A000248","Net mixed income","Dollars","81","millions","6","v62790803","10.3","23622","","","","0"
"2018","Alberta","2016A000248","Net mixed income","Dollars","81","millions","6","v62790803","10.3","23724","","","","0"
"2019","Alberta","2016A000248","Net mixed income","Dollars","81","millions","6","v62790803","10.3","24912","","","","0"
"2020","Alberta","2016A000248","Net mixed income","Dollars","81","millions","6","v62790803","10.3","24302","","","","0"
"2021","Alberta","2016A000248","Net mixed income","Dollars","81","millions","6","v62790803","10.3","24534","","","","0"
"2022","Alberta","2016A000248","Net mixed income","Dollars","81","millions","6","v62790803","10.3","25206","","","","0"
"2023","Alberta","2016A000248","Net mixed income","Dollars","81","millions","6","v62790803","10.3","28260","","","","0"
"2024","Alberta","2016A000248","Net mixed income","Dollars","81","millions","6","v62790803","10.3","33628","","","","0"
"2015","Alberta","2016A000248","Property income received","Dollars","81","millions","6","v62790804","10.4","34169","","","","0"
"2016","Alberta","2016A000248","Property income received","Dollars","81","millions","6","v62790804","10.4","25625","","","","0"
"2017","Alberta","2016A000248","Property income received","Dollars","81","millions","6","v62790804","10.4","27271","","","","0"
"2018","Alberta","2016A000248","Property income received","Dollars","81","millions","6","v62790804","10.4","27307","","","","0"
"2019","Alberta","2016A000248","Property income received","Dollars","81","millions","6","v62790804","10.4","28297","","","","0"
"2020","Alberta","2016A000248","Property income received","Dollars","81","millions","6","v62790804","10.4","27203","","","","0"
"2021","Alberta","2016A000248","Property income received","Dollars","81","millions","6","v62790804","10.4","27979","","","","0"
"2022","Alberta","2016A000248","Property income received","Dollars","81","millions","6","v62790804","10.4","31918","","","","0"
"2023","Alberta","2016A000248","Property income received","Dollars","81","millions","6","v62790804","10.4","36860","","","","0"
"2024","Alberta","2016A000248","Property income received","Dollars","81","millions","6","v62790804","10.4","41139","","","","0"
"2015","Alberta","2016A000248","Current transfers received","Dollars","81","millions","6","v62790805","10.5","30879","","","","0"
"2016","Alberta","2016A000248","Current transfers received","Dollars","81","millions","6","v62790805","10.5","34344","","","","0"
"2017","Alberta","2016A000248","Current transfers received","Dollars","81","millions","6","v62790805","10.5","35964","","","","0"
"2018","Alberta","2016A000248","Current transfers received","Dollars","81","millions","6","v62790805","10.5","37685","","","","0"
"2019","Alberta","2016A000248","Current transfers received","Dollars","81","millions","6","v62790805","10.5","39102","","","","0"
"2020","Alberta","2016A000248","Current transfers received","Dollars","81","millions","6","v62790805","10.5","55307","","","","0"
"2021","Alberta","2016A000248","Current transfers received","Dollars","81","millions","6","v62790805","10.5","53066","","","","0"
"2022","Alberta","2016A000248","Current transfers received","Dollars","81","millions","6","v62790805","10.5","48383","","","","0"
"2023","Alberta","2016A000248","Current transfers received","Dollars","81","millions","6","v62790805","10.5","52110","","","","0"
"2024","Alberta","2016A000248","Current transfers received","Dollars","81","millions","6","v62790805","10.5","56565","","","","0"
"2015","Alberta","2016A000248","Household outlays","Dollars","81","millions","6","v62790806","10.6","227254","","","","0"
"2016","Alberta","2016A000248","Household outlays","Dollars","81","millions","6","v62790806","10.6","223320","","","","0"
"2017","Alberta","2016A000248","Household outlays","Dollars","81","millions","6","v62790806","10.6","230287","","","","0"
"2018","Alberta","2016A000248","Household outlays","Dollars","81","millions","6","v62790806","10.6","239220","","","","0"
"2019","Alberta","2016A000248","Household outlays","Dollars","81","millions","6","v62790806","10.6","243106","","","","0"
"2020","Alberta","2016A000248","Household outlays","Dollars","81","millions","6","v62790806","10.6","230280","","","","0"
"2021","Alberta","2016A000248","Household outlays","Dollars","81","millions","6","v62790806","10.6","247066","","","","0"
"2022","Alberta","2016A000248","Household outlays","Dollars","81","millions","6","v62790806","10.6","270172","","","","0"
"2023","Alberta","2016A000248","Household outlays","Dollars","81","millions","6","v62790806","10.6","294013","","","","0"
"2024","Alberta","2016A000248","Household outlays","Dollars","81","millions","6","v62790806","10.6","313276","","","","0"
"2015","Alberta","2016A000248","Property income paid","Dollars","81","millions","6","v62790807","10.7","7799","","","","0"
"2016","Alberta","2016A000248","Property income paid","Dollars","81","millions","6","v62790807","10.7","7645","","","","0"
"2017","Alberta","2016A000248","Property income paid","Dollars","81","millions","6","v62790807","10.7","7929","","","","0"
"2018","Alberta","2016A000248","Property income paid","Dollars","81","millions","6","v62790807","10.7","8903","","","","0"
"2019","Alberta","2016A000248","Property income paid","Dollars","81","millions","6","v62790807","10.7","9933","","","","0"
"2020","Alberta","2016A000248","Property income paid","Dollars","81","millions","6","v62790807","10.7","8776","","","","0"
"2021","Alberta","2016A000248","Property income paid","Dollars","81","millions","6","v62790807","10.7","7653","","","","0"
"2022","Alberta","2016A000248","Property income paid","Dollars","81","millions","6","v62790807","10.7","9084","","","","0"
"2023","Alberta","2016A000248","Property income paid","Dollars","81","millions","6","v62790807","10.7","13736","","","","0"
"2024","Alberta","2016A000248","Property income paid","Dollars","81","millions","6","v62790807","10.7","15176","","","","0"
"2015","Alberta","2016A000248","Current transfers paid","Dollars","81","millions","6","v62790808","10.8","70754","","","","0"
"2016","Alberta","2016A000248","Current transfers paid","Dollars","81","millions","6","v62790808","10.8","66973","","","","0"
"2017","Alberta","2016A000248","Current transfers paid","Dollars","81","millions","6","v62790808","10.8","68002","","","","0"
"2018","Alberta","2016A000248","Current transfers paid","Dollars","81","millions","6","v62790808","10.8","70860","","","","0"
"2019","Alberta","2016A000248","Current transfers paid","Dollars","81","millions","6","v62790808","10.8","71139","","","","0"
"2020","Alberta","2016A000248","Current transfers paid","Dollars","81","millions","6","v62790808","10.8","68719","","","","0"
"2021","Alberta","2016A000248","Current transfers paid","Dollars","81","millions","6","v62790808","10.8","73905","","","","0"
"2022","Alberta","2016A000248","Current transfers paid","Dollars","81","millions","6","v62790808","10.8","79567","","","","0"
"2023","Alberta","2016A000248","Current transfers paid","Dollars","81","millions","6","v62790808","10.8","85456","","","","0"
"2024","Alberta","2016A000248","Current transfers paid","Dollars","81","millions","6","v62790808","10.8","91559","","","","0"
"2015","Alberta","2016A000248","Household final consumption expenditure","Dollars","81","millions","6","v62790809","10.9","148701","","","","0"
"2016","Alberta","2016A000248","Household final consumption expenditure","Dollars","81","millions","6","v62790809","10.9","148702","","","","0"
"2017","Alberta","2016A000248","Household final consumption expenditure","Dollars","81","millions","6","v62790809","10.9","154356","","","","0"
"2018","Alberta","2016A000248","Household final consumption expenditure","Dollars","81","millions","6","v62790809","10.9","159457","","","","0"
"2019","Alberta","2016A000248","Household final consumption expenditure","Dollars","81","millions","6","v62790809","10.9","162034","","","","0"
"2020","Alberta","2016A000248","Household final consumption expenditure","Dollars","81","millions","6","v62790809","10.9","152785","","","","0"
"2021","Alberta","2016A000248","Household final consumption expenditure","Dollars","81","millions","6","v62790809","10.9","165508","","","","0"
"2022","Alberta","2016A000248","Household final consumption expenditure","Dollars","81","millions","6","v62790809","10.9","181521","","","","0"
"2023","Alberta","2016A000248","Household final consumption expenditure","Dollars","81","millions","6","v62790809","10.9","194821","","","","0"
"2024","Alberta","2016A000248","Household final consumption expenditure","Dollars","81","millions","6","v62790809","10.9","206541","","","","0"
"2015","Alberta","2016A000248","Interest paid","Dollars","81","millions","6","v62790810","10.10","10908","","","","0"
"2016","Alberta","2016A000248","Interest paid","Dollars","81","millions","6","v62790810","10.10","10811","","","","0"
"2017","Alberta","2016A000248","Interest paid","Dollars","81","millions","6","v62790810","10.10","11044","","","","0"
"2018","Alberta","2016A000248","Interest paid","Dollars","81","millions","6","v62790810","10.10","12011","","","","0"
"2019","Alberta","2016A000248","Interest paid","Dollars","81","millions","6","v62790810","10.10","12971","","","","0"
"2020","Alberta","2016A000248","Interest paid","Dollars","81","millions","6","v62790810","10.10","11868","","","","0"
"2021","Alberta","2016A000248","Interest paid","Dollars","81","millions","6","v62790810","10.10","10674","","","","0"
"2022","Alberta","2016A000248","Interest paid","Dollars","81","millions","6","v62790810","10.10","12147","","","","0"
"2023","Alberta","2016A000248","Interest paid","Dollars","81","millions","6","v62790810","10.10","16814","","","","0"
"2024","Alberta","2016A000248","Interest paid","Dollars","81","millions","6","v62790810","10.10","18310","","","","0"
"2015","Alberta","2016A000248","Mortgage interest paid","Dollars","81","millions","6","v62790811","10.11","5660","","","","0"
"2016","Alberta","2016A000248","Mortgage interest paid","Dollars","81","millions","6","v62790811","10.11","5484","","","","0"
"2017","Alberta","2016A000248","Mortgage interest paid","Dollars","81","millions","6","v62790811","10.11","5476","","","","0"
"2018","Alberta","2016A000248","Mortgage interest paid","Dollars","81","millions","6","v62790811","10.11","5966","","","","0"
"2019","Alberta","2016A000248","Mortgage interest paid","Dollars","81","millions","6","v62790811","10.11","6527","","","","0"
"2020","Alberta","2016A000248","Mortgage interest paid","Dollars","81","millions","6","v62790811","10.11","6122","","","","0"
"2021","Alberta","2016A000248","Mortgage interest paid","Dollars","81","millions","6","v62790811","10.11","5486","","","","0"
"2022","Alberta","2016A000248","Mortgage interest paid","Dollars","81","millions","6","v62790811","10.11","6484","","","","0"
"2023","Alberta","2016A000248","Mortgage interest paid","Dollars","81","millions","6","v62790811","10.11","9310","","","","0"
"2024","Alberta","2016A000248","Mortgage interest paid","Dollars","81","millions","6","v62790811","10.11","10245","","","","0"
"2015","Alberta","2016A000248","Non-mortgage interest paid","Dollars","81","millions","6","v62790812","10.12","5248","","","","0"
"2016","Alberta","2016A000248","Non-mortgage interest paid","Dollars","81","millions","6","v62790812","10.12","5327","","","","0"
"2017","Alberta","2016A000248","Non-mortgage interest paid","Dollars","81","millions","6","v62790812","10.12","5568","","","","0"
"2018","Alberta","2016A000248","Non-mortgage interest paid","Dollars","81","millions","6","v62790812","10.12","6045","","","","0"
"2019","Alberta","2016A000248","Non-mortgage interest paid","Dollars","81","millions","6","v62790812","10.12","6444","","","","0"
"2020","Alberta","2016A000248","Non-mortgage interest paid","Dollars","81","millions","6","v62790812","10.12","5746","","","","0"
"2021","Alberta","2016A000248","Non-mortgage interest paid","Dollars","81","millions","6","v62790812","10.12","5188","","","","0"
"2022","Alberta","2016A000248","Non-mortgage interest paid","Dollars","81","millions","6","v62790812","10.12","5663","","","","0"
"2023","Alberta","2016A000248","Non-mortgage interest paid","Dollars","81","millions","6","v62790812","10.12","7504","","","","0"
"2024","Alberta","2016A000248","Non-mortgage interest paid","Dollars","81","millions","6","v62790812","10.12","8065","","","","0"
"2015","Alberta","2016A000248","Divided by: household disposable income","Dollars","81","millions","6","v62790813","10.13","182626","","","","0"
"2016","Alberta","2016A000248","Divided by: household disposable income","Dollars","81","millions","6","v62790813","10.13","166630","","","","0"
"2017","Alberta","2016A000248","Divided by: household disposable income","Dollars","81","millions","6","v62790813","10.13","175132","","","","0"
"2018","Alberta","2016A000248","Divided by: household disposable income","Dollars","81","millions","6","v62790813","10.13","178495","","","","0"
"2019","Alberta","2016A000248","Divided by: household disposable income","Dollars","81","millions","6","v62790813","10.13","186146","","","","0"
"2020","Alberta","2016A000248","Divided by: household disposable income","Dollars","81","millions","6","v62790813","10.13","193880","","","","0"
"2021","Alberta","2016A000248","Divided by: household disposable income","Dollars","81","millions","6","v62790813","10.13","198239","","","","0"
"2022","Alberta","2016A000248","Divided by: household disposable income","Dollars","81","millions","6","v62790813","10.13","210224","","","","0"
"2023","Alberta","2016A000248","Divided by: household disposable income","Dollars","81","millions","6","v62790813","10.13","228151","","","","0"
"2024","Alberta","2016A000248","Divided by: household disposable income","Dollars","81","millions","6","v62790813","10.13","245636","","","","0"
"2015","Alberta","2016A000248","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790814","10.14","5.97","","","","2"
"2016","Alberta","2016A000248","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790814","10.14","6.49","","","","2"
"2017","Alberta","2016A000248","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790814","10.14","6.31","","","","2"
"2018","Alberta","2016A000248","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790814","10.14","6.73","","","","2"
"2019","Alberta","2016A000248","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790814","10.14","6.97","","","","2"
"2020","Alberta","2016A000248","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790814","10.14","6.12","","","","2"
"2021","Alberta","2016A000248","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790814","10.14","5.38","","","","2"
"2022","Alberta","2016A000248","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790814","10.14","5.78","","","","2"
"2023","Alberta","2016A000248","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790814","10.14","7.37","","","","2"
"2024","Alberta","2016A000248","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790814","10.14","7.45","","","","2"
"2015","British Columbia","2016A000259","Household income","Dollars","81","millions","6","v62790815","11.1","223387","","","","0"
"2016","British Columbia","2016A000259","Household income","Dollars","81","millions","6","v62790815","11.1","231190","","","","0"
