"REF_DATE","GEO","DGUID","Estimate","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-04","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","437311","B","","","0"
"2022-05","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","439528","B","","","0"
"2022-06","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","439120","B","","","0"
"2022-07","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","436681","B","","","0"
"2022-08","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","437488","B","","","0"
"2022-09","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","439400","B","","","0"
"2022-10","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","438489","B","","","0"
"2022-11","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","442399","B","","","0"
"2022-12","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","444897","B","","","0"
"2023-01","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","446111","B","","","0"
"2023-02","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","447567","B","","","0"
"2023-03","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","445506","B","","","0"
"2023-04","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","442126","B","","","0"
"2023-05","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","450968","B","","","0"
"2023-06","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","450768","B","","","0"
"2023-07","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","450905","B","","","0"
"2023-08","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","450213","B","","","0"
"2023-09","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","450054","B","","","0"
"2023-10","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","454451","B","","","0"
"2023-11","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","450752","B","","","0"
"2023-12","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","450705","B","","","0"
"2024-01","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","454503","B","","","0"
"2024-02","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","454737","B","","","0"
"2024-03","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","456985","B","","","0"
"2024-04","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","456919","B","","","0"
"2024-05","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","456762","B","","","0"
"2024-06","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","458290","B","","","0"
"2024-07","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","457694","B","","","0"
"2024-08","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","459839","B","","","0"
"2024-09","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","459967","B","","","0"
"2024-10","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","459551","B","","","0"
"2024-11","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","459601","B","","","0"
"2024-12","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","462206","B","","","0"
"2025-01","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","461188","B","","","0"
"2025-02","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","460116","B","","","0"
"2025-03","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","460901","B","","","0"
"2025-04","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","461093","B","","","0"
"2025-05","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","462409","B","","","0"
"2025-06","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","464891","B","","","0"
"2025-07","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","465529","B","","","0"
"2025-08","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","464296","B","","","0"
"2025-09","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","466060","B","","","0"
"2025-10","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","464612","B","","","0"
"2025-11","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","466472","B","","","0"
"2025-12","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","466482","B","","","0"
"2026-01","Nova Scotia","2021A000212","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310854","4.1.1","465451","B","","","0"
"2015-01","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","303581","A","","","0"
"2015-02","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","303064","A","","","0"
"2015-03","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","301784","A","","","0"
"2015-04","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","304357","A","","","0"
"2015-05","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","301596","A","","","0"
"2015-06","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","300409","A","","","0"
"2015-07","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","304136","A","","","0"
"2015-08","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","301758","A","","","0"
"2015-09","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","304849","A","","","0"
"2015-10","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","307008","A","","","0"
"2015-11","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","306659","A","","","0"
"2015-12","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","308142","A","","","0"
"2016-01","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","306227","A","","","0"
"2016-02","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","305919","A","","","0"
"2016-03","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","306971","A","","","0"
"2016-04","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","306790","A","","","0"
"2016-05","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","308337","A","","","0"
"2016-06","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","308734","A","","","0"
"2016-07","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","307476","A","","","0"
"2016-08","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","307625","A","","","0"
"2016-09","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","309778","A","","","0"
"2016-10","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","307985","A","","","0"
"2016-11","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","309389","A","","","0"
"2016-12","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","312697","A","","","0"
"2017-01","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","309620","A","","","0"
"2017-02","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","310236","A","","","0"
"2017-03","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","310248","A","","","0"
"2017-04","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","311267","A","","","0"
"2017-05","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","310232","A","","","0"
"2017-06","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","314666","A","","","0"
"2017-07","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","312651","A","","","0"
"2017-08","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","313322","A","","","0"
"2017-09","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","313199","A","","","0"
"2017-10","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","312467","A","","","0"
"2017-11","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","314379","A","","","0"
"2017-12","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","313767","A","","","0"
"2018-01","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","313743","A","","","0"
"2018-02","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","315485","A","","","0"
"2018-03","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","316500","A","","","0"
"2018-04","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","314553","A","","","0"
"2018-05","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","317400","A","","","0"
"2018-06","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","317514","A","","","0"
"2018-07","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","316745","A","","","0"
"2018-08","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","320398","A","","","0"
"2018-09","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","319802","A","","","0"
"2018-10","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","322449","A","","","0"
"2018-11","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","323590","A","","","0"
"2018-12","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","321532","A","","","0"
"2019-01","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","322585","A","","","0"
"2019-02","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","323259","A","","","0"
"2019-03","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","323273","A","","","0"
"2019-04","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","323005","A","","","0"
"2019-05","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","325918","A","","","0"
"2019-06","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","325842","A","","","0"
"2019-07","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","327842","A","","","0"
"2019-08","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","327889","A","","","0"
"2019-09","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","327836","B","","","0"
"2019-10","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","326959","A","","","0"
"2019-11","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","325268","A","","","0"
"2019-12","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","324476","A","","","0"
"2020-01","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","326613","B","","","0"
"2020-02","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","325641","B","","","0"
"2020-03","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","311724","B","","","0"
"2020-04","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","277058","B","","","0"
"2020-05","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","278765","B","","","0"
"2020-06","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","297372","B","","","0"
"2020-07","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","308566","B","","","0"
"2020-08","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","310446","B","","","0"
"2020-09","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","319653","B","","","0"
"2020-10","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","322200","A","","","0"
"2020-11","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","322610","B","","","0"
"2020-12","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","324642","B","","","0"
"2021-01","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","325847","B","","","0"
"2021-02","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","323761","B","","","0"
"2021-03","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","326490","B","","","0"
"2021-04","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","330678","A","","","0"
"2021-05","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","327762","B","","","0"
"2021-06","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","330363","B","","","0"
"2021-07","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","333101","B","","","0"
"2021-08","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","331067","B","","","0"
"2021-09","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","333887","B","","","0"
"2021-10","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","334138","B","","","0"
"2021-11","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","335215","B","","","0"
"2021-12","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","339339","B","","","0"
"2022-01","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","334358","B","","","0"
"2022-02","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","337646","B","","","0"
"2022-03","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","339148","B","","","0"
"2022-04","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","341139","B","","","0"
"2022-05","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","341474","B","","","0"
"2022-06","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","343934","B","","","0"
"2022-07","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","344883","B","","","0"
"2022-08","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","344942","B","","","0"
"2022-09","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","348544","B","","","0"
"2022-10","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","348243","B","","","0"
"2022-11","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","349194","B","","","0"
"2022-12","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","350651","B","","","0"
"2023-01","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","349820","B","","","0"
"2023-02","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","352184","B","","","0"
"2023-03","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","352638","B","","","0"
"2023-04","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","346112","B","","","0"
"2023-05","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","352126","B","","","0"
"2023-06","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","353695","B","","","0"
"2023-07","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","352955","B","","","0"
"2023-08","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","353714","B","","","0"
"2023-09","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","353900","B","","","0"
"2023-10","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","354204","B","","","0"
"2023-11","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","356017","B","","","0"
"2023-12","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","355856","B","","","0"
"2024-01","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","355817","B","","","0"
"2024-02","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","356110","B","","","0"
"2024-03","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","355622","B","","","0"
"2024-04","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","356273","B","","","0"
"2024-05","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","358217","B","","","0"
"2024-06","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","356107","B","","","0"
"2024-07","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","357267","B","","","0"
"2024-08","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","359982","B","","","0"
"2024-09","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","359442","B","","","0"
"2024-10","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","361177","B","","","0"
"2024-11","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","362244","B","","","0"
"2024-12","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","363343","B","","","0"
"2025-01","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","366332","B","","","0"
"2025-02","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","365274","B","","","0"
"2025-03","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","365030","B","","","0"
"2025-04","New Brunswick","2021A000213","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310881","5.1.1","365191","B","","","0"
