"REF_DATE","GEO","DGUID","Estimate","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-04","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6169452","A","","","0"
"2016-05","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6170003","A","","","0"
"2016-06","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6192728","A","","","0"
"2016-07","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6192140","A","","","0"
"2016-08","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6187822","A","","","0"
"2016-09","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6217442","A","","","0"
"2016-10","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6214646","A","","","0"
"2016-11","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6239180","A","","","0"
"2016-12","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6267996","A","","","0"
"2017-01","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6255863","A","","","0"
"2017-02","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6287199","A","","","0"
"2017-03","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6299914","A","","","0"
"2017-04","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6300454","A","","","0"
"2017-05","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6309966","A","","","0"
"2017-06","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6344098","A","","","0"
"2017-07","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6331570","A","","","0"
"2017-08","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6344899","A","","","0"
"2017-09","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6370006","A","","","0"
"2017-10","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6353659","A","","","0"
"2017-11","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6370704","A","","","0"
"2017-12","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6391110","A","","","0"
"2018-01","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6391852","A","","","0"
"2018-02","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6409084","A","","","0"
"2018-03","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6431370","A","","","0"
"2018-04","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6431942","A","","","0"
"2018-05","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6464141","A","","","0"
"2018-06","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6476028","A","","","0"
"2018-07","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6473123","A","","","0"
"2018-08","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6497013","A","","","0"
"2018-09","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6504506","A","","","0"
"2018-10","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6534153","A","","","0"
"2018-11","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6539441","A","","","0"
"2018-12","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6533099","A","","","0"
"2019-01","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6557071","A","","","0"
"2019-02","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6577667","A","","","0"
"2019-03","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6589468","A","","","0"
"2019-04","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6597733","A","","","0"
"2019-05","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6608997","A","","","0"
"2019-06","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6598098","A","","","0"
"2019-07","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6619813","A","","","0"
"2019-08","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6636254","A","","","0"
"2019-09","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6613178","B","","","0"
"2019-10","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6614299","B","","","0"
"2019-11","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6638399","B","","","0"
"2019-12","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6635254","A","","","0"
"2020-01","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6659931","A","","","0"
"2020-02","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6655922","B","","","0"
"2020-03","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6308582","B","","","0"
"2020-04","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","5611258","B","","","0"
"2020-05","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","5300378","B","","","0"
"2020-06","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","5536606","B","","","0"
"2020-07","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","5815244","B","","","0"
"2020-08","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","5952016","B","","","0"
"2020-09","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6086343","A","","","0"
"2020-10","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6177214","B","","","0"
"2020-11","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6171502","B","","","0"
"2020-12","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6200574","B","","","0"
"2021-01","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6124383","A","","","0"
"2021-02","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6120375","A","","","0"
"2021-03","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6237068","A","","","0"
"2021-04","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6301474","B","","","0"
"2021-05","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6142921","B","","","0"
"2021-06","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6233482","B","","","0"
"2021-07","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6407236","B","","","0"
"2021-08","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6442987","B","","","0"
"2021-09","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6478716","A","","","0"
"2021-10","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6539232","A","","","0"
"2021-11","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6571346","B","","","0"
"2021-12","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6629358","B","","","0"
"2022-01","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6611509","B","","","0"
"2022-02","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6671408","B","","","0"
"2022-03","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6711662","B","","","0"
"2022-04","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6794070","B","","","0"
"2022-05","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6767381","B","","","0"
"2022-06","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6822774","B","","","0"
"2022-07","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6839323","B","","","0"
"2022-08","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6842124","B","","","0"
"2022-09","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6878636","B","","","0"
"2022-10","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6884095","B","","","0"
"2022-11","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6899476","B","","","0"
"2022-12","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6928831","B","","","0"
"2023-01","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6935806","B","","","0"
"2023-02","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6966949","B","","","0"
"2023-03","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6976703","B","","","0"
"2023-04","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6946844","B","","","0"
"2023-05","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","6985459","B","","","0"
"2023-06","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7013111","B","","","0"
"2023-07","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7005853","B","","","0"
"2023-08","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7007992","B","","","0"
"2023-09","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7038353","B","","","0"
"2023-10","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7026381","B","","","0"
"2023-11","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7028622","B","","","0"
"2023-12","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7030075","B","","","0"
"2024-01","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7036115","B","","","0"
"2024-02","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7052232","B","","","0"
"2024-03","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7077866","B","","","0"
"2024-04","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7090425","B","","","0"
"2024-05","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7085175","B","","","0"
"2024-06","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7061699","B","","","0"
"2024-07","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7068176","B","","","0"
"2024-08","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7086366","B","","","0"
"2024-09","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7070521","B","","","0"
"2024-10","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7056223","B","","","0"
"2024-11","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7067682","B","","","0"
"2024-12","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7086543","B","","","0"
"2025-01","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7096113","B","","","0"
"2025-02","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7078413","B","","","0"
"2025-03","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7055640","B","","","0"
"2025-04","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7067208","B","","","0"
"2025-05","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7075319","B","","","0"
"2025-06","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7059603","B","","","0"
"2025-07","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7073668","B","","","0"
"2025-08","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7090601","B","","","0"
"2025-09","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7053621","B","","","0"
"2025-10","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7074248","B","","","0"
"2025-11","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7065969","B","","","0"
"2025-12","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7057970","B","","","0"
"2026-01","Ontario","2021A000235","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310935","7.1.1","7085174","B","","","0"
"2015-01","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","587922","A","","","0"
"2015-02","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","588757","A","","","0"
"2015-03","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","588243","A","","","0"
"2015-04","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","590491","A","","","0"
"2015-05","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","590811","A","","","0"
"2015-06","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","589869","A","","","0"
"2015-07","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","588890","A","","","0"
"2015-08","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","587962","A","","","0"
"2015-09","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","589293","A","","","0"
"2015-10","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","588803","A","","","0"
"2015-11","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","591467","A","","","0"
"2015-12","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","594072","A","","","0"
"2016-01","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","593745","A","","","0"
"2016-02","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","589074","A","","","0"
"2016-03","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","591189","A","","","0"
"2016-04","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","594630","A","","","0"
"2016-05","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","592679","A","","","0"
"2016-06","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","595230","A","","","0"
"2016-07","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","594127","A","","","0"
"2016-08","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","595747","A","","","0"
"2016-09","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","598320","A","","","0"
"2016-10","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","599958","A","","","0"
"2016-11","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","598629","A","","","0"
"2016-12","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","602537","A","","","0"
"2017-01","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","600858","A","","","0"
"2017-02","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","602506","A","","","0"
"2017-03","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","602231","A","","","0"
"2017-04","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","600571","A","","","0"
"2017-05","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","603584","A","","","0"
"2017-06","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","605676","A","","","0"
"2017-07","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","608917","A","","","0"
"2017-08","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","607851","A","","","0"
"2017-09","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","609702","A","","","0"
"2017-10","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","608757","A","","","0"
"2017-11","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","609907","A","","","0"
"2017-12","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","611366","A","","","0"
"2018-01","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","608837","A","","","0"
"2018-02","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","613044","A","","","0"
"2018-03","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","614965","A","","","0"
"2018-04","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","611843","A","","","0"
"2018-05","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","614356","A","","","0"
"2018-06","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","619026","A","","","0"
"2018-07","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","614988","A","","","0"
"2018-08","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","619062","A","","","0"
"2018-09","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","615418","A","","","0"
"2018-10","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","620549","A","","","0"
"2018-11","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","622944","A","","","0"
"2018-12","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","620295","A","","","0"
"2019-01","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","620914","A","","","0"
"2019-02","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","620113","A","","","0"
"2019-03","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","621768","A","","","0"
"2019-04","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","619766","A","","","0"
"2019-05","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","624673","A","","","0"
"2019-06","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","622819","A","","","0"
"2019-07","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","623416","A","","","0"
