"REF_DATE","GEO","DGUID","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-01","Manitoba","2021A000246","Persons","249","units","0","v13","8","1344198","","","","0"
"2018-04","Manitoba","2021A000246","Persons","249","units","0","v13","8","1346916","","","","0"
"2018-07","Manitoba","2021A000246","Persons","249","units","0","v13","8","1352687","","","","0"
"2018-10","Manitoba","2021A000246","Persons","249","units","0","v13","8","1357856","","","","0"
"2019-01","Manitoba","2021A000246","Persons","249","units","0","v13","8","1361737","","","","0"
"2019-04","Manitoba","2021A000246","Persons","249","units","0","v13","8","1364666","","","","0"
"2019-07","Manitoba","2021A000246","Persons","249","units","0","v13","8","1370033","","","","0"
"2019-10","Manitoba","2021A000246","Persons","249","units","0","v13","8","1373884","","","","0"
"2020-01","Manitoba","2021A000246","Persons","249","units","0","v13","8","1377283","","","","0"
"2020-04","Manitoba","2021A000246","Persons","249","units","0","v13","8","1379280","","","","0"
"2020-07","Manitoba","2021A000246","Persons","249","units","0","v13","8","1380132","","","","0"
"2020-10","Manitoba","2021A000246","Persons","249","units","0","v13","8","1381809","","","","0"
"2021-01","Manitoba","2021A000246","Persons","249","units","0","v13","8","1383854","","","","0"
"2021-04","Manitoba","2021A000246","Persons","249","units","0","v13","8","1388611","","","","0"
"2021-07","Manitoba","2021A000246","Persons","249","units","0","v13","8","1391924","","","","0"
"2021-10","Manitoba","2021A000246","Persons","249","units","0","v13","8","1396656","","","","0"
"2022-01","Manitoba","2021A000246","Persons","249","units","0","v13","8","1400367","","","","0"
"2022-04","Manitoba","2021A000246","Persons","249","units","0","v13","8","1404837","","","","0"
"2022-07","Manitoba","2021A000246","Persons","249","units","0","v13","8","1413498","","","","0"
"2022-10","Manitoba","2021A000246","Persons","249","units","0","v13","8","1424475","","","","0"
"2023-01","Manitoba","2021A000246","Persons","249","units","0","v13","8","1433655","","","","0"
"2023-04","Manitoba","2021A000246","Persons","249","units","0","v13","8","1444049","","","","0"
"2023-07","Manitoba","2021A000246","Persons","249","units","0","v13","8","1453202","","","","0"
"2023-10","Manitoba","2021A000246","Persons","249","units","0","v13","8","1462439","","","","0"
"2024-01","Manitoba","2021A000246","Persons","249","units","0","v13","8","1472261","","","","0"
"2024-04","Manitoba","2021A000246","Persons","249","units","0","v13","8","1483553","","","","0"
"2024-07","Manitoba","2021A000246","Persons","249","units","0","v13","8","1492144","","","","0"
"2024-10","Manitoba","2021A000246","Persons","249","units","0","v13","8","1500464","","","","0"
"2025-01","Manitoba","2021A000246","Persons","249","units","0","v13","8","1505644","","","","0"
"2025-04","Manitoba","2021A000246","Persons","249","units","0","v13","8","1508031","","","","0"
"2025-07","Manitoba","2021A000246","Persons","249","units","0","v13","8","1509702","","","","0"
"2025-10","Manitoba","2021A000246","Persons","249","units","0","v13","8","1507057","","","","0"
"2026-01","Manitoba","2021A000246","Persons","249","units","0","v13","8","1505117","","","","0"
"2015-01","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1117137","","","","0"
"2015-04","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1117736","","","","0"
"2015-07","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1122210","","","","0"
"2015-10","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1125588","","","","0"
"2016-01","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1128160","","","","0"
"2016-04","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1131285","","","","0"
"2016-07","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1135496","","","","0"
"2016-10","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1139492","","","","0"
"2017-01","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1141537","","","","0"
"2017-04","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1143829","","","","0"
"2017-07","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1147315","","","","0"
"2017-10","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1151044","","","","0"
"2018-01","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1152366","","","","0"
"2018-04","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1153530","","","","0"
"2018-07","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1156210","","","","0"
"2018-10","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1159648","","","","0"
"2019-01","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1161529","","","","0"
"2019-04","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1161787","","","","0"
"2019-07","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1164223","","","","0"
"2019-10","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1167271","","","","0"
"2020-01","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1169426","","","","0"
"2020-04","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1169038","","","","0"
"2020-07","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1167386","","","","0"
"2020-10","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1165963","","","","0"
"2021-01","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1166348","","","","0"
"2021-04","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1167711","","","","0"
"2021-07","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1167711","","","","0"
"2021-10","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1168934","","","","0"
"2022-01","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1171063","","","","0"
"2022-04","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1173461","","","","0"
"2022-07","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1178796","","","","0"
"2022-10","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1188295","","","","0"
"2023-01","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1195840","","","","0"
"2023-04","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1201624","","","","0"
"2023-07","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1210257","","","","0"
"2023-10","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1222152","","","","0"
"2024-01","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1230316","","","","0"
"2024-04","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1238591","","","","0"
"2024-07","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1247868","","","","0"
"2024-10","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1256983","","","","0"
"2025-01","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1261524","","","","0"
"2025-04","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1264537","","","","0"
"2025-07","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1266959","","","","0"
"2025-10","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1266234","","","","0"
"2026-01","Saskatchewan","2021A000247","Persons","249","units","0","v14","9","1265936","","","","0"
"2015-01","Alberta","2021A000248","Persons","249","units","0","v15","10","4113697","","","","0"
"2015-04","Alberta","2021A000248","Persons","249","units","0","v15","10","4125943","","","","0"
"2015-07","Alberta","2021A000248","Persons","249","units","0","v15","10","4150147","","","","0"
"2015-10","Alberta","2021A000248","Persons","249","units","0","v15","10","4163048","","","","0"
"2016-01","Alberta","2021A000248","Persons","249","units","0","v15","10","4171847","","","","0"
"2016-04","Alberta","2021A000248","Persons","249","units","0","v15","10","4182353","","","","0"
"2016-07","Alberta","2021A000248","Persons","249","units","0","v15","10","4195427","","","","0"
"2016-10","Alberta","2021A000248","Persons","249","units","0","v15","10","4207139","","","","0"
"2017-01","Alberta","2021A000248","Persons","249","units","0","v15","10","4215506","","","","0"
"2017-04","Alberta","2021A000248","Persons","249","units","0","v15","10","4224933","","","","0"
"2017-07","Alberta","2021A000248","Persons","249","units","0","v15","10","4237310","","","","0"
"2017-10","Alberta","2021A000248","Persons","249","units","0","v15","10","4253530","","","","0"
"2018-01","Alberta","2021A000248","Persons","249","units","0","v15","10","4263957","","","","0"
"2018-04","Alberta","2021A000248","Persons","249","units","0","v15","10","4276444","","","","0"
"2018-07","Alberta","2021A000248","Persons","249","units","0","v15","10","4292556","","","","0"
"2018-10","Alberta","2021A000248","Persons","249","units","0","v15","10","4311439","","","","0"
"2019-01","Alberta","2021A000248","Persons","249","units","0","v15","10","4324254","","","","0"
"2019-04","Alberta","2021A000248","Persons","249","units","0","v15","10","4337569","","","","0"
"2019-07","Alberta","2021A000248","Persons","249","units","0","v15","10","4355377","","","","0"
"2019-10","Alberta","2021A000248","Persons","249","units","0","v15","10","4376860","","","","0"
"2020-01","Alberta","2021A000248","Persons","249","units","0","v15","10","4392958","","","","0"
"2020-04","Alberta","2021A000248","Persons","249","units","0","v15","10","4405455","","","","0"
"2020-07","Alberta","2021A000248","Persons","249","units","0","v15","10","4407495","","","","0"
"2020-10","Alberta","2021A000248","Persons","249","units","0","v15","10","4412013","","","","0"
"2021-01","Alberta","2021A000248","Persons","249","units","0","v15","10","4418338","","","","0"
"2021-04","Alberta","2021A000248","Persons","249","units","0","v15","10","4425617","","","","0"
"2021-07","Alberta","2021A000248","Persons","249","units","0","v15","10","4431531","","","","0"
"2021-10","Alberta","2021A000248","Persons","249","units","0","v15","10","4451129","","","","0"
"2022-01","Alberta","2021A000248","Persons","249","units","0","v15","10","4466136","","","","0"
"2022-04","Alberta","2021A000248","Persons","249","units","0","v15","10","4482503","","","","0"
"2022-07","Alberta","2021A000248","Persons","249","units","0","v15","10","4512731","","","","0"
"2022-10","Alberta","2021A000248","Persons","249","units","0","v15","10","4560275","","","","0"
"2023-01","Alberta","2021A000248","Persons","249","units","0","v15","10","4596901","","","","0"
"2023-04","Alberta","2021A000248","Persons","249","units","0","v15","10","4641615","","","","0"
"2023-07","Alberta","2021A000248","Persons","249","units","0","v15","10","4688576","","","","0"
"2023-10","Alberta","2021A000248","Persons","249","units","0","v15","10","4752173","","","","0"
"2024-01","Alberta","2021A000248","Persons","249","units","0","v15","10","4801806","","","","0"
"2024-04","Alberta","2021A000248","Persons","249","units","0","v15","10","4857695","","","","0"
"2024-07","Alberta","2021A000248","Persons","249","units","0","v15","10","4909030","","","","0"
"2024-10","Alberta","2021A000248","Persons","249","units","0","v15","10","4957075","","","","0"
"2025-01","Alberta","2021A000248","Persons","249","units","0","v15","10","4988181","","","","0"
"2025-04","Alberta","2021A000248","Persons","249","units","0","v15","10","5010078","","","","0"
"2025-07","Alberta","2021A000248","Persons","249","units","0","v15","10","5029346","","","","0"
"2025-10","Alberta","2021A000248","Persons","249","units","0","v15","10","5040871","","","","0"
"2026-01","Alberta","2021A000248","Persons","249","units","0","v15","10","5048151","","","","0"
"2015-01","British Columbia","2021A000259","Persons","249","units","0","v3","11","4751439","","","","0"
"2015-04","British Columbia","2021A000259","Persons","249","units","0","v3","11","4763917","","","","0"
"2015-07","British Columbia","2021A000259","Persons","249","units","0","v3","11","4765472","","","","0"
"2015-10","British Columbia","2021A000259","Persons","249","units","0","v3","11","4795547","","","","0"
"2016-01","British Columbia","2021A000259","Persons","249","units","0","v3","11","4807562","","","","0"
"2016-04","British Columbia","2021A000259","Persons","249","units","0","v3","11","4831042","","","","0"
"2016-07","British Columbia","2021A000259","Persons","249","units","0","v3","11","4861269","","","","0"
"2016-10","British Columbia","2021A000259","Persons","249","units","0","v3","11","4886638","","","","0"
"2017-01","British Columbia","2021A000259","Persons","249","units","0","v3","11","4894147","","","","0"
"2017-04","British Columbia","2021A000259","Persons","249","units","0","v3","11","4908971","","","","0"
"2017-07","British Columbia","2021A000259","Persons","249","units","0","v3","11","4934202","","","","0"
"2017-10","British Columbia","2021A000259","Persons","249","units","0","v3","11","4962706","","","","0"
"2018-01","British Columbia","2021A000259","Persons","249","units","0","v3","11","4974712","","","","0"
"2018-04","British Columbia","2021A000259","Persons","249","units","0","v3","11","4991716","","","","0"
"2018-07","British Columbia","2021A000259","Persons","249","units","0","v3","11","5020979","","","","0"
"2018-10","British Columbia","2021A000259","Persons","249","units","0","v3","11","5052131","","","","0"
"2019-01","British Columbia","2021A000259","Persons","249","units","0","v3","11","5061132","","","","0"
"2019-04","British Columbia","2021A000259","Persons","249","units","0","v3","11","5080515","","","","0"
"2019-07","British Columbia","2021A000259","Persons","249","units","0","v3","11","5111022","","","","0"
"2019-10","British Columbia","2021A000259","Persons","249","units","0","v3","11","5148047","","","","0"
"2020-01","British Columbia","2021A000259","Persons","249","units","0","v3","11","5157053","","","","0"
"2020-04","British Columbia","2021A000259","Persons","249","units","0","v3","11","5169535","","","","0"
"2020-07","British Columbia","2021A000259","Persons","249","units","0","v3","11","5176101","","","","0"
"2020-10","British Columbia","2021A000259","Persons","249","units","0","v3","11","5173896","","","","0"
"2021-01","British Columbia","2021A000259","Persons","249","units","0","v3","11","5180015","","","","0"
"2021-04","British Columbia","2021A000259","Persons","249","units","0","v3","11","5200393","","","","0"
"2021-07","British Columbia","2021A000259","Persons","249","units","0","v3","11","5226665","","","","0"
"2021-10","British Columbia","2021A000259","Persons","249","units","0","v3","11","5269491","","","","0"
"2022-01","British Columbia","2021A000259","Persons","249","units","0","v3","11","5287664","","","","0"
"2022-04","British Columbia","2021A000259","Persons","249","units","0","v3","11","5313881","","","","0"
"2022-07","British Columbia","2021A000259","Persons","249","units","0","v3","11","5358845","","","","0"
"2022-10","British Columbia","2021A000259","Persons","249","units","0","v3","11","5406059","","","","0"
"2023-01","British Columbia","2021A000259","Persons","249","units","0","v3","11","5432939","","","","0"
"2023-04","British Columbia","2021A000259","Persons","249","units","0","v3","11","5466566","","","","0"
"2023-07","British Columbia","2021A000259","Persons","249","units","0","v3","11","5515296","","","","0"
"2023-10","British Columbia","2021A000259","Persons","249","units","0","v3","11","5572694","","","","0"
"2024-01","British Columbia","2021A000259","Persons","249","units","0","v3","11","5601024","","","","0"
"2024-04","British Columbia","2021A000259","Persons","249","units","0","v3","11","5638043","","","","0"
"2024-07","British Columbia","2021A000259","Persons","249","units","0","v3","11","5671114","","","","0"
"2024-10","British Columbia","2021A000259","Persons","249","units","0","v3","11","5696852","","","","0"
"2025-01","British Columbia","2021A000259","Persons","249","units","0","v3","11","5699989","","","","0"
"2025-04","British Columbia","2021A000259","Persons","249","units","0","v3","11","5699690","","","","0"
"2025-07","British Columbia","2021A000259","Persons","249","units","0","v3","11","5697536","","","","0"
"2025-10","British Columbia","2021A000259","Persons","249","units","0","v3","11","5683201","","","","0"
"2026-01","British Columbia","2021A000259","Persons","249","units","0","v3","11","5658528","","","","0"
"2015-01","Yukon","2021A000260","Persons","249","units","0","v4","12","37123","","","","0"
"2015-04","Yukon","2021A000260","Persons","249","units","0","v4","12","37330","","","","0"
"2015-07","Yukon","2021A000260","Persons","249","units","0","v4","12","37669","","","","0"
"2015-10","Yukon","2021A000260","Persons","249","units","0","v4","12","37730","","","","0"
"2016-01","Yukon","2021A000260","Persons","249","units","0","v4","12","37756","","","","0"
"2016-04","Yukon","2021A000260","Persons","249","units","0","v4","12","38025","","","","0"
"2016-07","Yukon","2021A000260","Persons","249","units","0","v4","12","38549","","","","0"
"2016-10","Yukon","2021A000260","Persons","249","units","0","v4","12","38724","","","","0"
"2017-01","Yukon","2021A000260","Persons","249","units","0","v4","12","38801","","","","0"
"2017-04","Yukon","2021A000260","Persons","249","units","0","v4","12","39108","","","","0"
"2017-07","Yukon","2021A000260","Persons","249","units","0","v4","12","39533","","","","0"
"2017-10","Yukon","2021A000260","Persons","249","units","0","v4","12","39705","","","","0"
"2018-01","Yukon","2021A000260","Persons","249","units","0","v4","12","39873","","","","0"
"2018-04","Yukon","2021A000260","Persons","249","units","0","v4","12","40037","","","","0"
"2018-07","Yukon","2021A000260","Persons","249","units","0","v4","12","40403","","","","0"
"2018-10","Yukon","2021A000260","Persons","249","units","0","v4","12","40533","","","","0"
"2019-01","Yukon","2021A000260","Persons","249","units","0","v4","12","40716","","","","0"
"2019-04","Yukon","2021A000260","Persons","249","units","0","v4","12","40779","","","","0"
"2019-07","Yukon","2021A000260","Persons","249","units","0","v4","12","41187","","","","0"
"2019-10","Yukon","2021A000260","Persons","249","units","0","v4","12","41460","","","","0"
"2020-01","Yukon","2021A000260","Persons","249","units","0","v4","12","41505","","","","0"
"2020-04","Yukon","2021A000260","Persons","249","units","0","v4","12","41807","","","","0"
"2020-07","Yukon","2021A000260","Persons","249","units","0","v4","12","41958","","","","0"
"2020-10","Yukon","2021A000260","Persons","249","units","0","v4","12","42109","","","","0"
"2021-01","Yukon","2021A000260","Persons","249","units","0","v4","12","42157","","","","0"
"2021-04","Yukon","2021A000260","Persons","249","units","0","v4","12","42443","","","","0"
"2021-07","Yukon","2021A000260","Persons","249","units","0","v4","12","42961","","","","0"
"2021-10","Yukon","2021A000260","Persons","249","units","0","v4","12","43129","","","","0"
"2022-01","Yukon","2021A000260","Persons","249","units","0","v4","12","43046","","","","0"
"2022-04","Yukon","2021A000260","Persons","249","units","0","v4","12","43400","","","","0"
"2022-07","Yukon","2021A000260","Persons","249","units","0","v4","12","43869","","","","0"
"2022-10","Yukon","2021A000260","Persons","249","units","0","v4","12","44169","","","","0"
"2023-01","Yukon","2021A000260","Persons","249","units","0","v4","12","44478","","","","0"
"2023-04","Yukon","2021A000260","Persons","249","units","0","v4","12","44823","","","","0"
"2023-07","Yukon","2021A000260","Persons","249","units","0","v4","12","45419","","","","0"
"2023-10","Yukon","2021A000260","Persons","249","units","0","v4","12","45898","","","","0"
"2024-01","Yukon","2021A000260","Persons","249","units","0","v4","12","46286","","","","0"
"2024-04","Yukon","2021A000260","Persons","249","units","0","v4","12","46965","","","","0"
"2024-07","Yukon","2021A000260","Persons","249","units","0","v4","12","47595","","","","0"
"2024-10","Yukon","2021A000260","Persons","249","units","0","v4","12","47939","","","","0"
"2025-01","Yukon","2021A000260","Persons","249","units","0","v4","12","48176","","","","0"
"2025-04","Yukon","2021A000260","Persons","249","units","0","v4","12","48089","","","","0"
"2025-07","Yukon","2021A000260","Persons","249","units","0","v4","12","48278","","","","0"
"2025-10","Yukon","2021A000260","Persons","249","units","0","v4","12","48261","","","","0"
"2026-01","Yukon","2021A000260","Persons","249","units","0","v4","12","48218","","","","0"
"2015-01","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44106","","","","0"
"2015-04","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44159","","","","0"
"2015-07","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44247","","","","0"
"2015-10","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44443","","","","0"
"2016-01","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44515","","","","0"
"2016-04","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44595","","","","0"
"2016-07","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44624","","","","0"
"2016-10","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44471","","","","0"
"2017-01","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44471","","","","0"
"2017-04","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44626","","","","0"
"2017-07","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44656","","","","0"
"2017-10","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44825","","","","0"
"2018-01","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44730","","","","0"
"2018-04","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44934","","","","0"
"2018-07","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44536","","","","0"
"2018-10","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44487","","","","0"
"2019-01","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44675","","","","0"
"2019-04","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44560","","","","0"
"2019-07","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44442","","","","0"
"2019-10","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44512","","","","0"
"2020-01","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44533","","","","0"
"2020-04","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44565","","","","0"
"2020-07","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44504","","","","0"
"2020-10","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44395","","","","0"
"2021-01","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44432","","","","0"
"2021-04","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44679","","","","0"
"2021-07","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44579","","","","0"
"2021-10","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44573","","","","0"
"2022-01","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44741","","","","0"
"2022-04","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44773","","","","0"
"2022-07","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44631","","","","0"
"2022-10","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44559","","","","0"
"2023-01","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44403","","","","0"
"2023-04","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44402","","","","0"
"2023-07","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44614","","","","0"
"2023-10","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44566","","","","0"
"2024-01","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","44655","","","","0"
"2024-04","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","45021","","","","0"
"2024-07","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","45257","","","","0"
"2024-10","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","45520","","","","0"
"2025-01","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","45679","","","","0"
"2025-04","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","45875","","","","0"
"2025-07","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","45950","","","","0"
"2025-10","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","45848","","","","0"
"2026-01","Northwest Territories","2021A000261","Persons","249","units","0","v6","14","45803","","","","0"
"2015-01","Nunavut","2021A000262","Persons","249","units","0","v7","15","36214","","","","0"
"2015-04","Nunavut","2021A000262","Persons","249","units","0","v7","15","36277","","","","0"
"2015-07","Nunavut","2021A000262","Persons","249","units","0","v7","15","36490","","","","0"
"2015-10","Nunavut","2021A000262","Persons","249","units","0","v7","15","36602","","","","0"
"2016-01","Nunavut","2021A000262","Persons","249","units","0","v7","15","36718","","","","0"
"2016-04","Nunavut","2021A000262","Persons","249","units","0","v7","15","36766","","","","0"
"2016-07","Nunavut","2021A000262","Persons","249","units","0","v7","15","36979","","","","0"
"2016-10","Nunavut","2021A000262","Persons","249","units","0","v7","15","37084","","","","0"
"2017-01","Nunavut","2021A000262","Persons","249","units","0","v7","15","37246","","","","0"
"2017-04","Nunavut","2021A000262","Persons","249","units","0","v7","15","37431","","","","0"
"2017-07","Nunavut","2021A000262","Persons","249","units","0","v7","15","37656","","","","0"
"2017-10","Nunavut","2021A000262","Persons","249","units","0","v7","15","37829","","","","0"
"2018-01","Nunavut","2021A000262","Persons","249","units","0","v7","15","37830","","","","0"
"2018-04","Nunavut","2021A000262","Persons","249","units","0","v7","15","37976","","","","0"
"2018-07","Nunavut","2021A000262","Persons","249","units","0","v7","15","38322","","","","0"
"2018-10","Nunavut","2021A000262","Persons","249","units","0","v7","15","38487","","","","0"
"2019-01","Nunavut","2021A000262","Persons","249","units","0","v7","15","38574","","","","0"
"2019-04","Nunavut","2021A000262","Persons","249","units","0","v7","15","38764","","","","0"
"2019-07","Nunavut","2021A000262","Persons","249","units","0","v7","15","38839","","","","0"
"2019-10","Nunavut","2021A000262","Persons","249","units","0","v7","15","38893","","","","0"
"2020-01","Nunavut","2021A000262","Persons","249","units","0","v7","15","39010","","","","0"
"2020-04","Nunavut","2021A000262","Persons","249","units","0","v7","15","39137","","","","0"
"2020-07","Nunavut","2021A000262","Persons","249","units","0","v7","15","39479","","","","0"
"2020-10","Nunavut","2021A000262","Persons","249","units","0","v7","15","39581","","","","0"
"2021-01","Nunavut","2021A000262","Persons","249","units","0","v7","15","39750","","","","0"
"2021-04","Nunavut","2021A000262","Persons","249","units","0","v7","15","39879","","","","0"
"2021-07","Nunavut","2021A000262","Persons","249","units","0","v7","15","40086","","","","0"
"2021-10","Nunavut","2021A000262","Persons","249","units","0","v7","15","40245","","","","0"
"2022-01","Nunavut","2021A000262","Persons","249","units","0","v7","15","40343","","","","0"
"2022-04","Nunavut","2021A000262","Persons","249","units","0","v7","15","40579","","","","0"
"2022-07","Nunavut","2021A000262","Persons","249","units","0","v7","15","40603","","","","0"
"2022-10","Nunavut","2021A000262","Persons","249","units","0","v7","15","40677","","","","0"
"2023-01","Nunavut","2021A000262","Persons","249","units","0","v7","15","40797","","","","0"
"2023-04","Nunavut","2021A000262","Persons","249","units","0","v7","15","40784","","","","0"
"2023-07","Nunavut","2021A000262","Persons","249","units","0","v7","15","40916","","","","0"
"2023-10","Nunavut","2021A000262","Persons","249","units","0","v7","15","41089","","","","0"
"2024-01","Nunavut","2021A000262","Persons","249","units","0","v7","15","41051","","","","0"
"2024-04","Nunavut","2021A000262","Persons","249","units","0","v7","15","41137","","","","0"
"2024-07","Nunavut","2021A000262","Persons","249","units","0","v7","15","41410","","","","0"
"2024-10","Nunavut","2021A000262","Persons","249","units","0","v7","15","41486","","","","0"
"2025-01","Nunavut","2021A000262","Persons","249","units","0","v7","15","41651","","","","0"
"2025-04","Nunavut","2021A000262","Persons","249","units","0","v7","15","41798","","","","0"
"2025-07","Nunavut","2021A000262","Persons","249","units","0","v7","15","41830","","","","0"
"2025-10","Nunavut","2021A000262","Persons","249","units","0","v7","15","41919","","","","0"
"2026-01","Nunavut","2021A000262","Persons","249","units","0","v7","15","41946","","","","0"


